Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Macuminata,gbM,0,gbM-gbM,2334,0.435285341290563
Macuminata,gbM,1,gbM-gbM,3028,0.564714658709437
Macuminata,gbM,0,gbM-teM,232,0.353658536585366
Macuminata,teM,0,gbM-teM,138,0.221153846153846
Macuminata,gbM,1,gbM-teM,424,0.646341463414634
Macuminata,teM,1,gbM-teM,486,0.778846153846154
Macuminata,gbM,0,gbM-unM,469,0.515384615384615
Macuminata,unM,0,gbM-unM,479,0.514500537056928
Macuminata,gbM,1,gbM-unM,441,0.484615384615385
Macuminata,unM,1,gbM-unM,452,0.485499462943072
Macuminata,teM,0,teM-teM,62,0.225454545454545
Macuminata,teM,1,teM-teM,213,0.774545454545455
Macuminata,unM,0,unM-teM,95,0.44811320754717
Macuminata,teM,0,unM-teM,53,0.269035532994924
Macuminata,unM,1,unM-teM,117,0.55188679245283
Macuminata,teM,1,unM-teM,144,0.730964467005076
Macuminata,unM,0,unM-unM,5216,0.517255057516858
Macuminata,unM,1,unM-unM,4868,0.482744942483142
