Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Macuminata,gbM-unM,gbM,unM,0,0,275,0.284384694932782,0-0
Macuminata,gbM-unM,gbM,unM,1,0,228,0.235780765253361,1-0
Macuminata,gbM-unM,gbM,unM,0,1,222,0.229576008273009,0-1
Macuminata,gbM-unM,gbM,unM,1,1,242,0.250258531540848,1-1
Macuminata,gbM-teM,gbM,teM,0,0,63,0.0950226244343891,0-0
Macuminata,gbM-teM,gbM,teM,1,0,83,0.125188536953243,1-0
Macuminata,gbM-teM,gbM,teM,0,1,173,0.260935143288084,0-1
Macuminata,gbM-teM,gbM,teM,1,1,344,0.518853695324284,1-1
Macuminata,gbM-gbM,gbM,gbM,0,0,645,0.216225276567214,0-0
Macuminata,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Macuminata,gbM-gbM,gbM,gbM,0,1,1343,0.450217901441502,0-1
Macuminata,gbM-gbM,gbM,gbM,1,1,995,0.333556821991284,1-1
Macuminata,unM-unM,unM,unM,0,0,1701,0.293579565067311,0-0
Macuminata,unM-unM,unM,unM,1,0,0,0,1-0
Macuminata,unM-unM,unM,unM,0,1,2663,0.459613393165343,0-1
Macuminata,unM-unM,unM,unM,1,1,1430,0.246807041767346,1-1
Macuminata,unM-teM,unM,teM,0,0,25,0.116822429906542,0-0
Macuminata,unM-teM,unM,teM,1,0,30,0.14018691588785,1-0
Macuminata,unM-teM,unM,teM,0,1,73,0.341121495327103,0-1
Macuminata,unM-teM,unM,teM,1,1,86,0.401869158878505,1-1
Macuminata,teM-teM,teM,teM,0,0,17,0.117241379310345,0-0
Macuminata,teM-teM,teM,teM,1,0,0,0,1-0
Macuminata,teM-teM,teM,teM,0,1,29,0.2,0-1
Macuminata,teM-teM,teM,teM,1,1,99,0.682758620689655,1-1
