"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Sitalica"
"2","TEs","Genes",-0.450609841997229,0,"Sitalica"
"3","TE.nucleotidess","Genes",-0.69292808048269,0,"Sitalica"
"4","gbM","Genes",0.725503230764158,0,"Sitalica"
"5","TE.like","Genes",0.228674584357878,0,"Sitalica"
"6","Unmethylated","Genes",0.866402875465851,0,"Sitalica"
"7","Unclassified","Genes",0.606986197890485,0,"Sitalica"
"8","Genes","TEs",-0.450609841997229,0,"Sitalica"
"9","TEs","TEs",1,NA,"Sitalica"
"10","TE.nucleotidess","TEs",0.744761343378621,0,"Sitalica"
"11","gbM","TEs",-0.43616221779797,0,"Sitalica"
"12","TE.like","TEs",0.0125593666948326,0.249890100852239,"Sitalica"
"13","Unmethylated","TEs",-0.339345826546685,0,"Sitalica"
"14","Unclassified","TEs",-0.282457734061388,0,"Sitalica"
"15","Genes","TE.nucleotidess",-0.69292808048269,0,"Sitalica"
"16","TEs","TE.nucleotidess",0.744761343378621,0,"Sitalica"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Sitalica"
"18","gbM","TE.nucleotidess",-0.578054753906621,0,"Sitalica"
"19","TE.like","TE.nucleotidess",-0.0585330183039396,8.01255084503794e-08,"Sitalica"
"20","Unmethylated","TE.nucleotidess",-0.582934783640191,0,"Sitalica"
"21","Unclassified","TE.nucleotidess",-0.420988759327119,0,"Sitalica"
"22","Genes","gbM",0.725503230764158,0,"Sitalica"
"23","TEs","gbM",-0.43616221779797,0,"Sitalica"
"24","TE.nucleotidess","gbM",-0.578054753906621,0,"Sitalica"
"25","gbM","gbM",1,NA,"Sitalica"
"26","TE.like","gbM",-0.0232165524952612,0.0334060657251374,"Sitalica"
"27","Unmethylated","gbM",0.43220187589704,0,"Sitalica"
"28","Unclassified","gbM",0.404965661428134,0,"Sitalica"
"29","Genes","TE.like",0.228674584357878,0,"Sitalica"
"30","TEs","TE.like",0.0125593666948326,0.249890100852239,"Sitalica"
"31","TE.nucleotidess","TE.like",-0.0585330183039396,8.01255084503794e-08,"Sitalica"
"32","gbM","TE.like",-0.0232165524952612,0.0334060657251374,"Sitalica"
"33","TE.like","TE.like",1,NA,"Sitalica"
"34","Unmethylated","TE.like",0.0593411245668251,5.29613917166216e-08,"Sitalica"
"35","Unclassified","TE.like",0.00721085372520458,0.50886941794343,"Sitalica"
"36","Genes","Unmethylated",0.866402875465851,0,"Sitalica"
"37","TEs","Unmethylated",-0.339345826546685,0,"Sitalica"
"38","TE.nucleotidess","Unmethylated",-0.582934783640191,0,"Sitalica"
"39","gbM","Unmethylated",0.43220187589704,0,"Sitalica"
"40","TE.like","Unmethylated",0.0593411245668251,5.29613917166216e-08,"Sitalica"
"41","Unmethylated","Unmethylated",1,NA,"Sitalica"
"42","Unclassified","Unmethylated",0.382935468610994,0,"Sitalica"
"43","Genes","Unclassified",0.606986197890485,0,"Sitalica"
"44","TEs","Unclassified",-0.282457734061388,0,"Sitalica"
"45","TE.nucleotidess","Unclassified",-0.420988759327119,0,"Sitalica"
"46","gbM","Unclassified",0.404965661428134,0,"Sitalica"
"47","TE.like","Unclassified",0.00721085372520458,0.50886941794343,"Sitalica"
"48","Unmethylated","Unclassified",0.382935468610994,0,"Sitalica"
"49","Unclassified","Unclassified",1,NA,"Sitalica"
