"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Sitalica"
"2","TEs","Genes",-0.356558195392251,0,"Sitalica"
"3","TE.nucleotidess","Genes",-0.583218625460572,0,"Sitalica"
"4","gbM","Genes",0.614827065068654,0,"Sitalica"
"5","TE.like","Genes",NA,NA,"Sitalica"
"6","Unmethylated","Genes",0.848148564765406,0,"Sitalica"
"7","Unclassified","Genes",0.50618233370717,0,"Sitalica"
"8","Genes","TEs",-0.356558195392251,0,"Sitalica"
"9","TEs","TEs",1,NA,"Sitalica"
"10","TE.nucleotidess","TEs",0.744761343378621,0,"Sitalica"
"11","gbM","TEs",-0.337340303078909,0,"Sitalica"
"12","TE.like","TEs",NA,NA,"Sitalica"
"13","Unmethylated","TEs",-0.272381845003416,0,"Sitalica"
"14","Unclassified","TEs",-0.179264763391626,0,"Sitalica"
"15","Genes","TE.nucleotidess",-0.583218625460572,0,"Sitalica"
"16","TEs","TE.nucleotidess",0.744761343378621,0,"Sitalica"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Sitalica"
"18","gbM","TE.nucleotidess",-0.466683996763179,0,"Sitalica"
"19","TE.like","TE.nucleotidess",NA,NA,"Sitalica"
"20","Unmethylated","TE.nucleotidess",-0.492755392624589,0,"Sitalica"
"21","Unclassified","TE.nucleotidess",-0.293897432766094,0,"Sitalica"
"22","Genes","gbM",0.614827065068654,0,"Sitalica"
"23","TEs","gbM",-0.337340303078909,0,"Sitalica"
"24","TE.nucleotidess","gbM",-0.466683996763179,0,"Sitalica"
"25","gbM","gbM",1,NA,"Sitalica"
"26","TE.like","gbM",NA,NA,"Sitalica"
"27","Unmethylated","gbM",0.306730389607969,0,"Sitalica"
"28","Unclassified","gbM",0.246225649865576,0,"Sitalica"
"29","Genes","TE.like",NA,NA,"Sitalica"
"30","TEs","TE.like",NA,NA,"Sitalica"
"31","TE.nucleotidess","TE.like",NA,NA,"Sitalica"
"32","gbM","TE.like",NA,NA,"Sitalica"
"33","TE.like","TE.like",1,NA,"Sitalica"
"34","Unmethylated","TE.like",NA,NA,"Sitalica"
"35","Unclassified","TE.like",NA,NA,"Sitalica"
"36","Genes","Unmethylated",0.848148564765406,0,"Sitalica"
"37","TEs","Unmethylated",-0.272381845003416,0,"Sitalica"
"38","TE.nucleotidess","Unmethylated",-0.492755392624589,0,"Sitalica"
"39","gbM","Unmethylated",0.306730389607969,0,"Sitalica"
"40","TE.like","Unmethylated",NA,NA,"Sitalica"
"41","Unmethylated","Unmethylated",1,NA,"Sitalica"
"42","Unclassified","Unmethylated",0.273763919338435,0,"Sitalica"
"43","Genes","Unclassified",0.50618233370717,0,"Sitalica"
"44","TEs","Unclassified",-0.179264763391626,0,"Sitalica"
"45","TE.nucleotidess","Unclassified",-0.293897432766094,0,"Sitalica"
"46","gbM","Unclassified",0.246225649865576,0,"Sitalica"
"47","TE.like","Unclassified",NA,NA,"Sitalica"
"48","Unmethylated","Unclassified",0.273763919338435,0,"Sitalica"
"49","Unclassified","Unclassified",1,NA,"Sitalica"
