Species,Duplication,Classification,Number,PhyloOrder
Zmays,dispersed,gbM-gbM,206,6
Zmays,proximal,gbM-gbM,20,6
Zmays,tandem,gbM-gbM,32,6
Zmays,transposed,gbM-gbM,152,6
Zmays,wgd,gbM-gbM,697,6
Zmays,dispersed,gbM-teM,237,6
Zmays,proximal,gbM-teM,16,6
Zmays,tandem,gbM-teM,19,6
Zmays,transposed,gbM-teM,410,6
Zmays,wgd,gbM-teM,201,6
Zmays,dispersed,gbM-Unclassified,148,6
Zmays,proximal,gbM-Unclassified,15,6
Zmays,tandem,gbM-Unclassified,14,6
Zmays,transposed,gbM-Unclassified,167,6
Zmays,wgd,gbM-Unclassified,413,6
Zmays,dispersed,gbM-unM,173,6
Zmays,proximal,gbM-unM,17,6
Zmays,tandem,gbM-unM,41,6
Zmays,transposed,gbM-unM,235,6
Zmays,wgd,gbM-unM,293,6
Zmays,dispersed,teM-teM,2211,6
Zmays,proximal,teM-teM,90,6
Zmays,tandem,teM-teM,144,6
Zmays,transposed,teM-teM,1053,6
Zmays,wgd,teM-teM,217,6
Zmays,dispersed,teM-Unclassified,336,6
Zmays,proximal,teM-Unclassified,21,6
Zmays,tandem,teM-Unclassified,20,6
Zmays,transposed,teM-Unclassified,336,6
Zmays,wgd,teM-Unclassified,180,6
Zmays,dispersed,Unclassified-Unclassified,166,6
Zmays,proximal,Unclassified-Unclassified,22,6
Zmays,tandem,Unclassified-Unclassified,31,6
Zmays,transposed,Unclassified-Unclassified,119,6
Zmays,wgd,Unclassified-Unclassified,598,6
Zmays,dispersed,unM-teM,361,6
Zmays,proximal,unM-teM,54,6
Zmays,tandem,unM-teM,92,6
Zmays,transposed,unM-teM,480,6
Zmays,wgd,unM-teM,223,6
Zmays,dispersed,unM-Unclassified,248,6
Zmays,proximal,unM-Unclassified,53,6
Zmays,tandem,unM-Unclassified,60,6
Zmays,transposed,unM-Unclassified,285,6
Zmays,wgd,unM-Unclassified,616,6
Zmays,dispersed,unM-unM,857,6
Zmays,proximal,unM-unM,315,6
Zmays,tandem,unM-unM,688,6
Zmays,transposed,unM-unM,1224,6
Zmays,wgd,unM-unM,3017,6
