Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Aduranensis,gbM,0,gbM-gbM,54,0.0237676056338028
Aduranensis,gbM,1,gbM-gbM,2218,0.976232394366197
Aduranensis,gbM,0,gbM-teM,9,0.0201793721973094
Aduranensis,teM,0,gbM-teM,14,0.023972602739726
Aduranensis,gbM,1,gbM-teM,437,0.979820627802691
Aduranensis,teM,1,gbM-teM,570,0.976027397260274
Aduranensis,gbM,0,gbM-unM,23,0.0222652468538238
Aduranensis,unM,0,gbM-unM,19,0.0175763182238668
Aduranensis,gbM,1,gbM-unM,1010,0.977734753146176
Aduranensis,unM,1,gbM-unM,1062,0.982423681776133
Aduranensis,teM,0,teM-teM,165,0.0203703703703704
Aduranensis,teM,1,teM-teM,7935,0.97962962962963
Aduranensis,unM,0,unM-teM,21,0.024390243902439
Aduranensis,teM,0,unM-teM,16,0.0171122994652406
Aduranensis,unM,1,unM-teM,840,0.975609756097561
Aduranensis,teM,1,unM-teM,919,0.982887700534759
Aduranensis,unM,0,unM-unM,68,0.0145641464981795
Aduranensis,unM,1,unM-unM,4601,0.985435853501821
