,Acoerulea,Aduranensis,Aipaensis,Alyrata,Aofficinalis,Athaliana,Atrichopoda,Bdistachyon,Boleracea,Brapa,Bvulgaris,Cannuum,Cclementina,Clanatus,Cmelo,Cpapaya,Crubella,Csativus,Cviolacea,Egrandis,Eguineensis,Esalsugineum,Fvesca,Fxananassa,Gmax,Graimondii,Gsoja,Ljaponicus,Macuminata,Mdomestica,Mesculenta,Mguttatus,Mtruncatula,Nattenuata,Nnucifera,Osativa,Othomaeum,Paxillaris,Phallii,Ppersica,Ptrichocarpa,Pvirgatum,Pvulgaris,Pxbretschneideri,Rchinensis,Roccidentalis,Sbicolor,Sitalica,Slycopersicum,Smelongena,Spolyrhiza,Stuberosum,Sviridis,Tcacao,Vcorymbosum,Vvinifera,Zjujuba,Zmays,Total
OG0010021,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,4,1,2,1,69
OG0010022,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,8,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,1,1,1,1,3,1,0,2,0,1,1,1,4,1,1,2,2,0,1,1,1,69
OG0010023,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,3,1,1,1,1,0,1,1,4,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,69
OG0010024,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,0,1,1,3,1,1,1,69
OG0010025,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,4,0,1,0,1,1,0,1,5,2,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,69
OG0010026,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,69
OG0010027,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1,69
OG0010028,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,69
OG0010030,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,2,1,1,1,3,1,1,1,2,1,3,2,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,3,1,2,1,69
OG0010031,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,0,1,4,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,69
OG0010032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,69
OG0010033,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,4,1,1,2,69
OG0010034,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,69
OG0010035,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1,1,1,2,1,1,4,1,1,1,69
OG0010036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,1,69
OG0010037,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,69
OG0010040,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,0,1,1,1,3,1,1,1,69
OG0010041,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,69
OG0010042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,3,1,1,2,69
OG0010043,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,69
OG0010044,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,69
OG0010045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,2,1,1,1,1,1,1,1,1,1,4,1,1,3,69
OG0010046,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,2,2,1,1,2,1,1,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,69
OG0010047,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,2,69
OG0010048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,5,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,2,1,1,2,69
OG0010049,1,1,2,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,1,3,1,2,1,69
OG0010050,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2,1,1,3,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,69
OG0010051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,69
OG0010053,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,69
OG0010054,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,69
OG0010059,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,2,1,1,1,1,1,4,1,1,1,69
OG0010060,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4,3,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,69
OG0010061,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,3,2,1,2,0,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,0,1,1,1,2,1,1,1,1,4,1,0,1,69
OG0010062,1,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,69
OG0010063,1,2,2,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,4,1,1,1,69
OG0010064,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,69
OG0010065,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,2,1,69
OG0010068,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,2,2,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,69
OG0010070,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,69
OG0010071,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,69
OG0010073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,69
OG0010074,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,2,1,1,2,4,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,3,1,1,4,1,1,1,69
OG0010075,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,2,2,0,1,1,1,1,1,2,1,1,2,1,1,1,69
OG0010076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,69
OG0010077,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,0,1,1,3,1,3,2,69
OG0010078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,0,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,4,1,4,1,69
OG0010079,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,69
OG0010080,1,1,1,1,1,1,1,3,2,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,4,1,1,1,69
OG0010081,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,69
OG0010082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,69
OG0010083,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,69
OG0010084,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,69
OG0010085,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,69
OG0010087,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,0,1,1,1,1,1,1,1,1,1,1,7,1,1,1,69
OG0010089,1,1,1,1,2,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,3,2,2,2,1,0,2,2,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,69
OG0010090,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,5,2,1,1,69
OG0010091,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,69
OG0010092,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,69
OG0010093,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,69
OG0010094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,2,1,1,0,0,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,4,1,1,1,69
OG0010095,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,4,1,1,1,69
OG0010096,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,2,2,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1,69
OG0010098,1,1,1,1,1,1,0,1,1,1,2,1,0,1,1,0,1,1,2,1,2,1,2,5,1,1,1,2,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,0,1,1,1,69
OG0010099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,2,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,69
OG0010101,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,1,69
OG0010104,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,0,2,1,1,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,2,2,69
OG0010105,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,69
OG0010106,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,2,1,1,0,69
OG0010107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,69
OG0010108,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,69
OG0010109,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,3,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,3,1,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,69
OG0010110,1,1,1,2,1,2,1,1,2,2,1,0,1,1,1,0,2,1,1,1,1,2,0,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,2,1,1,1,1,3,1,1,1,69
OG0010111,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,0,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,69
OG0010112,1,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,4,1,1,0,69
OG0010113,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,2,1,1,2,1,1,2,69
OG0010115,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,0,1,2,1,69
OG0010116,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,0,1,1,1,2,1,2,1,69
OG0010117,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,3,1,6,1,69
OG0010118,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,69
OG0010119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,3,0,1,2,1,4,1,1,1,69
OG0010122,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,0,1,1,1,5,1,1,1,69
OG0010123,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,69
OG0010134,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,68
OG0010135,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,0,1,1,1,1,2,1,0,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,1,1,2,2,0,1,1,1,2,1,1,68
OG0010138,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,68
OG0010139,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,0,1,1,4,1,1,1,68
OG0010140,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,4,2,1,1,1,3,1,1,1,68
OG0010141,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,68
OG0010142,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,68
OG0010144,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,0,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,1,1,1,4,1,1,1,68
OG0010145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,68
OG0010146,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,5,1,1,2,1,1,1,68
OG0010147,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,68
OG0010148,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,68
OG0010149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,68
OG0010150,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,68
OG0010151,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,68
OG0010152,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,68
OG0010154,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,68
OG0010157,1,1,2,0,1,1,1,1,2,2,1,0,1,1,1,1,1,0,1,1,1,0,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,68
OG0010158,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,4,2,1,2,68
OG0010159,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,2,1,0,1,1,3,1,1,1,68
OG0010160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,4,1,1,2,68
OG0010161,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,1,0,1,1,1,1,1,1,2,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,68
OG0010162,1,1,1,1,0,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,0,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,68
OG0010163,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,68
OG0010165,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,1,2,2,1,1,1,2,1,0,1,1,1,2,1,2,0,1,1,1,1,1,1,0,1,1,1,3,1,1,0,68
OG0010166,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,68
OG0010167,1,1,1,1,1,1,2,1,1,2,1,1,1,0,0,1,1,0,1,0,1,1,1,3,2,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,5,1,1,1,3,1,1,1,68
