Orthogroup,Species,Classification,Count,ogCat
N0.HOG0023750,Cpapaya,Unmethylated,11,Species/Lineage Specific
N0.HOG0024041,Atrichopoda,Missing,10,Cross-Family
N0.HOG0024413,Alyrata,Missing,9,Cross-Family
N0.HOG0024716,Pvulgaris,Missing,6,Family Specific
N0.HOG0024793,Sviridis,Missing,10,Family Specific
N0.HOG0025243,Esalsugineum,Unclassified,7,Species/Lineage Specific
N0.HOG0025244,Fvesca,Missing,11,Family Specific
N0.HOG0025929,Cpapaya,Unmethylated,10,Species/Lineage Specific
N0.HOG0025935,Csativus,teM,11,Species/Lineage Specific
N0.HOG0026820,Cpapaya,Missing,9,Species/Lineage Specific
N0.HOG0027520,Bdistachyon,Missing,5,Family Specific
N0.HOG0030304,Crubella,Missing,3,Species/Lineage Specific
