Orthogroup	gbM	teM	unM	Unclassified	Missing	Total	percent_gbM	percent_teM	percent_unM	percent_Unclassified	percent_Missing	cluster
N0.HOG0010094	17	0	17	4	0	38	0.309090909090909	0	0.354166666666667	0.0579710144927536	0	1
N0.HOG0010096	3	7	19	17	2	48	0.036144578313253	0.101449275362319	0.387755102040816	0.261538461538462	0.0344827586206897	2
N0.HOG0010098	6	0	17	20	2	45	0.113207547169811	0	0.354166666666667	0.298507462686567	0.0289855072463768	2
N0.HOG0010129	8	0	29	5	3	45	0.0975609756097561	0	0.547169811320755	0.0925925925925926	0.0508474576271186	3
N0.HOG0010130	14	3	24	5	1	47	0.179487179487179	0.0535714285714286	0.489795918367347	0.1	0.0166666666666667	3
N0.HOG0010135	0	2	35	3	2	42	0	0.037037037037037	0.7	0.0681818181818182	0.04	3
N0.HOG0010150	1	0	36	6	1	44	0.0185185185185185	0	0.679245283018868	0.09375	0.0161290322580645	3
N0.HOG0010151	1	0	36	6	3	46	0.0172413793103448	0	0.73469387755102	0.0740740740740741	0.0612244897959184	3
N0.HOG0010200	1	0	29	4	5	39	0.0172413793103448	0	0.644444444444444	0.0563380281690141	0.0892857142857143	3
N0.HOG0010201	4	2	33	9	4	52	0.0769230769230769	0.0317460317460317	0.66	0.155172413793103	0.0740740740740741	3
N0.HOG0010219	13	0	12	18	3	46	0.232142857142857	0	0.260869565217391	0.264705882352941	0.0638297872340425	2
N0.HOG0010225	25	3	8	9	1	46	0.43859649122807	0.037037037037037	0.16	0.169811320754717	0.0204081632653061	1
N0.HOG0010231	0	1	32	10	2	45	0	0.0140845070422535	0.64	0.153846153846154	0.0307692307692308	3
N0.HOG0010232	4	3	22	14	2	45	0.0930232558139535	0.0428571428571429	0.458333333333333	0.229508196721311	0.0338983050847458	2
N0.HOG0010234	18	2	10	19	1	50	0.257142857142857	0.027027027027027	0.196078431372549	0.316666666666667	0.0172413793103448	2
N0.HOG0010236	3	0	21	19	0	43	0.0517241379310345	0	0.428571428571429	0.38	0	2
N0.HOG0010237	4	0	16	24	3	47	0.0645161290322581	0	0.32	0.315789473684211	0.0508474576271186	2
N0.HOG0010259	0	0	20	25	0	45	0	0	0.4	0.543478260869565	0	2
N0.HOG0010260	1	2	16	23	1	43	0.0172413793103448	0.0263157894736842	0.307692307692308	0.522727272727273	0.0161290322580645	2
N0.HOG0010278	0	0	41	2	2	45	0	0	0.836734693877551	0.0350877192982456	0.0303030303030303	3
N0.HOG0010279	4	0	14	22	1	41	0.0930232558139535	0	0.28	0.448979591836735	0.0208333333333333	2
N0.HOG0010281	3	1	20	22	1	47	0.0508474576271186	0.0142857142857143	0.425531914893617	0.392857142857143	0.0161290322580645	2
N0.HOG0010287	30	1	4	6	1	42	0.483870967741935	0.0158730158730159	0.0851063829787234	0.1	0.0161290322580645	1
N0.HOG0010334	26	0	13	9	3	51	0.448275862068966	0	0.276595744680851	0.166666666666667	0.0612244897959184	1
N0.HOG0010338	10	0	22	9	4	45	0.2	0	0.44	0.183673469387755	0.0869565217391304	3
N0.HOG0010390	12	2	17	15	0	46	0.117647058823529	0.0425531914893617	0.326923076923077	0.227272727272727	0	2
N0.HOG0010396	16	2	15	11	1	45	0.173913043478261	0.04	0.319148936170213	0.11	0.0172413793103448	2
N0.HOG0010440	13	0	15	15	0	43	0.209677419354839	0	0.283018867924528	0.205479452054795	0	2
N0.HOG0010487	22	5	3	12	0	42	0.4	0.0793650793650794	0.0555555555555556	0.222222222222222	0	1
N0.HOG0010488	28	2	7	13	0	50	0.509090909090909	0.0350877192982456	0.137254901960784	0.185714285714286	0	1
N0.HOG0010489	34	2	5	6	3	50	0.419753086419753	0.0294117647058824	0.106382978723404	0.0909090909090909	0.0652173913043478	1
N0.HOG0010497	5	3	29	9	0	46	0.0684931506849315	0.0428571428571429	0.58	0.2	0	3
N0.HOG0010505	4	0	10	27	1	42	0.0597014925373134	0	0.196078431372549	0.6	0.0153846153846154	2
N0.HOG0010506	8	0	19	19	1	47	0.19047619047619	0	0.387755102040816	0.301587301587302	0.0163934426229508	2
N0.HOG0010513	19	0	12	9	2	42	0.316666666666667	0	0.244897959183673	0.121621621621622	0.0317460317460317	1
N0.HOG0010514	9	0	14	18	1	42	0.142857142857143	0	0.269230769230769	0.276923076923077	0.0178571428571429	2
N0.HOG0010541	1	0	33	8	1	43	0.0166666666666667	0	0.702127659574468	0.117647058823529	0.0151515151515152	3
N0.HOG0010544	11	1	13	16	2	43	0.1375	0.0204081632653061	0.288888888888889	0.210526315789474	0.0444444444444444	2
N0.HOG0010555	0	0	34	7	2	43	0	0	0.708333333333333	0.132075471698113	0.0307692307692308	3
N0.HOG0010558	32	6	4	2	1	45	0.5	0.0895522388059701	0.0869565217391304	0.03125	0.0185185185185185	1
N0.HOG0010562	34	0	6	6	1	47	0.390804597701149	0	0.130434782608696	0.072289156626506	0.0153846153846154	1
N0.HOG0010577	35	2	3	5	1	46	0.625	0.0289855072463768	0.0588235294117647	0.0819672131147541	0.0192307692307692	1
N0.HOG0010593	5	1	28	7	4	45	0.0735294117647059	0.0169491525423729	0.583333333333333	0.0795454545454545	0.0666666666666667	3
N0.HOG0010606	6	3	15	22	1	47	0.0833333333333333	0.0576923076923077	0.3	0.5	0.0227272727272727	2
N0.HOG0010655	14	2	13	16	4	49	0.127272727272727	0.0357142857142857	0.26530612244898	0.172043010752688	0.0784313725490196	2
N0.HOG0010668	34	2	2	7	0	45	0.618181818181818	0.0289855072463768	0.04	0.11864406779661	0	1
N0.HOG0010704	1	2	33	7	2	45	0.0178571428571429	0.0307692307692308	0.673469387755102	0.170731707317073	0.032258064516129	3
N0.HOG0010755	21	1	16	6	2	46	0.375	0.0147058823529412	0.372093023255814	0.075	0.0350877192982456	1
N0.HOG0010778	35	1	4	3	0	43	0.546875	0.0166666666666667	0.0833333333333333	0.0405405405405405	0	1
N0.HOG0010825	1	3	27	8	3	42	0.0126582278481013	0.0508474576271186	0.529411764705882	0.166666666666667	0.0638297872340425	3
N0.HOG0010832	21	1	6	13	1	42	0.259259259259259	0.0151515151515152	0.115384615384615	0.224137931034483	0.0172413793103448	1
N0.HOG0010929	4	2	13	27	3	49	0.0754716981132075	0.032258064516129	0.276595744680851	0.529411764705882	0.0625	2
N0.HOG0010972	22	2	9	12	0	45	0.431372549019608	0.0327868852459016	0.18	0.203389830508475	0	1
N0.HOG0010982	16	1	21	4	2	44	0.285714285714286	0.0227272727272727	0.428571428571429	0.0952380952380952	0.0377358490566038	1
N0.HOG0010994	27	1	7	13	0	48	0.296703296703297	0.0217391304347826	0.145833333333333	0.180555555555556	0	1
N0.HOG0011099	14	1	12	16	1	44	0.175	0.0158730158730159	0.24	0.258064516129032	0.0169491525423729	2
N0.HOG0011169	30	2	11	10	3	56	0.545454545454545	0.0307692307692308	0.234042553191489	0.161290322580645	0.06	1
N0.HOG0011250	34	5	5	8	2	54	0.80952380952381	0.106382978723404	0.1	0.1	0.0294117647058824	1
N0.HOG0011282	3	1	15	19	3	41	0.06	0.0212765957446809	0.288461538461538	0.287878787878788	0.05	2
N0.HOG0011437	4	0	27	12	1	44	0.0930232558139535	0	0.574468085106383	0.19047619047619	0.0181818181818182	3
N0.HOG0011758	31	0	4	9	1	45	0.484375	0	0.0952380952380952	0.138461538461538	0.0166666666666667	1
N0.HOG0011924	1	3	30	8	2	44	0.0222222222222222	0.0441176470588235	0.6	0.131147540983607	0.0408163265306122	3
N0.HOG0011974	35	1	2	6	1	45	0.583333333333333	0.0153846153846154	0.0416666666666667	0.127659574468085	0.02	1
N0.HOG0012039	23	1	16	9	2	51	0.211009174311927	0.0217391304347826	0.333333333333333	0.09	0.0338983050847458	2
N0.HOG0012056	34	3	5	8	3	53	0.515151515151515	0.0681818181818182	0.102040816326531	0.16	0.0576923076923077	1
N0.HOG0012230	34	6	5	6	2	53	0.447368421052632	0.0869565217391304	0.102040816326531	0.0869565217391304	0.0377358490566038	1
N0.HOG0012281	24	6	12	15	6	63	0.252631578947368	0.111111111111111	0.244897959183673	0.258620689655172	0.127659574468085	2
N0.HOG0012371	3	3	19	21	4	50	0.0275229357798165	0.0454545454545455	0.431818181818182	0.4375	0.0727272727272727	2
N0.HOG0012458	32	5	7	7	4	55	0.285714285714286	0.0793650793650794	0.137254901960784	0.137254901960784	0.0869565217391304	1
N0.HOG0012520	32	4	6	9	1	52	0.385542168674699	0.0754716981132075	0.125	0.0865384615384615	0.0175438596491228	1
N0.HOG0012564	15	3	8	20	2	48	0.375	0.0535714285714286	0.163265306122449	0.317460317460317	0.0333333333333333	1
N0.HOG0012590	18	3	7	22	1	51	0.339622641509434	0.0555555555555556	0.145833333333333	0.407407407407407	0.0196078431372549	2
N0.HOG0012647	37	0	2	5	0	44	0.755102040816326	0	0.0425531914893617	0.0632911392405063	0	1
N0.HOG0012666	34	6	9	7	4	60	0.666666666666667	0.0967741935483871	0.183673469387755	0.1	0.0701754385964912	1
N0.HOG0012685	37	6	3	7	3	56	0.578125	0.127659574468085	0.0588235294117647	0.159090909090909	0.0666666666666667	1
N0.HOG0012743	14	1	12	22	2	51	0.191780821917808	0.012987012987013	0.25	0.309859154929577	0.0444444444444444	2
N0.HOG0012744	13	1	18	12	3	47	0.295454545454545	0.0212765957446809	0.382978723404255	0.1875	0.0576923076923077	1
N0.HOG0012749	26	3	12	11	1	53	0.490566037735849	0.0638297872340425	0.25	0.203703703703704	0.0204081632653061	1
N0.HOG0012772	15	3	12	18	4	52	0.25	0.0666666666666667	0.226415094339623	0.225	0.0666666666666667	2
N0.HOG0012828	35	2	4	6	1	48	0.479452054794521	0.0285714285714286	0.0740740740740741	0.12	0.0192307692307692	1
N0.HOG0012830	28	1	8	9	2	48	0.383561643835616	0.0136986301369863	0.186046511627907	0.125	0.032258064516129	1
N0.HOG0012834	12	0	8	20	0	40	0.17910447761194	0	0.166666666666667	0.434782608695652	0	2
N0.HOG0012837	28	2	7	9	3	49	0.345679012345679	0.0303030303030303	0.132075471698113	0.209302325581395	0.0535714285714286	1
N0.HOG0012852	38	3	4	5	1	51	0.493506493506494	0.075	0.0754716981132075	0.0961538461538462	0.0169491525423729	1
N0.HOG0012862	29	3	16	5	1	54	0.318681318681319	0.0666666666666667	0.313725490196078	0.0793650793650794	0.0166666666666667	1
N0.HOG0012868	18	4	10	14	3	49	0.327272727272727	0.0634920634920635	0.2	0.212121212121212	0.0625	2
N0.HOG0012891	3	3	29	16	1	52	0.0508474576271186	0.0555555555555556	0.58	0.228571428571429	0.015625	3
N0.HOG0012902	8	2	18	16	5	49	0.112676056338028	0.0344827586206897	0.375	0.355555555555556	0.0862068965517241	2
N0.HOG0012958	7	4	18	16	1	46	0.142857142857143	0.0833333333333333	0.346153846153846	0.253968253968254	0.0172413793103448	2
N0.HOG0012982	32	4	3	12	3	54	0.653061224489796	0.0909090909090909	0.0638297872340425	0.148148148148148	0.0476190476190476	1
N0.HOG0013012	33	1	4	5	5	48	0.568965517241379	0.0222222222222222	0.0869565217391304	0.0892857142857143	0.0980392156862745	1
N0.HOG0013025	40	3	2	5	1	51	0.350877192982456	0.0454545454545455	0.0408163265306122	0.0961538461538462	0.0163934426229508	1
N0.HOG0013104	30	2	8	9	2	51	0.588235294117647	0.0377358490566038	0.166666666666667	0.147540983606557	0.0333333333333333	1
N0.HOG0013117	31	5	4	6	4	50	0.369047619047619	0.0675675675675676	0.0930232558139535	0.09375	0.0784313725490196	1
N0.HOG0013127	22	3	8	16	2	51	0.338461538461538	0.0394736842105263	0.181818181818182	0.326530612244898	0.0344827586206897	2
N0.HOG0013135	31	3	6	7	2	49	0.436619718309859	0.0545454545454545	0.122448979591837	0.0897435897435897	0.0416666666666667	1
N0.HOG0013141	31	1	6	9	2	49	0.373493975903614	0.0204081632653061	0.122448979591837	0.15	0.0327868852459016	1
N0.HOG0013179	27	6	11	12	2	58	0.519230769230769	0.122448979591837	0.203703703703704	0.210526315789474	0.0408163265306122	1
N0.HOG0013192	23	3	4	18	3	51	0.418181818181818	0.0416666666666667	0.0930232558139535	0.36	0.0535714285714286	1
N0.HOG0013215	23	2	6	17	1	49	0.450980392156863	0.0434782608695652	0.12	0.25	0.0175438596491228	1
N0.HOG0013216	36	3	5	3	1	48	0.395604395604396	0.0714285714285714	0.116279069767442	0.0666666666666667	0.0161290322580645	1
N0.HOG0013273	19	0	10	21	2	52	0.351851851851852	0	0.208333333333333	0.276315789473684	0.0303030303030303	2
N0.HOG0013289	4	6	17	20	1	48	0.0888888888888889	0.125	0.346938775510204	0.344827586206897	0.0212765957446809	2
N0.HOG0013290	26	3	6	17	1	53	0.604651162790698	0.0555555555555556	0.117647058823529	0.354166666666667	0.0175438596491228	1
N0.HOG0013296	1	4	28	12	4	49	0.0169491525423729	0.0869565217391304	0.622222222222222	0.164383561643836	0.0784313725490196	3
N0.HOG0013324	17	5	8	20	4	54	0.207317073170732	0.106382978723404	0.166666666666667	0.333333333333333	0.0689655172413793	2
N0.HOG0013333	27	5	7	10	2	51	0.473684210526316	0.111111111111111	0.145833333333333	0.133333333333333	0.0408163265306122	1
N0.HOG0013339	5	3	31	7	5	51	0.0806451612903226	0.0714285714285714	0.659574468085106	0.125	0.0793650793650794	3
N0.HOG0013348	28	3	10	9	1	51	0.651162790697674	0.0652173913043478	0.227272727272727	0.18	0.0169491525423729	1
N0.HOG0013382	19	3	11	15	1	49	0.188118811881188	0.0410958904109589	0.234042553191489	0.202702702702703	0.0185185185185185	2
N0.HOG0013391	27	5	7	10	2	51	0.5625	0.072463768115942	0.162790697674419	0.123456790123457	0.0454545454545455	1
N0.HOG0013411	21	2	13	15	2	53	0.5	0.032258064516129	0.276595744680851	0.254237288135593	0.03125	1
N0.HOG0013432	14	3	11	22	4	54	0.245614035087719	0.0483870967741935	0.239130434782609	0.349206349206349	0.0689655172413793	2
N0.HOG0013437	37	0	4	4	2	47	0.578125	0	0.0869565217391304	0.0547945205479452	0.0350877192982456	1
N0.HOG0013450	27	1	11	15	2	56	0.397058823529412	0.0169491525423729	0.211538461538462	0.16304347826087	0.0350877192982456	1
N0.HOG0013451	16	4	14	13	2	49	0.161616161616162	0.0563380281690141	0.291666666666667	0.270833333333333	0.032258064516129	2
N0.HOG0013460	41	0	2	1	2	46	0.450549450549451	0	0.04	0.0185185185185185	0.04	1
N0.HOG0013469	20	2	9	17	5	53	0.2	0.0327868852459016	0.173076923076923	0.298245614035088	0.0793650793650794	2
N0.HOG0013475	3	3	25	16	4	51	0.0447761194029851	0.0476190476190476	0.510204081632653	0.231884057971014	0.0666666666666667	3
N0.HOG0013481	36	3	3	7	2	51	0.346153846153846	0.0769230769230769	0.0666666666666667	0.0897435897435897	0.0408163265306122	1
N0.HOG0013493	16	2	12	15	2	47	0.242424242424242	0.0416666666666667	0.272727272727273	0.283018867924528	0.0338983050847458	2
N0.HOG0013495	39	2	5	2	2	50	0.78	0.0338983050847458	0.104166666666667	0.025974025974026	0.0408163265306122	1
N0.HOG0013509	0	1	38	3	5	47	0	0.0140845070422535	0.863636363636364	0.0652173913043478	0.0793650793650794	3
N0.HOG0013523	27	3	6	10	1	47	0.306818181818182	0.0652173913043478	0.117647058823529	0.175438596491228	0.0185185185185185	1
N0.HOG0013606	13	3	14	20	2	52	0.149425287356322	0.046875	0.28	0.344827586206897	0.0392156862745098	2
N0.HOG0013618	35	3	5	6	0	49	0.714285714285714	0.0545454545454545	0.0980392156862745	0.0923076923076923	0	1
N0.HOG0013627	25	2	9	12	3	51	0.531914893617021	0.04	0.1875	0.146341463414634	0.0625	1
N0.HOG0013633	8	1	18	25	5	57	0.140350877192982	0.0172413793103448	0.375	0.265957446808511	0.078125	2
N0.HOG0013678	34	5	6	7	1	53	0.790697674418605	0.0909090909090909	0.125	0.0786516853932584	0.0158730158730159	1
N0.HOG0013682	30	1	4	8	3	46	0.5	0.0196078431372549	0.0833333333333333	0.177777777777778	0.06	1
N0.HOG0013683	30	4	5	13	2	54	0.283018867924528	0.0597014925373134	0.106382978723404	0.26530612244898	0.032258064516129	1
N0.HOG0013709	12	2	19	15	4	52	0.173913043478261	0.0289855072463768	0.372549019607843	0.172413793103448	0.0625	2
N0.HOG0013720	10	3	12	21	3	49	0.204081632653061	0.0454545454545455	0.24	0.333333333333333	0.0476190476190476	2
N0.HOG0013724	4	1	18	22	2	47	0.0888888888888889	0.0172413793103448	0.36	0.458333333333333	0.0344827586206897	2
N0.HOG0013742	28	3	8	12	3	54	0.4	0.0483870967741935	0.163265306122449	0.222222222222222	0.0491803278688525	1
N0.HOG0013744	38	4	5	4	1	52	0.575757575757576	0.0689655172413793	0.104166666666667	0.0727272727272727	0.0161290322580645	1
N0.HOG0013759	26	1	6	17	3	53	0.254901960784314	0.0151515151515152	0.127659574468085	0.22972972972973	0.0476190476190476	1
N0.HOG0013762	7	3	16	22	2	50	0.0921052631578947	0.0461538461538462	0.326530612244898	0.309859154929577	0.0307692307692308	2
N0.HOG0013764	7	2	25	14	2	50	0.114754098360656	0.0465116279069767	0.625	0.233333333333333	0.0384615384615385	3
N0.HOG0013769	3	1	19	19	5	47	0.0348837209302326	0.0222222222222222	0.404255319148936	0.333333333333333	0.0961538461538462	2
N0.HOG0013771	2	2	30	16	3	53	0.0357142857142857	0.0317460317460317	0.638297872340426	0.363636363636364	0.0526315789473684	3
N0.HOG0013773	9	1	17	22	1	50	0.155172413793103	0.0138888888888889	0.377777777777778	0.415094339622642	0.0175438596491228	2
N0.HOG0013781	11	1	11	22	3	48	0.134146341463415	0.0149253731343284	0.229166666666667	0.431372549019608	0.0461538461538462	2
N0.HOG0013786	0	5	39	3	3	50	0	0.0757575757575758	0.75	0.0545454545454545	0.0508474576271186	3
N0.HOG0013789	28	1	8	11	2	50	0.424242424242424	0.0153846153846154	0.170212765957447	0.154929577464789	0.0327868852459016	1
N0.HOG0013795	11	1	29	6	2	49	0.229166666666667	0.0161290322580645	0.537037037037037	0.12	0.03125	3
N0.HOG0013800	6	4	29	9	3	51	0.0821917808219178	0.105263157894737	0.604166666666667	0.128571428571429	0.0545454545454545	3
N0.HOG0013801	34	2	8	7	1	52	0.586206896551724	0.0416666666666667	0.173913043478261	0.142857142857143	0.0172413793103448	1
N0.HOG0013810	21	6	9	12	5	53	0.323076923076923	0.133333333333333	0.2	0.230769230769231	0.072463768115942	2
N0.HOG0013812	17	3	17	11	3	51	0.188888888888889	0.0461538461538462	0.354166666666667	0.111111111111111	0.0517241379310345	2
N0.HOG0013824	35	1	6	4	5	51	0.486111111111111	0.0161290322580645	0.130434782608696	0.0634920634920635	0.0757575757575758	1
N0.HOG0013837	10	2	28	6	0	46	0.0970873786407767	0.0350877192982456	0.56	0.111111111111111	0	3
N0.HOG0013839	5	0	16	25	4	50	0.1	0	0.326530612244898	0.396825396825397	0.0714285714285714	2
N0.HOG0013858	22	0	11	14	3	50	0.468085106382979	0	0.229166666666667	0.245614035087719	0.0517241379310345	1
N0.HOG0013861	29	3	4	10	2	48	0.402777777777778	0.0588235294117647	0.0769230769230769	0.112359550561798	0.0344827586206897	1
N0.HOG0013881	17	0	12	15	3	47	0.361702127659574	0	0.260869565217391	0.326086956521739	0.0517241379310345	1
N0.HOG0013882	27	4	5	14	3	53	0.36	0.0597014925373134	0.104166666666667	0.285714285714286	0.046875	1
N0.HOG0013897	39	3	3	4	2	51	0.78	0.0447761194029851	0.0566037735849057	0.0476190476190476	0.0363636363636364	1
N0.HOG0013901	23	4	10	16	2	55	0.383333333333333	0.0888888888888889	0.208333333333333	0.326530612244898	0.0294117647058824	2
N0.HOG0013907	32	2	3	13	1	51	0.415584415584416	0.0425531914893617	0.0638297872340425	0.240740740740741	0.0172413793103448	1
N0.HOG0013912	20	4	9	17	2	52	0.434782608695652	0.0597014925373134	0.183673469387755	0.369565217391304	0.0408163265306122	1
N0.HOG0013922	28	3	5	13	1	50	0.288659793814433	0.0666666666666667	0.0980392156862745	0.228070175438596	0.0166666666666667	1
N0.HOG0013928	7	3	15	22	2	49	0.125	0.0476190476190476	0.3	0.448979591836735	0.0344827586206897	2
N0.HOG0013935	8	1	12	24	3	48	0.117647058823529	0.0238095238095238	0.226415094339623	0.324324324324324	0.0576923076923077	2
N0.HOG0013940	36	1	3	6	2	48	0.6	0.0153846153846154	0.0681818181818182	0.09375	0.0377358490566038	1
N0.HOG0013951	29	6	6	9	3	53	0.475409836065574	0.0952380952380952	0.133333333333333	0.147540983606557	0.0652173913043478	1
N0.HOG0013962	24	1	7	11	3	46	0.289156626506024	0.0178571428571429	0.145833333333333	0.189655172413793	0.0508474576271186	1
N0.HOG0013967	33	3	4	7	3	50	0.66	0.0681818181818182	0.08	0.137254901960784	0.0422535211267606	1
N0.HOG0013986	26	2	12	11	2	53	0.26530612244898	0.0434782608695652	0.244897959183673	0.148648648648649	0.0363636363636364	1
N0.HOG0013996	2	2	38	4	2	48	0.0333333333333333	0.037037037037037	0.775510204081633	0.0816326530612245	0.0357142857142857	3
N0.HOG0014001	10	4	16	20	5	55	0.169491525423729	0.0740740740740741	0.326530612244898	0.425531914893617	0.087719298245614	2
N0.HOG0014004	16	5	8	20	2	51	0.307692307692308	0.0704225352112676	0.173913043478261	0.4	0.0377358490566038	2
N0.HOG0014027	11	1	24	10	5	51	0.164179104477612	0.0178571428571429	0.489795918367347	0.208333333333333	0.0892857142857143	3
N0.HOG0014036	25	1	10	12	4	52	0.510204081632653	0.0192307692307692	0.208333333333333	0.218181818181818	0.0714285714285714	1
N0.HOG0014039	8	5	16	19	4	52	0.111111111111111	0.0819672131147541	0.372093023255814	0.25	0.0677966101694915	2
N0.HOG0014044	16	1	13	18	1	49	0.390243902439024	0.0185185185185185	0.25	0.26865671641791	0.015625	1
N0.HOG0014047	21	4	5	17	0	47	0.318181818181818	0.0677966101694915	0.108695652173913	0.386363636363636	0	2
N0.HOG0014048	21	4	13	11	2	51	0.283783783783784	0.0597014925373134	0.26530612244898	0.164179104477612	0.0408163265306122	1
N0.HOG0014051	22	2	9	17	2	52	0.34375	0.0303030303030303	0.195652173913043	0.333333333333333	0.0344827586206897	2
N0.HOG0014053	11	1	21	14	5	52	0.144736842105263	0.0158730158730159	0.488372093023256	0.318181818181818	0.087719298245614	2
N0.HOG0014054	8	2	15	20	3	48	0.16	0.0303030303030303	0.3125	0.434782608695652	0.0517241379310345	2
N0.HOG0014055	4	3	28	9	2	46	0.0888888888888889	0.0517241379310345	0.549019607843137	0.169811320754717	0.0350877192982456	3
N0.HOG0014057	6	3	17	25	1	52	0.117647058823529	0.0576923076923077	0.326923076923077	0.384615384615385	0.0185185185185185	2
N0.HOG0014058	22	2	14	10	2	50	0.231578947368421	0.0294117647058824	0.297872340425532	0.166666666666667	0.0344827586206897	1
N0.HOG0014067	1	1	41	1	2	46	0.0181818181818182	0.0185185185185185	0.891304347826087	0.0178571428571429	0.0377358490566038	3
N0.HOG0014087	18	5	11	15	4	53	0.295081967213115	0.0909090909090909	0.229166666666667	0.245901639344262	0.0701754385964912	2
N0.HOG0014100	4	4	24	15	2	49	0.0655737704918033	0.0555555555555556	0.5	0.185185185185185	0.0357142857142857	3
N0.HOG0014102	31	2	5	12	2	52	0.436619718309859	0.0298507462686567	0.1	0.214285714285714	0.0338983050847458	1
N0.HOG0014108	18	3	12	13	4	50	0.246575342465753	0.0461538461538462	0.25531914893617	0.171052631578947	0.0740740740740741	1
N0.HOG0014116	23	0	12	13	3	51	0.310810810810811	0	0.266666666666667	0.25	0.0461538461538462	2
N0.HOG0014117	13	2	18	15	1	49	0.236363636363636	0.0307692307692308	0.36734693877551	0.340909090909091	0.0196078431372549	2
N0.HOG0014119	8	0	29	10	3	50	0.173913043478261	0	0.617021276595745	0.217391304347826	0.0476190476190476	3
N0.HOG0014122	21	1	13	10	1	46	0.265822784810127	0.0147058823529412	0.270833333333333	0.208333333333333	0.0196078431372549	2
N0.HOG0014124	23	4	15	13	2	57	0.46	0.0555555555555556	0.333333333333333	0.333333333333333	0.0327868852459016	1
N0.HOG0014134	28	3	7	12	1	51	0.528301886792453	0.0769230769230769	0.155555555555556	0.173913043478261	0.0196078431372549	1
N0.HOG0014139	19	5	7	22	2	55	0.2375	0.0961538461538462	0.145833333333333	0.236559139784946	0.0327868852459016	2
N0.HOG0014140	30	3	4	8	2	47	0.625	0.0454545454545455	0.0930232558139535	0.166666666666667	0.0350877192982456	1
N0.HOG0014152	25	3	16	5	3	52	0.337837837837838	0.0405405405405405	0.32	0.0943396226415094	0.0555555555555556	1
N0.HOG0014166	16	1	11	18	0	46	0.188235294117647	0.0147058823529412	0.234042553191489	0.214285714285714	0	2
N0.HOG0014169	20	2	7	18	2	49	0.344827586206897	0.04	0.159090909090909	0.219512195121951	0.0392156862745098	1
N0.HOG0014171	6	4	21	18	2	51	0.13953488372093	0.0888888888888889	0.42	0.391304347826087	0.0350877192982456	2
N0.HOG0014175	36	4	4	4	2	50	0.571428571428571	0.0579710144927536	0.08	0.0526315789473684	0.0350877192982456	1
N0.HOG0014176	27	2	9	11	0	49	0.313953488372093	0.03125	0.183673469387755	0.148648648648649	0	1
N0.HOG0014194	30	2	8	13	1	54	0.3125	0.0377358490566038	0.170212765957447	0.276595744680851	0.0188679245283019	2
N0.HOG0014195	23	1	6	17	3	50	0.315068493150685	0.0158730158730159	0.113207547169811	0.377777777777778	0.0476190476190476	2
N0.HOG0014199	21	1	9	16	5	52	0.35	0.0196078431372549	0.2	0.296296296296296	0.0847457627118644	2
N0.HOG0014201	4	0	35	5	2	46	0.0701754385964912	0	0.760869565217391	0.113636363636364	0.0416666666666667	3
N0.HOG0014203	32	3	7	9	2	53	0.695652173913043	0.0454545454545455	0.155555555555556	0.18	0.0338983050847458	1
N0.HOG0014207	11	2	10	26	4	53	0.234042553191489	0.0317460317460317	0.2	0.325	0.0754716981132075	2
N0.HOG0014208	5	3	18	21	1	48	0.0819672131147541	0.0652173913043478	0.339622641509434	0.269230769230769	0.0175438596491228	2
N0.HOG0014210	34	0	3	8	2	47	0.618181818181818	0	0.06	0.16	0.0363636363636364	1
N0.HOG0014217	30	0	10	9	0	49	0.545454545454545	0	0.2	0.125	0	1
N0.HOG0014222	5	3	19	21	1	49	0.0943396226415094	0.0454545454545455	0.38	0.323076923076923	0.02	2
N0.HOG0014233	24	4	14	9	4	55	0.352941176470588	0.0888888888888889	0.269230769230769	0.104651162790698	0.0784313725490196	1
N0.HOG0014238	28	3	9	6	4	50	0.430769230769231	0.0666666666666667	0.18	0.115384615384615	0.0615384615384615	1
N0.HOG0014239	24	2	9	15	2	52	0.521739130434783	0.04	0.18	0.197368421052632	0.0327868852459016	1
N0.HOG0014249	27	3	5	11	1	47	0.391304347826087	0.0491803278688525	0.106382978723404	0.2	0.0178571428571429	1
N0.HOG0014261	32	1	5	9	1	48	0.666666666666667	0.0232558139534884	0.1	0.18	0.0192307692307692	1
N0.HOG0014262	14	2	20	11	6	53	0.285714285714286	0.0425531914893617	0.377358490566038	0.135802469135802	0.146341463414634	2
N0.HOG0014268	30	2	7	12	0	51	0.405405405405405	0.0327868852459016	0.134615384615385	0.121212121212121	0	1
N0.HOG0014278	8	0	13	26	1	48	0.123076923076923	0	0.276595744680851	0.371428571428571	0.0188679245283019	2
N0.HOG0014280	4	1	28	6	6	45	0.0506329113924051	0.0161290322580645	0.651162790697674	0.103448275862069	0.0923076923076923	3
N0.HOG0014281	20	3	13	13	3	52	0.37037037037037	0.0508474576271186	0.254901960784314	0.216666666666667	0.0566037735849057	2
N0.HOG0014282	17	3	13	19	2	54	0.34	0.06	0.282608695652174	0.2375	0.0333333333333333	2
N0.HOG0014283	11	1	19	13	2	46	0.180327868852459	0.0185185185185185	0.395833333333333	0.194029850746269	0.0338983050847458	2
