Orthogroup	gbM	teM	unM	Unclassified	Missing	Total	percent_gbM	percent_teM	percent_unM	percent_Unclassified	percent_Missing	cluster
N0.HOG0015868	8	2	27	10	6	53	0.0816326530612245	0.0350877192982456	0.574468085106383	0.2	0.122448979591837	3
N0.HOG0015869	4	2	29	10	1	46	0.0506329113924051	0.0338983050847458	0.604166666666667	0.140845070422535	0.0181818181818182	3
N0.HOG0015870	21	1	7	19	0	48	0.368421052631579	0.0208333333333333	0.159090909090909	0.206521739130435	0	1
N0.HOG0015872	11	3	16	19	1	50	0.189655172413793	0.0535714285714286	0.355555555555556	0.22093023255814	0.0178571428571429	2
N0.HOG0015873	35	6	4	4	1	50	0.514705882352941	0.103448275862069	0.0851063829787234	0.0784313725490196	0.02	1
N0.HOG0015874	34	3	3	8	0	48	0.723404255319149	0.0566037735849057	0.06	0.0776699029126214	0	1
N0.HOG0015876	9	2	11	24	3	49	0.176470588235294	0.0344827586206897	0.224489795918367	0.342857142857143	0.0555555555555556	2
N0.HOG0015877	19	5	6	16	2	48	0.339285714285714	0.0925925925925926	0.130434782608696	0.347826086956522	0.0434782608695652	1
N0.HOG0015878	26	0	9	9	4	48	0.577777777777778	0	0.191489361702128	0.166666666666667	0.0816326530612245	1
N0.HOG0015879	9	2	13	21	3	48	0.155172413793103	0.0338983050847458	0.270833333333333	0.269230769230769	0.0625	2
N0.HOG0015884	7	1	28	8	0	44	0.12962962962963	0.0185185185185185	0.595744680851064	0.16	0	3
N0.HOG0015885	12	1	18	16	2	49	0.141176470588235	0.0185185185185185	0.391304347826087	0.262295081967213	0.0333333333333333	2
N0.HOG0015886	25	0	6	15	2	48	0.328947368421053	0	0.13953488372093	0.178571428571429	0.0384615384615385	1
N0.HOG0015887	5	0	16	27	1	49	0.0704225352112676	0	0.326530612244898	0.313953488372093	0.0178571428571429	2
N0.HOG0015888	27	1	6	14	2	50	0.519230769230769	0.0185185185185185	0.125	0.229508196721311	0.0384615384615385	1
N0.HOG0015889	39	1	2	2	1	45	0.78	0.0188679245283019	0.0408163265306122	0.0392156862745098	0.0188679245283019	1
N0.HOG0015890	26	0	10	10	2	48	0.356164383561644	0	0.212765957446809	0.204081632653061	0.0350877192982456	2
N0.HOG0015891	24	1	6	14	0	45	0.380952380952381	0.0222222222222222	0.127659574468085	0.269230769230769	0	1
N0.HOG0015892	33	3	7	5	0	48	0.370786516853933	0.0566037735849057	0.152173913043478	0.0625	0	1
N0.HOG0015898	30	4	3	8	3	48	0.326086956521739	0.0701754385964912	0.0652173913043478	0.129032258064516	0.0576923076923077	1
N0.HOG0015900	8	1	22	14	5	50	0.140350877192982	0.0181818181818182	0.478260869565217	0.241379310344828	0.0862068965517241	2
N0.HOG0015901	29	0	7	13	0	49	0.537037037037037	0	0.137254901960784	0.183098591549296	0	1
N0.HOG0015902	14	3	16	19	2	54	0.137254901960784	0.0483870967741935	0.333333333333333	0.441860465116279	0.0408163265306122	2
N0.HOG0015904	31	5	3	10	2	51	0.413333333333333	0.0980392156862745	0.0666666666666667	0.147058823529412	0.0350877192982456	1
N0.HOG0015905	6	0	21	19	1	47	0.0983606557377049	0	0.446808510638298	0.283582089552239	0.0172413793103448	3
N0.HOG0015906	19	1	11	15	1	47	0.431818181818182	0.0178571428571429	0.244444444444444	0.234375	0.0181818181818182	1
N0.HOG0015908	26	1	12	9	1	49	0.302325581395349	0.0192307692307692	0.25	0.18	0.0204081632653061	1
N0.HOG0015909	12	3	11	22	0	48	0.151898734177215	0.0526315789473684	0.255813953488372	0.385964912280702	0	2
N0.HOG0015910	29	2	7	10	2	50	0.617021276595745	0.0327868852459016	0.166666666666667	0.15625	0.0384615384615385	1
N0.HOG0015912	35	0	6	10	0	51	0.636363636363636	0	0.125	0.192307692307692	0	1
N0.HOG0015913	28	0	7	14	3	52	0.56	0	0.152173913043478	0.21875	0.0545454545454545	1
N0.HOG0015914	22	4	4	19	2	51	0.392857142857143	0.0677966101694915	0.0851063829787234	0.279411764705882	0.0363636363636364	1
N0.HOG0015915	37	2	2	6	1	48	0.672727272727273	0.0307692307692308	0.0425531914893617	0.0740740740740741	0.0192307692307692	1
N0.HOG0015918	15	3	10	22	2	52	0.254237288135593	0.046875	0.208333333333333	0.265060240963855	0.04	2
N0.HOG0015919	4	2	16	26	1	49	0.0909090909090909	0.0384615384615385	0.347826086956522	0.376811594202899	0.0178571428571429	2
N0.HOG0015920	29	2	7	8	2	48	0.557692307692308	0.037037037037037	0.148936170212766	0.123076923076923	0.0392156862745098	1
N0.HOG0015921	2	1	27	13	3	46	0.0277777777777778	0.0185185185185185	0.54	0.220338983050847	0.06	3
N0.HOG0015922	18	1	7	19	0	45	0.315789473684211	0.0163934426229508	0.155555555555556	0.271428571428571	0	1
N0.HOG0015923	30	2	5	12	4	53	0.340909090909091	0.0357142857142857	0.102040816326531	0.171428571428571	0.0714285714285714	1
N0.HOG0015924	7	2	8	27	3	47	0.0853658536585366	0.04	0.156862745098039	0.658536585365854	0.06	2
N0.HOG0015925	11	2	14	18	0	45	0.25	0.0384615384615385	0.325581395348837	0.339622641509434	0	2
N0.HOG0015926	1	4	20	19	4	48	0.0238095238095238	0.0851063829787234	0.444444444444444	0.253333333333333	0.0833333333333333	3
N0.HOG0015927	9	1	12	23	2	47	0.1875	0.0178571428571429	0.260869565217391	0.383333333333333	0.04	2
N0.HOG0015931	20	0	6	25	1	52	0.48780487804878	0	0.130434782608696	0.555555555555556	0.0185185185185185	2
N0.HOG0015933	6	1	14	25	4	50	0.0983606557377049	0.0166666666666667	0.311111111111111	0.43859649122807	0.08	2
N0.HOG0015934	32	3	4	9	1	49	0.41025641025641	0.0566037735849057	0.0869565217391304	0.0927835051546392	0.0163934426229508	1
N0.HOG0015935	6	4	31	5	3	49	0.0612244897959184	0.0689655172413793	0.63265306122449	0.0793650793650794	0.0526315789473684	3
N0.HOG0015936	23	2	6	13	1	45	0.377049180327869	0.0333333333333333	0.127659574468085	0.288888888888889	0.0192307692307692	1
N0.HOG0015937	36	3	5	4	1	49	0.705882352941177	0.0517241379310345	0.102040816326531	0.0459770114942529	0.0196078431372549	1
N0.HOG0015938	9	1	10	27	1	48	0.173076923076923	0.015625	0.232558139534884	0.317647058823529	0.0178571428571429	2
N0.HOG0015939	35	2	4	2	1	44	0.660377358490566	0.0434782608695652	0.0869565217391304	0.0317460317460317	0.0175438596491228	1
N0.HOG0015941	13	2	16	17	2	50	0.282608695652174	0.0350877192982456	0.340425531914894	0.34	0.0333333333333333	2
N0.HOG0015943	0	1	24	17	5	47	0	0.015625	0.5	0.354166666666667	0.0961538461538462	2
N0.HOG0015944	24	1	12	8	2	47	0.5	0.0172413793103448	0.25	0.153846153846154	0.0363636363636364	1
N0.HOG0015945	28	2	8	13	0	51	0.622222222222222	0.0377358490566038	0.170212765957447	0.185714285714286	0	1
N0.HOG0015946	11	3	13	19	3	49	0.134146341463415	0.0625	0.26	0.327586206896552	0.0545454545454545	2
N0.HOG0015947	27	2	8	10	2	49	0.303370786516854	0.0363636363636364	0.170212765957447	0.204081632653061	0.0363636363636364	1
N0.HOG0015948	23	3	7	10	4	47	0.547619047619048	0.046875	0.155555555555556	0.256410256410256	0.0740740740740741	1
N0.HOG0015949	20	0	6	20	1	47	0.303030303030303	0	0.127659574468085	0.285714285714286	0.0196078431372549	1
N0.HOG0015950	27	1	6	12	4	50	0.519230769230769	0.0208333333333333	0.122448979591837	0.25	0.0714285714285714	1
N0.HOG0015951	12	0	16	17	2	47	0.210526315789474	0	0.340425531914894	0.25	0.0357142857142857	2
N0.HOG0015952	10	2	19	18	1	50	0.166666666666667	0.0416666666666667	0.404255319148936	0.290322580645161	0.0172413793103448	2
N0.HOG0015953	9	2	18	16	0	45	0.1875	0.0357142857142857	0.382978723404255	0.340425531914894	0	2
N0.HOG0015954	3	2	26	13	4	48	0.0447761194029851	0.037037037037037	0.553191489361702	0.144444444444444	0.0851063829787234	3
N0.HOG0015955	2	3	33	8	3	49	0.0294117647058824	0.0483870967741935	0.702127659574468	0.114285714285714	0.0625	3
N0.HOG0015956	26	2	11	11	1	51	0.412698412698413	0.04	0.239130434782609	0.164179104477612	0.0192307692307692	1
N0.HOG0015957	4	4	14	24	1	47	0.0769230769230769	0.0727272727272727	0.291666666666667	0.444444444444444	0.0185185185185185	2
N0.HOG0015958	25	2	6	16	1	50	0.308641975308642	0.0363636363636364	0.12	0.246153846153846	0.0175438596491228	1
N0.HOG0015959	35	0	1	7	1	44	0.426829268292683	0	0.0212765957446809	0.0958904109589041	0.0178571428571429	1
N0.HOG0015960	4	1	25	15	2	47	0.0851063829787234	0.0158730158730159	0.568181818181818	0.258620689655172	0.0384615384615385	3
N0.HOG0015961	12	2	24	9	0	47	0.226415094339623	0.0327868852459016	0.51063829787234	0.18	0	3
N0.HOG0015963	16	0	10	17	1	44	0.285714285714286	0	0.217391304347826	0.346938775510204	0.0192307692307692	2
N0.HOG0015964	38	1	4	3	2	48	0.612903225806452	0.0166666666666667	0.0888888888888889	0.0681818181818182	0.037037037037037	1
N0.HOG0015965	21	3	8	15	1	48	0.291666666666667	0.0517241379310345	0.173913043478261	0.245901639344262	0.0178571428571429	1
N0.HOG0015966	17	2	9	19	2	49	0.309090909090909	0.0350877192982456	0.204545454545455	0.422222222222222	0.0350877192982456	2
N0.HOG0015968	25	0	3	14	2	44	0.490196078431373	0	0.0652173913043478	0.172839506172839	0.0377358490566038	1
N0.HOG0015969	31	0	6	9	0	46	0.574074074074074	0	0.130434782608696	0.138461538461538	0	1
N0.HOG0015970	17	4	12	18	1	52	0.184782608695652	0.0701754385964912	0.27906976744186	0.315789473684211	0.0169491525423729	2
N0.HOG0015971	2	2	29	12	5	50	0.0294117647058824	0.0303030303030303	0.674418604651163	0.19672131147541	0.102040816326531	3
N0.HOG0015972	13	1	15	21	0	50	0.220338983050847	0.0196078431372549	0.340909090909091	0.39622641509434	0	2
N0.HOG0015973	0	1	35	2	4	42	0	0.0204081632653061	0.760869565217391	0.0263157894736842	0.0701754385964912	3
N0.HOG0015977	11	1	19	13	2	46	0.211538461538462	0.0175438596491228	0.387755102040816	0.175675675675676	0.0338983050847458	2
N0.HOG0015978	17	4	7	20	1	49	0.232876712328767	0.08	0.142857142857143	0.28169014084507	0.0172413793103448	2
N0.HOG0015979	35	1	3	8	1	48	0.625	0.0166666666666667	0.0638297872340425	0.153846153846154	0.0169491525423729	1
N0.HOG0015981	17	2	11	17	1	48	0.377777777777778	0.03125	0.224489795918367	0.377777777777778	0.0188679245283019	2
N0.HOG0015987	35	2	3	7	1	48	0.660377358490566	0.03125	0.0666666666666667	0.152173913043478	0.0181818181818182	1
N0.HOG0015988	22	2	8	15	1	48	0.458333333333333	0.0425531914893617	0.173913043478261	0.319148936170213	0.0208333333333333	1
N0.HOG0015989	5	4	16	21	1	47	0.0735294117647059	0.08	0.333333333333333	0.287671232876712	0.0196078431372549	2
N0.HOG0015991	15	0	17	13	2	47	0.208333333333333	0	0.377777777777778	0.270833333333333	0.0344827586206897	2
N0.HOG0015992	30	1	4	14	0	49	0.416666666666667	0.0175438596491228	0.0888888888888889	0.245614035087719	0	1
N0.HOG0015993	22	0	18	7	4	51	0.297297297297297	0	0.391304347826087	0.0769230769230769	0.0833333333333333	1
N0.HOG0015994	9	2	17	22	1	51	0.163636363636364	0.0333333333333333	0.361702127659574	0.431372549019608	0.0192307692307692	2
N0.HOG0016000	29	2	4	13	1	49	0.508771929824561	0.0333333333333333	0.0869565217391304	0.220338983050847	0.0161290322580645	1
N0.HOG0016001	38	0	4	4	4	50	0.633333333333333	0	0.0888888888888889	0.0645161290322581	0.0689655172413793	1
N0.HOG0016002	14	2	11	22	2	51	0.205882352941176	0.032258064516129	0.25	0.385964912280702	0.0357142857142857	2
N0.HOG0016003	6	1	30	8	1	46	0.0882352941176471	0.0188679245283019	0.612244897959184	0.123076923076923	0.0192307692307692	3
N0.HOG0016005	13	2	13	20	2	50	0.232142857142857	0.04	0.26530612244898	0.357142857142857	0.0434782608695652	2
N0.HOG0016007	7	2	16	18	5	48	0.137254901960784	0.0338983050847458	0.32	0.352941176470588	0.113636363636364	2
N0.HOG0016016	27	1	9	9	2	48	0.54	0.0175438596491228	0.204545454545455	0.109756097560976	0.0392156862745098	1
N0.HOG0016018	34	1	7	6	1	49	0.53125	0.0175438596491228	0.155555555555556	0.0845070422535211	0.0181818181818182	1
N0.HOG0016033	17	0	19	16	1	53	0.333333333333333	0	0.395833333333333	0.290909090909091	0.0217391304347826	2
N0.HOG0016034	8	1	12	23	2	46	0.114285714285714	0.0166666666666667	0.260869565217391	0.425925925925926	0.04	2
N0.HOG0016038	16	1	10	20	1	48	0.290909090909091	0.0196078431372549	0.217391304347826	0.327868852459016	0.0175438596491228	2
N0.HOG0016039	10	1	19	14	2	46	0.158730158730159	0.0192307692307692	0.41304347826087	0.155555555555556	0.0416666666666667	2
N0.HOG0016040	35	5	4	4	1	49	0.346534653465347	0.0847457627118644	0.0869565217391304	0.0547945205479452	0.0192307692307692	1
N0.HOG0016041	14	3	25	8	1	51	0.181818181818182	0.0526315789473684	0.543478260869565	0.0930232558139535	0.0192307692307692	3
N0.HOG0016042	3	2	29	14	1	49	0.0375	0.0363636363636364	0.630434782608696	0.254545454545455	0.0175438596491228	3
N0.HOG0016043	36	0	5	6	1	48	0.642857142857143	0	0.102040816326531	0.103448275862069	0.0166666666666667	1
N0.HOG0016044	9	3	12	23	3	50	0.214285714285714	0.0566037735849057	0.25	0.418181818181818	0.0526315789473684	2
N0.HOG0016045	9	1	12	20	3	45	0.166666666666667	0.0175438596491228	0.266666666666667	0.37037037037037	0.0588235294117647	2
N0.HOG0016046	28	2	10	13	2	55	0.424242424242424	0.0377358490566038	0.204081632653061	0.213114754098361	0.0357142857142857	1
N0.HOG0016047	6	1	19	23	2	51	0.115384615384615	0.0181818181818182	0.441860465116279	0.377049180327869	0.0333333333333333	2
N0.HOG0016048	30	0	5	11	1	47	0.526315789473684	0	0.108695652173913	0.211538461538462	0.0163934426229508	1
N0.HOG0016050	10	0	22	15	1	48	0.204081632653061	0	0.468085106382979	0.202702702702703	0.0185185185185185	3
N0.HOG0016051	1	1	12	32	1	47	0.0116279069767442	0.0163934426229508	0.260869565217391	0.581818181818182	0.0181818181818182	2
N0.HOG0016052	32	2	6	7	3	50	0.463768115942029	0.0357142857142857	0.127659574468085	0.159090909090909	0.0535714285714286	1
N0.HOG0016054	7	0	23	18	2	50	0.155555555555556	0	0.5	0.3	0.032258064516129	2
N0.HOG0016055	39	3	3	3	1	49	0.78	0.0612244897959184	0.0566037735849057	0.04	0.0175438596491228	1
N0.HOG0016056	18	0	6	21	3	48	0.327272727272727	0	0.127659574468085	0.276315789473684	0.0517241379310345	1
N0.HOG0016057	5	2	34	1	4	46	0.0735294117647059	0.0344827586206897	0.739130434782609	0.02	0.0677966101694915	3
N0.HOG0016058	1	0	31	6	1	39	0.0131578947368421	0	0.688888888888889	0.0714285714285714	0.0196078431372549	3
N0.HOG0016059	19	2	11	13	6	51	0.2375	0.0338983050847458	0.224489795918367	0.203125	0.0983606557377049	2
N0.HOG0016060	1	0	21	25	3	50	0.0181818181818182	0	0.42	0.480769230769231	0.0555555555555556	2
N0.HOG0016061	10	2	24	10	0	46	0.192307692307692	0.032258064516129	0.533333333333333	0.222222222222222	0	3
N0.HOG0016062	10	1	10	26	3	50	0.138888888888889	0.0185185185185185	0.217391304347826	0.393939393939394	0.0588235294117647	2
N0.HOG0016063	7	2	12	27	2	50	0.11864406779661	0.0350877192982456	0.25	0.36986301369863	0.0408163265306122	2
N0.HOG0016064	31	4	5	10	1	51	0.33695652173913	0.0625	0.108695652173913	0.204081632653061	0.0204081632653061	1
N0.HOG0016067	1	1	23	23	2	50	0.0166666666666667	0.0153846153846154	0.479166666666667	0.365079365079365	0.0344827586206897	2
N0.HOG0016069	16	1	17	10	3	47	0.355555555555556	0.0163934426229508	0.377777777777778	0.119047619047619	0.0517241379310345	1
N0.HOG0016070	10	0	15	21	4	50	0.140845070422535	0	0.333333333333333	0.411764705882353	0.0714285714285714	2
N0.HOG0016071	6	4	25	14	3	52	0.105263157894737	0.0677966101694915	0.510204081632653	0.254545454545455	0.0526315789473684	3
N0.HOG0016072	26	0	8	16	2	52	0.361111111111111	0	0.163265306122449	0.307692307692308	0.0384615384615385	1
N0.HOG0016073	31	2	5	10	1	49	0.298076923076923	0.0333333333333333	0.108695652173913	0.147058823529412	0.0208333333333333	1
N0.HOG0016074	34	3	4	8	0	49	0.453333333333333	0.0545454545454545	0.0869565217391304	0.115942028985507	0	1
N0.HOG0016075	15	1	18	12	4	50	0.223880597014925	0.0208333333333333	0.375	0.206896551724138	0.0714285714285714	2
N0.HOG0016076	18	1	10	16	2	47	0.36734693877551	0.0166666666666667	0.232558139534884	0.238805970149254	0.0384615384615385	2
N0.HOG0016077	8	0	20	20	2	50	0.173913043478261	0	0.425531914893617	0.408163265306122	0.0392156862745098	2
N0.HOG0016078	5	0	16	23	1	45	0.0746268656716418	0	0.380952380952381	0.389830508474576	0.0196078431372549	2
N0.HOG0016080	26	1	8	10	1	46	0.553191489361702	0.0166666666666667	0.170212765957447	0.10989010989011	0.0181818181818182	1
N0.HOG0016081	23	1	7	14	1	46	0.267441860465116	0.0185185185185185	0.166666666666667	0.215384615384615	0.0185185185185185	1
N0.HOG0016083	22	0	11	12	3	48	0.309859154929577	0	0.229166666666667	0.25531914893617	0.0535714285714286	2
N0.HOG0016085	28	2	4	10	0	44	0.528301886792453	0.0344827586206897	0.0851063829787234	0.149253731343284	0	1
N0.HOG0016086	12	1	10	22	1	46	0.171428571428571	0.0185185185185185	0.217391304347826	0.366666666666667	0.0163934426229508	2
N0.HOG0016087	28	2	8	10	2	50	0.608695652173913	0.0377358490566038	0.177777777777778	0.208333333333333	0.0392156862745098	1
N0.HOG0016088	25	1	12	11	1	50	0.471698113207547	0.0185185185185185	0.266666666666667	0.224489795918367	0.0196078431372549	1
N0.HOG0016089	16	1	4	23	1	45	0.225352112676056	0.015625	0.0888888888888889	0.353846153846154	0.0175438596491228	2
N0.HOG0016090	20	3	5	17	3	48	0.2	0.0491803278688525	0.108695652173913	0.369565217391304	0.0566037735849057	2
N0.HOG0016091	32	2	2	10	2	48	0.299065420560748	0.0317460317460317	0.0425531914893617	0.149253731343284	0.0408163265306122	1
N0.HOG0016092	10	0	16	20	1	47	0.144927536231884	0	0.347826086956522	0.454545454545455	0.0196078431372549	2
N0.HOG0016093	15	0	20	10	2	47	0.197368421052632	0	0.4	0.158730158730159	0.0363636363636364	2
N0.HOG0016094	16	0	9	22	2	49	0.210526315789474	0	0.176470588235294	0.318840579710145	0.037037037037037	2
N0.HOG0016095	0	1	40	1	2	44	0	0.0169491525423729	0.851063829787234	0.0142857142857143	0.037037037037037	3
N0.HOG0016096	26	1	9	10	3	49	0.490566037735849	0.0163934426229508	0.183673469387755	0.158730158730159	0.0555555555555556	1
N0.HOG0016097	10	2	15	20	2	49	0.153846153846154	0.0392156862745098	0.348837209302326	0.408163265306122	0.0338983050847458	2
N0.HOG0016098	17	1	13	16	3	50	0.261538461538462	0.0169491525423729	0.288888888888889	0.333333333333333	0.0625	2
N0.HOG0016099	11	4	12	22	1	50	0.234042553191489	0.0740740740740741	0.25531914893617	0.523809523809524	0.0208333333333333	2
N0.HOG0016101	10	0	23	12	2	47	0.169491525423729	0	0.469387755102041	0.272727272727273	0.0408163265306122	2
N0.HOG0016102	11	1	15	21	2	50	0.150684931506849	0.0185185185185185	0.3	0.4375	0.0392156862745098	2
N0.HOG0016103	34	3	4	6	4	51	0.693877551020408	0.0545454545454545	0.0851063829787234	0.1	0.0851063829787234	1
N0.HOG0016104	24	1	11	13	0	49	0.533333333333333	0.0185185185185185	0.229166666666667	0.213114754098361	0	1
N0.HOG0016105	21	4	10	10	3	48	0.241379310344828	0.0851063829787234	0.212765957446809	0.147058823529412	0.0697674418604651	2
N0.HOG0016106	1	2	30	9	6	48	0.0204081632653061	0.0327868852459016	0.681818181818182	0.176470588235294	0.113207547169811	3
N0.HOG0016107	10	2	25	9	4	50	0.172413793103448	0.0392156862745098	0.5	0.183673469387755	0.0816326530612245	3
N0.HOG0016108	35	3	3	2	1	44	0.538461538461538	0.0491803278688525	0.0625	0.0454545454545455	0.0178571428571429	1
N0.HOG0016109	29	0	10	9	1	49	0.674418604651163	0	0.204081632653061	0.173076923076923	0.0175438596491228	1
N0.HOG0016110	30	0	9	6	1	46	0.508474576271186	0	0.2	0.111111111111111	0.0185185185185185	1
N0.HOG0016111	13	0	11	23	1	48	0.288888888888889	0	0.224489795918367	0.396551724137931	0.0175438596491228	2
N0.HOG0016112	30	3	7	5	1	46	0.461538461538462	0.0555555555555556	0.148936170212766	0.121951219512195	0.0185185185185185	1
N0.HOG0016113	35	0	3	8	0	46	0.660377358490566	0	0.0681818181818182	0.0842105263157895	0	1
N0.HOG0016114	13	0	18	16	1	48	0.333333333333333	0	0.4	0.340425531914894	0.0178571428571429	2
N0.HOG0016115	28	2	11	7	1	49	0.491228070175439	0.0327868852459016	0.229166666666667	0.134615384615385	0.0188679245283019	1
N0.HOG0016116	7	0	25	10	4	46	0.12962962962963	0	0.531914893617021	0.172413793103448	0.0769230769230769	3
N0.HOG0016117	2	2	34	3	2	43	0.0357142857142857	0.0344827586206897	0.708333333333333	0.05	0.0363636363636364	3
N0.HOG0016118	10	1	9	24	0	44	0.178571428571429	0.0217391304347826	0.204545454545455	0.51063829787234	0	2
N0.HOG0016119	9	0	12	24	0	45	0.123287671232877	0	0.25	0.48	0	2
