Orthogroup	gbM	teM	Unmethylated	Unclassified	Missing	Total	percent_gbM	percent_teM	percent_Unmethylated	percent_Unclassified	percent_Missing	cluster
N0.HOG0010768	4	2	37	2	2	47	0.0851063829787234	0.0425531914893617	0.787234042553192	0.0425531914893617	0.0425531914893617	3
N0.HOG0010770	13	4	24	19	4	64	0.203125	0.0625	0.375	0.296875	0.0625	1
N0.HOG0010771	35	4	11	11	2	63	0.555555555555556	0.0634920634920635	0.174603174603175	0.174603174603175	0.0317460317460317	2
N0.HOG0010773	31	1	7	15	3	57	0.543859649122807	0.0175438596491228	0.12280701754386	0.263157894736842	0.0526315789473684	2
N0.HOG0010774	5	4	34	15	1	59	0.0847457627118644	0.0677966101694915	0.576271186440678	0.254237288135593	0.0169491525423729	1
N0.HOG0010775	36	5	4	8	3	56	0.642857142857143	0.0892857142857143	0.0714285714285714	0.142857142857143	0.0535714285714286	2
N0.HOG0010776	30	3	12	15	3	63	0.476190476190476	0.0476190476190476	0.19047619047619	0.238095238095238	0.0476190476190476	1
N0.HOG0010777	38	2	6	6	3	55	0.690909090909091	0.0363636363636364	0.109090909090909	0.109090909090909	0.0545454545454545	2
N0.HOG0010778	35	1	4	3	0	43	0.813953488372093	0.0232558139534884	0.0930232558139535	0.0697674418604651	0	2
N0.HOG0010780	0	3	41	6	3	53	0	0.0566037735849057	0.773584905660377	0.113207547169811	0.0566037735849057	3
N0.HOG0010781	2	4	41	3	3	53	0.0377358490566038	0.0754716981132075	0.773584905660377	0.0566037735849057	0.0566037735849057	3
N0.HOG0010782	14	0	30	12	3	59	0.23728813559322	0	0.508474576271186	0.203389830508475	0.0508474576271186	1
N0.HOG0010783	33	7	8	12	3	63	0.523809523809524	0.111111111111111	0.126984126984127	0.19047619047619	0.0476190476190476	2
N0.HOG0010784	37	5	11	10	2	65	0.569230769230769	0.0769230769230769	0.169230769230769	0.153846153846154	0.0307692307692308	2
N0.HOG0010785	24	2	15	21	3	65	0.369230769230769	0.0307692307692308	0.230769230769231	0.323076923076923	0.0461538461538462	1
N0.HOG0010788	10	1	25	20	4	60	0.166666666666667	0.0166666666666667	0.416666666666667	0.333333333333333	0.0666666666666667	1
N0.HOG0010789	36	4	6	6	1	53	0.679245283018868	0.0754716981132075	0.113207547169811	0.113207547169811	0.0188679245283019	2
N0.HOG0010790	33	3	14	13	2	65	0.507692307692308	0.0461538461538462	0.215384615384615	0.2	0.0307692307692308	2
N0.HOG0010794	1	1	34	2	8	46	0.0217391304347826	0.0217391304347826	0.739130434782609	0.0434782608695652	0.173913043478261	3
N0.HOG0010795	7	0	31	14	2	54	0.12962962962963	0	0.574074074074074	0.259259259259259	0.037037037037037	1
N0.HOG0010796	5	1	36	8	6	56	0.0892857142857143	0.0178571428571429	0.642857142857143	0.142857142857143	0.107142857142857	3
N0.HOG0010798	3	5	33	3	1	45	0.0666666666666667	0.111111111111111	0.733333333333333	0.0666666666666667	0.0222222222222222	3
N0.HOG0010799	4	3	16	34	1	58	0.0689655172413793	0.0517241379310345	0.275862068965517	0.586206896551724	0.0172413793103448	1
N0.HOG0010800	12	3	26	19	4	64	0.1875	0.046875	0.40625	0.296875	0.0625	1
N0.HOG0010804	12	1	29	16	3	61	0.19672131147541	0.0163934426229508	0.475409836065574	0.262295081967213	0.0491803278688525	1
N0.HOG0010805	0	2	35	6	7	50	0	0.04	0.7	0.12	0.14	3
N0.HOG0010806	8	2	35	9	4	58	0.137931034482759	0.0344827586206897	0.603448275862069	0.155172413793103	0.0689655172413793	3
N0.HOG0010807	23	4	20	14	2	63	0.365079365079365	0.0634920634920635	0.317460317460317	0.222222222222222	0.0317460317460317	1
N0.HOG0010808	38	1	11	9	2	61	0.622950819672131	0.0163934426229508	0.180327868852459	0.147540983606557	0.0327868852459016	2
N0.HOG0010810	13	3	24	22	3	65	0.2	0.0461538461538462	0.369230769230769	0.338461538461538	0.0461538461538462	1
N0.HOG0010811	29	2	6	25	3	65	0.446153846153846	0.0307692307692308	0.0923076923076923	0.384615384615385	0.0461538461538462	1
N0.HOG0010814	24	1	12	11	1	49	0.489795918367347	0.0204081632653061	0.244897959183673	0.224489795918367	0.0204081632653061	1
N0.HOG0010816	8	0	21	29	4	62	0.129032258064516	0	0.338709677419355	0.467741935483871	0.0645161290322581	1
N0.HOG0010819	24	0	15	20	1	60	0.4	0	0.25	0.333333333333333	0.0166666666666667	1
N0.HOG0010821	9	0	16	25	2	52	0.173076923076923	0	0.307692307692308	0.480769230769231	0.0384615384615385	1
N0.HOG0010822	38	5	6	7	2	58	0.655172413793103	0.0862068965517241	0.103448275862069	0.120689655172414	0.0344827586206897	2
N0.HOG0010823	3	5	36	5	5	54	0.0555555555555556	0.0925925925925926	0.666666666666667	0.0925925925925926	0.0925925925925926	3
N0.HOG0010825	1	3	27	8	3	42	0.0238095238095238	0.0714285714285714	0.642857142857143	0.19047619047619	0.0714285714285714	3
N0.HOG0010826	28	4	14	15	1	62	0.451612903225806	0.0645161290322581	0.225806451612903	0.241935483870968	0.0161290322580645	1
N0.HOG0010827	2	2	36	8	2	50	0.04	0.04	0.72	0.16	0.04	3
N0.HOG0010828	4	0	38	6	2	50	0.08	0	0.76	0.12	0.04	3
N0.HOG0010830	3	1	39	6	3	52	0.0576923076923077	0.0192307692307692	0.75	0.115384615384615	0.0576923076923077	3
N0.HOG0010832	21	1	6	13	1	42	0.5	0.0238095238095238	0.142857142857143	0.30952380952381	0.0238095238095238	1
N0.HOG0010833	27	3	15	13	3	61	0.442622950819672	0.0491803278688525	0.245901639344262	0.213114754098361	0.0491803278688525	1
N0.HOG0010834	21	1	24	16	5	67	0.313432835820896	0.0149253731343284	0.358208955223881	0.238805970149254	0.0746268656716418	1
N0.HOG0010836	21	4	5	16	3	49	0.428571428571429	0.0816326530612245	0.102040816326531	0.326530612244898	0.0612244897959184	1
N0.HOG0010837	16	4	16	16	2	54	0.296296296296296	0.0740740740740741	0.296296296296296	0.296296296296296	0.037037037037037	1
N0.HOG0010838	1	4	37	6	4	52	0.0192307692307692	0.0769230769230769	0.711538461538462	0.115384615384615	0.0769230769230769	3
N0.HOG0010839	34	3	13	11	2	63	0.53968253968254	0.0476190476190476	0.206349206349206	0.174603174603175	0.0317460317460317	2
N0.HOG0010840	2	0	40	8	4	54	0.037037037037037	0	0.740740740740741	0.148148148148148	0.0740740740740741	3
N0.HOG0010841	37	6	6	5	4	58	0.637931034482759	0.103448275862069	0.103448275862069	0.0862068965517241	0.0689655172413793	2
N0.HOG0010849	27	4	20	4	1	56	0.482142857142857	0.0714285714285714	0.357142857142857	0.0714285714285714	0.0178571428571429	1
N0.HOG0010850	6	1	29	18	6	60	0.1	0.0166666666666667	0.483333333333333	0.3	0.1	1
N0.HOG0010851	24	2	19	17	2	64	0.375	0.03125	0.296875	0.265625	0.03125	1
N0.HOG0010852	17	5	16	25	0	63	0.26984126984127	0.0793650793650794	0.253968253968254	0.396825396825397	0	1
N0.HOG0010853	32	2	13	10	0	57	0.56140350877193	0.0350877192982456	0.228070175438596	0.175438596491228	0	2
N0.HOG0010854	17	2	24	14	1	58	0.293103448275862	0.0344827586206897	0.413793103448276	0.241379310344828	0.0172413793103448	1
N0.HOG0010855	23	4	11	23	2	63	0.365079365079365	0.0634920634920635	0.174603174603175	0.365079365079365	0.0317460317460317	1
N0.HOG0010856	4	2	40	8	5	59	0.0677966101694915	0.0338983050847458	0.677966101694915	0.135593220338983	0.0847457627118644	3
N0.HOG0010858	35	2	6	9	2	54	0.648148148148148	0.037037037037037	0.111111111111111	0.166666666666667	0.037037037037037	2
N0.HOG0010859	11	3	32	16	2	64	0.171875	0.046875	0.5	0.25	0.03125	1
N0.HOG0010860	36	5	4	18	1	64	0.5625	0.078125	0.0625	0.28125	0.015625	1
N0.HOG0010863	28	2	12	13	3	58	0.482758620689655	0.0344827586206897	0.206896551724138	0.224137931034483	0.0517241379310345	1
N0.HOG0010864	10	1	27	18	4	60	0.166666666666667	0.0166666666666667	0.45	0.3	0.0666666666666667	1
N0.HOG0010865	37	5	7	7	1	57	0.649122807017544	0.087719298245614	0.12280701754386	0.12280701754386	0.0175438596491228	2
N0.HOG0010869	8	2	34	7	5	56	0.142857142857143	0.0357142857142857	0.607142857142857	0.125	0.0892857142857143	3
N0.HOG0010870	29	2	18	12	2	63	0.46031746031746	0.0317460317460317	0.285714285714286	0.19047619047619	0.0317460317460317	1
N0.HOG0010871	37	5	12	8	1	63	0.587301587301587	0.0793650793650794	0.19047619047619	0.126984126984127	0.0158730158730159	2
N0.HOG0010872	11	0	23	28	1	63	0.174603174603175	0	0.365079365079365	0.444444444444444	0.0158730158730159	1
N0.HOG0010873	2	5	40	1	7	55	0.0363636363636364	0.0909090909090909	0.727272727272727	0.0181818181818182	0.127272727272727	3
N0.HOG0010882	11	1	22	23	1	58	0.189655172413793	0.0172413793103448	0.379310344827586	0.396551724137931	0.0172413793103448	1
N0.HOG0010886	27	3	15	19	3	67	0.402985074626866	0.0447761194029851	0.223880597014925	0.283582089552239	0.0447761194029851	1
N0.HOG0010887	5	4	31	3	2	45	0.111111111111111	0.0888888888888889	0.688888888888889	0.0666666666666667	0.0444444444444444	3
N0.HOG0010888	1	5	34	15	4	59	0.0169491525423729	0.0847457627118644	0.576271186440678	0.254237288135593	0.0677966101694915	1
N0.HOG0010889	0	5	36	2	6	49	0	0.102040816326531	0.73469387755102	0.0408163265306122	0.122448979591837	3
N0.HOG0010890	4	3	36	5	1	49	0.0816326530612245	0.0612244897959184	0.73469387755102	0.102040816326531	0.0204081632653061	3
N0.HOG0010891	27	4	8	27	1	67	0.402985074626866	0.0597014925373134	0.119402985074627	0.402985074626866	0.0149253731343284	1
N0.HOG0010892	23	1	15	23	3	65	0.353846153846154	0.0153846153846154	0.230769230769231	0.353846153846154	0.0461538461538462	1
N0.HOG0010895	12	2	31	8	1	54	0.222222222222222	0.037037037037037	0.574074074074074	0.148148148148148	0.0185185185185185	3
N0.HOG0010896	7	6	21	27	3	64	0.109375	0.09375	0.328125	0.421875	0.046875	1
N0.HOG0010897	3	3	30	10	1	47	0.0638297872340425	0.0638297872340425	0.638297872340426	0.212765957446809	0.0212765957446809	3
N0.HOG0010901	13	3	27	13	4	60	0.216666666666667	0.05	0.45	0.216666666666667	0.0666666666666667	1
N0.HOG0010903	2	3	26	24	3	58	0.0344827586206897	0.0517241379310345	0.448275862068966	0.413793103448276	0.0517241379310345	1
N0.HOG0010904	17	9	20	19	4	69	0.246376811594203	0.130434782608696	0.289855072463768	0.27536231884058	0.0579710144927536	1
N0.HOG0010916	6	3	30	14	6	59	0.101694915254237	0.0508474576271186	0.508474576271186	0.23728813559322	0.101694915254237	1
N0.HOG0010917	7	2	37	10	4	60	0.116666666666667	0.0333333333333333	0.616666666666667	0.166666666666667	0.0666666666666667	3
N0.HOG0010919	32	1	6	11	0	50	0.64	0.02	0.12	0.22	0	1
N0.HOG0010920	13	5	38	5	1	62	0.209677419354839	0.0806451612903226	0.612903225806452	0.0806451612903226	0.0161290322580645	3
N0.HOG0010921	7	2	23	16	1	49	0.142857142857143	0.0408163265306122	0.469387755102041	0.326530612244898	0.0204081632653061	1
N0.HOG0010922	38	3	7	6	2	56	0.678571428571429	0.0535714285714286	0.125	0.107142857142857	0.0357142857142857	2
N0.HOG0010927	2	3	40	7	2	54	0.037037037037037	0.0555555555555556	0.740740740740741	0.12962962962963	0.037037037037037	3
N0.HOG0010928	1	2	35	2	6	46	0.0217391304347826	0.0434782608695652	0.760869565217391	0.0434782608695652	0.130434782608696	3
N0.HOG0010929	4	2	13	27	3	49	0.0816326530612245	0.0408163265306122	0.26530612244898	0.551020408163265	0.0612244897959184	1
N0.HOG0010930	24	1	16	20	4	65	0.369230769230769	0.0153846153846154	0.246153846153846	0.307692307692308	0.0615384615384615	1
N0.HOG0010933	20	0	25	13	1	59	0.338983050847458	0	0.423728813559322	0.220338983050847	0.0169491525423729	1
N0.HOG0010937	9	3	12	32	2	58	0.155172413793103	0.0517241379310345	0.206896551724138	0.551724137931034	0.0344827586206897	1
N0.HOG0010938	39	1	6	8	4	58	0.672413793103448	0.0172413793103448	0.103448275862069	0.137931034482759	0.0689655172413793	2
N0.HOG0010942	12	1	21	22	3	59	0.203389830508475	0.0169491525423729	0.355932203389831	0.372881355932203	0.0508474576271186	1
N0.HOG0010943	31	2	16	11	4	64	0.484375	0.03125	0.25	0.171875	0.0625	1
N0.HOG0010944	25	3	10	21	3	62	0.403225806451613	0.0483870967741935	0.161290322580645	0.338709677419355	0.0483870967741935	1
N0.HOG0010945	17	3	27	17	2	66	0.257575757575758	0.0454545454545455	0.409090909090909	0.257575757575758	0.0303030303030303	1
N0.HOG0010947	1	6	35	3	3	48	0.0208333333333333	0.125	0.729166666666667	0.0625	0.0625	3
N0.HOG0010950	30	10	8	9	5	62	0.483870967741935	0.161290322580645	0.129032258064516	0.145161290322581	0.0806451612903226	2
N0.HOG0010951	29	3	13	14	3	62	0.467741935483871	0.0483870967741935	0.209677419354839	0.225806451612903	0.0483870967741935	1
N0.HOG0010952	4	1	33	5	6	49	0.0816326530612245	0.0204081632653061	0.673469387755102	0.102040816326531	0.122448979591837	3
N0.HOG0010953	1	2	39	4	0	46	0.0217391304347826	0.0434782608695652	0.847826086956522	0.0869565217391304	0	3
N0.HOG0010954	36	1	10	14	3	64	0.5625	0.015625	0.15625	0.21875	0.046875	2
N0.HOG0010955	11	6	28	5	8	58	0.189655172413793	0.103448275862069	0.482758620689655	0.0862068965517241	0.137931034482759	3
N0.HOG0010956	34	0	17	8	3	62	0.548387096774194	0	0.274193548387097	0.129032258064516	0.0483870967741935	1
N0.HOG0010958	16	4	17	25	1	63	0.253968253968254	0.0634920634920635	0.26984126984127	0.396825396825397	0.0158730158730159	1
N0.HOG0010959	28	3	16	13	2	62	0.451612903225806	0.0483870967741935	0.258064516129032	0.209677419354839	0.032258064516129	1
N0.HOG0010963	0	1	33	1	11	46	0	0.0217391304347826	0.717391304347826	0.0217391304347826	0.239130434782609	3
N0.HOG0010964	1	2	35	6	6	50	0.02	0.04	0.7	0.12	0.12	3
N0.HOG0010965	26	1	12	24	2	65	0.4	0.0153846153846154	0.184615384615385	0.369230769230769	0.0307692307692308	1
N0.HOG0010966	35	2	11	10	3	61	0.573770491803279	0.0327868852459016	0.180327868852459	0.163934426229508	0.0491803278688525	2
N0.HOG0010967	23	2	19	17	2	63	0.365079365079365	0.0317460317460317	0.301587301587302	0.26984126984127	0.0317460317460317	1
N0.HOG0010968	10	2	29	12	3	56	0.178571428571429	0.0357142857142857	0.517857142857143	0.214285714285714	0.0535714285714286	1
N0.HOG0010970	31	4	14	13	4	66	0.46969696969697	0.0606060606060606	0.212121212121212	0.196969696969697	0.0606060606060606	1
N0.HOG0010972	22	2	9	12	0	45	0.488888888888889	0.0444444444444444	0.2	0.266666666666667	0	1
N0.HOG0010977	16	4	24	19	2	65	0.246153846153846	0.0615384615384615	0.369230769230769	0.292307692307692	0.0307692307692308	1
N0.HOG0010978	8	3	7	36	0	54	0.148148148148148	0.0555555555555556	0.12962962962963	0.666666666666667	0	1
N0.HOG0010979	10	5	16	33	1	65	0.153846153846154	0.0769230769230769	0.246153846153846	0.507692307692308	0.0153846153846154	1
N0.HOG0010980	0	2	39	3	8	52	0	0.0384615384615385	0.75	0.0576923076923077	0.153846153846154	3
N0.HOG0010981	34	1	8	13	4	60	0.566666666666667	0.0166666666666667	0.133333333333333	0.216666666666667	0.0666666666666667	2
N0.HOG0010982	16	1	21	4	2	44	0.363636363636364	0.0227272727272727	0.477272727272727	0.0909090909090909	0.0454545454545455	1
N0.HOG0010984	3	1	39	1	7	51	0.0588235294117647	0.0196078431372549	0.764705882352941	0.0196078431372549	0.137254901960784	3
N0.HOG0010985	36	1	9	13	1	60	0.6	0.0166666666666667	0.15	0.216666666666667	0.0166666666666667	1
N0.HOG0010986	25	5	16	13	3	62	0.403225806451613	0.0806451612903226	0.258064516129032	0.209677419354839	0.0483870967741935	1
N0.HOG0010987	4	4	30	19	0	57	0.0701754385964912	0.0701754385964912	0.526315789473684	0.333333333333333	0	1
N0.HOG0010989	5	4	23	26	3	61	0.0819672131147541	0.0655737704918033	0.377049180327869	0.426229508196721	0.0491803278688525	1
N0.HOG0010990	1	1	38	2	5	47	0.0212765957446809	0.0212765957446809	0.808510638297872	0.0425531914893617	0.106382978723404	3
N0.HOG0010991	32	4	7	11	4	58	0.551724137931034	0.0689655172413793	0.120689655172414	0.189655172413793	0.0689655172413793	2
N0.HOG0010992	0	4	38	2	4	48	0	0.0833333333333333	0.791666666666667	0.0416666666666667	0.0833333333333333	3
N0.HOG0010994	27	1	7	13	0	48	0.5625	0.0208333333333333	0.145833333333333	0.270833333333333	0	1
N0.HOG0011000	2	1	21	27	2	53	0.0377358490566038	0.0188679245283019	0.39622641509434	0.509433962264151	0.0377358490566038	1
N0.HOG0011001	31	0	9	15	3	58	0.53448275862069	0	0.155172413793103	0.258620689655172	0.0517241379310345	2
N0.HOG0011002	40	4	7	5	3	59	0.677966101694915	0.0677966101694915	0.11864406779661	0.0847457627118644	0.0508474576271186	2
N0.HOG0011003	11	1	25	7	6	50	0.22	0.02	0.5	0.14	0.12	1
N0.HOG0011006	28	5	11	22	2	68	0.411764705882353	0.0735294117647059	0.161764705882353	0.323529411764706	0.0294117647058824	1
N0.HOG0011007	35	0	10	14	1	60	0.583333333333333	0	0.166666666666667	0.233333333333333	0.0166666666666667	2
N0.HOG0011009	5	2	31	12	5	55	0.0909090909090909	0.0363636363636364	0.563636363636364	0.218181818181818	0.0909090909090909	1
N0.HOG0011010	31	11	10	6	2	60	0.516666666666667	0.183333333333333	0.166666666666667	0.1	0.0333333333333333	2
N0.HOG0011011	0	2	39	6	2	49	0	0.0408163265306122	0.795918367346939	0.122448979591837	0.0408163265306122	3
N0.HOG0011012	0	1	41	2	6	50	0	0.02	0.82	0.04	0.12	3
N0.HOG0011013	3	5	26	25	0	59	0.0508474576271186	0.0847457627118644	0.440677966101695	0.423728813559322	0	1
N0.HOG0011014	2	1	40	5	4	52	0.0384615384615385	0.0192307692307692	0.769230769230769	0.0961538461538462	0.0769230769230769	3
N0.HOG0011015	2	8	39	2	2	53	0.0377358490566038	0.150943396226415	0.735849056603774	0.0377358490566038	0.0377358490566038	3
N0.HOG0011016	7	2	32	5	1	47	0.148936170212766	0.0425531914893617	0.680851063829787	0.106382978723404	0.0212765957446809	3
N0.HOG0011020	4	2	39	3	7	55	0.0727272727272727	0.0363636363636364	0.709090909090909	0.0545454545454545	0.127272727272727	3
N0.HOG0011021	0	2	39	0	5	46	0	0.0434782608695652	0.847826086956522	0	0.108695652173913	3
N0.HOG0011022	6	5	35	8	3	57	0.105263157894737	0.087719298245614	0.614035087719298	0.140350877192982	0.0526315789473684	3
N0.HOG0011023	7	2	23	26	2	60	0.116666666666667	0.0333333333333333	0.383333333333333	0.433333333333333	0.0333333333333333	1
N0.HOG0011039	2	2	36	9	2	51	0.0392156862745098	0.0392156862745098	0.705882352941177	0.176470588235294	0.0392156862745098	3
N0.HOG0011040	19	2	24	16	2	63	0.301587301587302	0.0317460317460317	0.380952380952381	0.253968253968254	0.0317460317460317	1
N0.HOG0011041	35	5	5	9	3	57	0.614035087719298	0.087719298245614	0.087719298245614	0.157894736842105	0.0526315789473684	2
N0.HOG0011043	0	0	37	4	4	45	0	0	0.822222222222222	0.0888888888888889	0.0888888888888889	3
N0.HOG0011045	0	1	38	2	4	45	0	0.0222222222222222	0.844444444444444	0.0444444444444444	0.0888888888888889	3
N0.HOG0011046	0	2	39	7	4	52	0	0.0384615384615385	0.75	0.134615384615385	0.0769230769230769	3
N0.HOG0011047	4	0	39	2	4	49	0.0816326530612245	0	0.795918367346939	0.0408163265306122	0.0816326530612245	3
N0.HOG0011048	16	1	12	29	2	60	0.266666666666667	0.0166666666666667	0.2	0.483333333333333	0.0333333333333333	1
N0.HOG0011049	10	3	29	8	2	52	0.192307692307692	0.0576923076923077	0.557692307692308	0.153846153846154	0.0384615384615385	3
N0.HOG0011050	15	4	19	19	5	62	0.241935483870968	0.0645161290322581	0.306451612903226	0.306451612903226	0.0806451612903226	1
N0.HOG0011052	7	4	30	6	1	48	0.145833333333333	0.0833333333333333	0.625	0.125	0.0208333333333333	3
N0.HOG0011053	31	4	10	8	3	56	0.553571428571429	0.0714285714285714	0.178571428571429	0.142857142857143	0.0535714285714286	2
N0.HOG0011054	24	0	17	15	3	59	0.406779661016949	0	0.288135593220339	0.254237288135593	0.0508474576271186	1
N0.HOG0011055	8	2	23	27	0	60	0.133333333333333	0.0333333333333333	0.383333333333333	0.45	0	1
N0.HOG0011056	0	1	38	2	7	48	0	0.0208333333333333	0.791666666666667	0.0416666666666667	0.145833333333333	3
N0.HOG0011057	21	2	13	23	5	64	0.328125	0.03125	0.203125	0.359375	0.078125	1
N0.HOG0011060	30	0	8	19	1	58	0.517241379310345	0	0.137931034482759	0.327586206896552	0.0172413793103448	1
N0.HOG0011062	13	3	28	9	5	58	0.224137931034483	0.0517241379310345	0.482758620689655	0.155172413793103	0.0862068965517241	1
N0.HOG0011071	31	2	16	9	5	63	0.492063492063492	0.0317460317460317	0.253968253968254	0.142857142857143	0.0793650793650794	1
N0.HOG0011073	4	0	33	11	3	51	0.0784313725490196	0	0.647058823529412	0.215686274509804	0.0588235294117647	3
N0.HOG0011077	11	5	22	22	1	61	0.180327868852459	0.0819672131147541	0.360655737704918	0.360655737704918	0.0163934426229508	1
N0.HOG0011078	9	1	33	13	4	60	0.15	0.0166666666666667	0.55	0.216666666666667	0.0666666666666667	3
N0.HOG0011079	7	2	32	5	5	51	0.137254901960784	0.0392156862745098	0.627450980392157	0.0980392156862745	0.0980392156862745	3
N0.HOG0011080	23	3	8	21	3	58	0.396551724137931	0.0517241379310345	0.137931034482759	0.362068965517241	0.0517241379310345	1
N0.HOG0011081	1	2	39	3	3	48	0.0208333333333333	0.0416666666666667	0.8125	0.0625	0.0625	3
N0.HOG0011084	24	5	16	14	2	61	0.39344262295082	0.0819672131147541	0.262295081967213	0.229508196721311	0.0327868852459016	1
N0.HOG0011085	4	2	34	4	5	49	0.0816326530612245	0.0408163265306122	0.693877551020408	0.0816326530612245	0.102040816326531	3
N0.HOG0011086	1	5	39	2	8	55	0.0181818181818182	0.0909090909090909	0.709090909090909	0.0363636363636364	0.145454545454545	3
N0.HOG0011087	0	0	34	18	5	57	0	0	0.596491228070175	0.315789473684211	0.087719298245614	1
N0.HOG0011088	28	2	18	11	3	62	0.451612903225806	0.032258064516129	0.290322580645161	0.17741935483871	0.0483870967741935	1
N0.HOG0011089	28	2	18	14	4	66	0.424242424242424	0.0303030303030303	0.272727272727273	0.212121212121212	0.0606060606060606	1
N0.HOG0011090	2	7	36	1	1	47	0.0425531914893617	0.148936170212766	0.765957446808511	0.0212765957446809	0.0212765957446809	3
N0.HOG0011091	12	5	17	21	2	57	0.210526315789474	0.087719298245614	0.298245614035088	0.368421052631579	0.0350877192982456	1
N0.HOG0011092	2	5	35	6	3	51	0.0392156862745098	0.0980392156862745	0.686274509803922	0.117647058823529	0.0588235294117647	3
N0.HOG0011093	19	6	9	21	3	58	0.327586206896552	0.103448275862069	0.155172413793103	0.362068965517241	0.0517241379310345	1
N0.HOG0011094	1	1	32	14	1	49	0.0204081632653061	0.0204081632653061	0.653061224489796	0.285714285714286	0.0204081632653061	1
N0.HOG0011095	31	2	10	18	2	63	0.492063492063492	0.0317460317460317	0.158730158730159	0.285714285714286	0.0317460317460317	1
N0.HOG0011096	29	2	13	14	1	59	0.491525423728814	0.0338983050847458	0.220338983050847	0.23728813559322	0.0169491525423729	1
N0.HOG0011097	4	3	37	6	4	54	0.0740740740740741	0.0555555555555556	0.685185185185185	0.111111111111111	0.0740740740740741	3
N0.HOG0011099	14	1	12	16	1	44	0.318181818181818	0.0227272727272727	0.272727272727273	0.363636363636364	0.0227272727272727	1
N0.HOG0011100	11	7	20	25	1	64	0.171875	0.109375	0.3125	0.390625	0.015625	1
N0.HOG0011101	6	3	26	22	1	58	0.103448275862069	0.0517241379310345	0.448275862068966	0.379310344827586	0.0172413793103448	1
N0.HOG0011102	11	0	29	15	2	57	0.192982456140351	0	0.508771929824561	0.263157894736842	0.0350877192982456	1
N0.HOG0011103	40	5	3	9	0	57	0.701754385964912	0.087719298245614	0.0526315789473684	0.157894736842105	0	2
N0.HOG0011107	14	5	24	17	2	62	0.225806451612903	0.0806451612903226	0.387096774193548	0.274193548387097	0.032258064516129	1
N0.HOG0011109	3	4	36	6	1	50	0.06	0.08	0.72	0.12	0.02	3
N0.HOG0011111	22	3	10	24	4	63	0.349206349206349	0.0476190476190476	0.158730158730159	0.380952380952381	0.0634920634920635	1
N0.HOG0011114	30	5	8	14	2	59	0.508474576271186	0.0847457627118644	0.135593220338983	0.23728813559322	0.0338983050847458	2
N0.HOG0011126	14	2	27	5	1	49	0.285714285714286	0.0408163265306122	0.551020408163265	0.102040816326531	0.0204081632653061	1
N0.HOG0011131	34	2	10	11	2	59	0.576271186440678	0.0338983050847458	0.169491525423729	0.186440677966102	0.0338983050847458	2
N0.HOG0011132	0	1	33	14	1	49	0	0.0204081632653061	0.673469387755102	0.285714285714286	0.0204081632653061	1
N0.HOG0011133	34	1	10	17	1	63	0.53968253968254	0.0158730158730159	0.158730158730159	0.26984126984127	0.0158730158730159	2
N0.HOG0011134	9	5	12	26	2	54	0.166666666666667	0.0925925925925926	0.222222222222222	0.481481481481481	0.037037037037037	1
N0.HOG0011136	8	2	32	7	2	51	0.156862745098039	0.0392156862745098	0.627450980392157	0.137254901960784	0.0392156862745098	3
N0.HOG0011137	16	6	22	13	7	64	0.25	0.09375	0.34375	0.203125	0.109375	1
N0.HOG0011138	0	1	41	0	6	48	0	0.0208333333333333	0.854166666666667	0	0.125	3
N0.HOG0011139	1	1	27	31	4	64	0.015625	0.015625	0.421875	0.484375	0.0625	1
N0.HOG0011140	25	3	16	15	4	63	0.396825396825397	0.0476190476190476	0.253968253968254	0.238095238095238	0.0634920634920635	1
N0.HOG0011141	39	4	5	2	0	50	0.78	0.08	0.1	0.04	0	2
N0.HOG0011142	33	1	12	15	1	62	0.532258064516129	0.0161290322580645	0.193548387096774	0.241935483870968	0.0161290322580645	2
N0.HOG0011143	31	2	15	14	2	64	0.484375	0.03125	0.234375	0.21875	0.03125	1
N0.HOG0011144	18	3	29	10	3	63	0.285714285714286	0.0476190476190476	0.46031746031746	0.158730158730159	0.0476190476190476	1
N0.HOG0011145	38	3	8	6	3	58	0.655172413793103	0.0517241379310345	0.137931034482759	0.103448275862069	0.0517241379310345	2
N0.HOG0011146	24	3	17	14	3	61	0.39344262295082	0.0491803278688525	0.278688524590164	0.229508196721311	0.0491803278688525	1
N0.HOG0011147	17	7	21	16	1	62	0.274193548387097	0.112903225806452	0.338709677419355	0.258064516129032	0.0161290322580645	1
N0.HOG0011148	12	1	28	18	4	63	0.19047619047619	0.0158730158730159	0.444444444444444	0.285714285714286	0.0634920634920635	1
N0.HOG0011149	24	1	23	13	4	65	0.369230769230769	0.0153846153846154	0.353846153846154	0.2	0.0615384615384615	1
N0.HOG0011150	38	2	5	6	1	52	0.730769230769231	0.0384615384615385	0.0961538461538462	0.115384615384615	0.0192307692307692	2
N0.HOG0011151	39	1	5	5	2	52	0.75	0.0192307692307692	0.0961538461538462	0.0961538461538462	0.0384615384615385	2
N0.HOG0011152	6	2	20	25	4	57	0.105263157894737	0.0350877192982456	0.350877192982456	0.43859649122807	0.0701754385964912	1
N0.HOG0011153	34	0	8	11	4	57	0.596491228070175	0	0.140350877192982	0.192982456140351	0.0701754385964912	2
