Orthogroup	gbM	teM	Unmethylated	Unclassified	Missing	Total	percent_gbM	percent_teM	percent_Unmethylated	percent_Unclassified	percent_Missing	cluster
N0.HOG0005825	23	2	6	18	0	49	0.469387755102041	0.0408163265306122	0.122448979591837	0.36734693877551	0	1
N0.HOG0005826	22	0	7	26	1	56	0.392857142857143	0	0.125	0.464285714285714	0.0178571428571429	1
N0.HOG0005830	4	4	35	7	5	55	0.0727272727272727	0.0727272727272727	0.636363636363636	0.127272727272727	0.0909090909090909	3
N0.HOG0005834	0	4	43	4	4	55	0	0.0727272727272727	0.781818181818182	0.0727272727272727	0.0727272727272727	3
N0.HOG0005835	3	4	32	4	3	46	0.0652173913043478	0.0869565217391304	0.695652173913043	0.0869565217391304	0.0652173913043478	3
N0.HOG0005838	12	5	35	30	7	89	0.134831460674157	0.0561797752808989	0.393258426966292	0.337078651685393	0.0786516853932584	1
N0.HOG0005839	4	5	38	22	4	73	0.0547945205479452	0.0684931506849315	0.520547945205479	0.301369863013699	0.0547945205479452	1
N0.HOG0005840	20	4	29	13	2	68	0.294117647058824	0.0588235294117647	0.426470588235294	0.191176470588235	0.0294117647058824	1
N0.HOG0005863	3	6	42	6	14	71	0.0422535211267606	0.0845070422535211	0.591549295774648	0.0845070422535211	0.197183098591549	3
N0.HOG0005864	39	9	13	16	3	80	0.4875	0.1125	0.1625	0.2	0.0375	2
N0.HOG0005865	25	2	28	14	3	72	0.347222222222222	0.0277777777777778	0.388888888888889	0.194444444444444	0.0416666666666667	1
N0.HOG0005866	30	0	12	10	2	54	0.555555555555556	0	0.222222222222222	0.185185185185185	0.037037037037037	2
N0.HOG0005867	4	8	42	7	10	71	0.0563380281690141	0.112676056338028	0.591549295774648	0.0985915492957746	0.140845070422535	3
N0.HOG0005868	0	3	42	2	6	53	0	0.0566037735849057	0.792452830188679	0.0377358490566038	0.113207547169811	3
N0.HOG0005869	1	3	39	3	4	50	0.02	0.06	0.78	0.06	0.08	3
N0.HOG0005870	32	4	20	17	1	74	0.432432432432432	0.0540540540540541	0.27027027027027	0.22972972972973	0.0135135135135135	1
N0.HOG0005880	30	3	26	22	4	85	0.352941176470588	0.0352941176470588	0.305882352941176	0.258823529411765	0.0470588235294118	1
N0.HOG0005881	24	7	21	32	7	91	0.263736263736264	0.0769230769230769	0.230769230769231	0.351648351648352	0.0769230769230769	1
N0.HOG0005883	4	11	37	8	2	62	0.0645161290322581	0.17741935483871	0.596774193548387	0.129032258064516	0.032258064516129	3
N0.HOG0005884	0	5	39	2	5	51	0	0.0980392156862745	0.764705882352941	0.0392156862745098	0.0980392156862745	3
N0.HOG0005885	27	3	25	18	2	75	0.36	0.04	0.333333333333333	0.24	0.0266666666666667	1
N0.HOG0005887	34	5	17	25	2	83	0.409638554216867	0.0602409638554217	0.204819277108434	0.301204819277108	0.0240963855421687	1
N0.HOG0005888	3	1	41	9	4	58	0.0517241379310345	0.0172413793103448	0.706896551724138	0.155172413793103	0.0689655172413793	3
N0.HOG0005890	32	0	10	5	2	49	0.653061224489796	0	0.204081632653061	0.102040816326531	0.0408163265306122	2
N0.HOG0005892	5	3	35	3	3	49	0.102040816326531	0.0612244897959184	0.714285714285714	0.0612244897959184	0.0612244897959184	3
N0.HOG0005898	3	1	31	2	3	40	0.075	0.025	0.775	0.05	0.075	3
N0.HOG0005899	23	6	30	22	4	85	0.270588235294118	0.0705882352941176	0.352941176470588	0.258823529411765	0.0470588235294118	1
N0.HOG0005900	32	5	33	25	4	99	0.323232323232323	0.0505050505050505	0.333333333333333	0.252525252525253	0.0404040404040404	1
N0.HOG0005901	32	7	28	17	5	89	0.359550561797753	0.0786516853932584	0.314606741573034	0.191011235955056	0.0561797752808989	1
N0.HOG0005902	35	1	18	10	1	65	0.538461538461538	0.0153846153846154	0.276923076923077	0.153846153846154	0.0153846153846154	1
N0.HOG0005904	38	1	5	9	2	55	0.690909090909091	0.0181818181818182	0.0909090909090909	0.163636363636364	0.0363636363636364	2
N0.HOG0005905	12	2	9	32	4	59	0.203389830508475	0.0338983050847458	0.152542372881356	0.542372881355932	0.0677966101694915	1
N0.HOG0005906	13	2	15	24	2	56	0.232142857142857	0.0357142857142857	0.267857142857143	0.428571428571429	0.0357142857142857	1
N0.HOG0005908	25	2	21	24	2	74	0.337837837837838	0.027027027027027	0.283783783783784	0.324324324324324	0.027027027027027	1
N0.HOG0005909	19	1	25	21	0	66	0.287878787878788	0.0151515151515152	0.378787878787879	0.318181818181818	0	1
N0.HOG0005910	7	3	40	9	7	66	0.106060606060606	0.0454545454545455	0.606060606060606	0.136363636363636	0.106060606060606	3
N0.HOG0005911	35	3	14	8	3	63	0.555555555555556	0.0476190476190476	0.222222222222222	0.126984126984127	0.0476190476190476	2
N0.HOG0005912	36	2	10	9	0	57	0.631578947368421	0.0350877192982456	0.175438596491228	0.157894736842105	0	2
N0.HOG0005914	39	1	10	13	3	66	0.590909090909091	0.0151515151515152	0.151515151515152	0.196969696969697	0.0454545454545455	2
N0.HOG0005915	35	1	6	6	0	48	0.729166666666667	0.0208333333333333	0.125	0.125	0	2
N0.HOG0005916	39	4	18	26	3	90	0.433333333333333	0.0444444444444444	0.2	0.288888888888889	0.0333333333333333	1
N0.HOG0005917	2	6	35	10	3	56	0.0357142857142857	0.107142857142857	0.625	0.178571428571429	0.0535714285714286	3
N0.HOG0005918	6	7	40	5	0	58	0.103448275862069	0.120689655172414	0.689655172413793	0.0862068965517241	0	3
N0.HOG0005919	22	1	18	24	6	71	0.309859154929577	0.0140845070422535	0.253521126760563	0.338028169014085	0.0845070422535211	1
N0.HOG0005922	20	5	10	14	5	54	0.37037037037037	0.0925925925925926	0.185185185185185	0.259259259259259	0.0925925925925926	1
N0.HOG0005923	16	4	9	19	1	49	0.326530612244898	0.0816326530612245	0.183673469387755	0.387755102040816	0.0204081632653061	1
N0.HOG0005924	8	2	11	26	2	49	0.163265306122449	0.0408163265306122	0.224489795918367	0.530612244897959	0.0408163265306122	1
N0.HOG0005926	26	2	35	18	4	85	0.305882352941176	0.0235294117647059	0.411764705882353	0.211764705882353	0.0470588235294118	1
N0.HOG0005927	29	3	6	14	3	55	0.527272727272727	0.0545454545454545	0.109090909090909	0.254545454545455	0.0545454545454545	1
N0.HOG0005933	10	2	38	13	5	68	0.147058823529412	0.0294117647058824	0.558823529411765	0.191176470588235	0.0735294117647059	3
N0.HOG0005936	32	3	12	6	2	55	0.581818181818182	0.0545454545454545	0.218181818181818	0.109090909090909	0.0363636363636364	2
N0.HOG0005937	29	1	18	22	5	75	0.386666666666667	0.0133333333333333	0.24	0.293333333333333	0.0666666666666667	1
N0.HOG0005940	29	3	14	7	1	54	0.537037037037037	0.0555555555555556	0.259259259259259	0.12962962962963	0.0185185185185185	1
N0.HOG0005941	38	4	7	9	3	61	0.622950819672131	0.0655737704918033	0.114754098360656	0.147540983606557	0.0491803278688525	2
N0.HOG0005943	39	1	4	7	2	53	0.735849056603774	0.0188679245283019	0.0754716981132075	0.132075471698113	0.0377358490566038	2
N0.HOG0005944	28	7	25	27	2	89	0.314606741573034	0.0786516853932584	0.280898876404494	0.303370786516854	0.0224719101123595	1
N0.HOG0005946	24	4	21	30	5	84	0.285714285714286	0.0476190476190476	0.25	0.357142857142857	0.0595238095238095	1
N0.HOG0005948	3	6	28	5	3	45	0.0666666666666667	0.133333333333333	0.622222222222222	0.111111111111111	0.0666666666666667	3
N0.HOG0005956	12	14	41	15	5	87	0.137931034482759	0.160919540229885	0.471264367816092	0.172413793103448	0.0574712643678161	1
N0.HOG0005957	7	5	36	12	9	69	0.101449275362319	0.072463768115942	0.521739130434783	0.173913043478261	0.130434782608696	1
N0.HOG0005958	35	3	4	3	3	48	0.729166666666667	0.0625	0.0833333333333333	0.0625	0.0625	2
N0.HOG0005968	23	1	13	6	1	44	0.522727272727273	0.0227272727272727	0.295454545454545	0.136363636363636	0.0227272727272727	1
N0.HOG0005976	2	4	41	5	3	55	0.0363636363636364	0.0727272727272727	0.745454545454545	0.0909090909090909	0.0545454545454545	3
N0.HOG0005977	6	3	42	11	7	69	0.0869565217391304	0.0434782608695652	0.608695652173913	0.159420289855072	0.101449275362319	3
N0.HOG0005978	2	3	34	5	4	48	0.0416666666666667	0.0625	0.708333333333333	0.104166666666667	0.0833333333333333	3
N0.HOG0005979	5	4	39	6	2	56	0.0892857142857143	0.0714285714285714	0.696428571428571	0.107142857142857	0.0357142857142857	3
N0.HOG0005980	26	3	28	13	8	78	0.333333333333333	0.0384615384615385	0.358974358974359	0.166666666666667	0.102564102564103	1
N0.HOG0005981	7	7	42	13	7	76	0.0921052631578947	0.0921052631578947	0.552631578947368	0.171052631578947	0.0921052631578947	3
N0.HOG0005983	35	1	21	11	1	69	0.507246376811594	0.0144927536231884	0.304347826086957	0.159420289855072	0.0144927536231884	1
N0.HOG0005986	8	0	26	7	3	44	0.181818181818182	0	0.590909090909091	0.159090909090909	0.0681818181818182	3
N0.HOG0005988	3	3	21	12	3	42	0.0714285714285714	0.0714285714285714	0.5	0.285714285714286	0.0714285714285714	1
N0.HOG0005990	12	1	32	6	2	53	0.226415094339623	0.0188679245283019	0.60377358490566	0.113207547169811	0.0377358490566038	3
N0.HOG0005994	40	1	7	7	2	57	0.701754385964912	0.0175438596491228	0.12280701754386	0.12280701754386	0.0350877192982456	2
N0.HOG0005995	38	6	9	7	4	64	0.59375	0.09375	0.140625	0.109375	0.0625	2
N0.HOG0005996	9	8	38	8	10	73	0.123287671232877	0.10958904109589	0.520547945205479	0.10958904109589	0.136986301369863	3
N0.HOG0005997	6	5	34	4	6	55	0.109090909090909	0.0909090909090909	0.618181818181818	0.0727272727272727	0.109090909090909	3
N0.HOG0005998	23	2	18	18	7	68	0.338235294117647	0.0294117647058824	0.264705882352941	0.264705882352941	0.102941176470588	1
N0.HOG0005999	11	3	27	7	3	51	0.215686274509804	0.0588235294117647	0.529411764705882	0.137254901960784	0.0588235294117647	1
N0.HOG0006000	40	4	12	12	0	68	0.588235294117647	0.0588235294117647	0.176470588235294	0.176470588235294	0	2
N0.HOG0006003	9	2	28	5	2	46	0.195652173913043	0.0434782608695652	0.608695652173913	0.108695652173913	0.0434782608695652	3
N0.HOG0006005	10	2	36	16	4	68	0.147058823529412	0.0294117647058824	0.529411764705882	0.235294117647059	0.0588235294117647	1
N0.HOG0006006	40	2	6	19	5	72	0.555555555555556	0.0277777777777778	0.0833333333333333	0.263888888888889	0.0694444444444444	1
N0.HOG0006007	35	1	8	9	1	54	0.648148148148148	0.0185185185185185	0.148148148148148	0.166666666666667	0.0185185185185185	2
N0.HOG0006008	35	2	8	16	5	66	0.53030303030303	0.0303030303030303	0.121212121212121	0.242424242424242	0.0757575757575758	2
N0.HOG0006009	25	1	14	8	1	49	0.510204081632653	0.0204081632653061	0.285714285714286	0.163265306122449	0.0204081632653061	1
N0.HOG0006011	2	4	36	17	2	61	0.0327868852459016	0.0655737704918033	0.590163934426229	0.278688524590164	0.0327868852459016	1
N0.HOG0006013	4	4	41	5	6	60	0.0666666666666667	0.0666666666666667	0.683333333333333	0.0833333333333333	0.1	3
N0.HOG0006014	0	1	34	0	5	40	0	0.025	0.85	0	0.125	3
N0.HOG0006016	7	6	36	13	5	67	0.104477611940299	0.0895522388059701	0.537313432835821	0.194029850746269	0.0746268656716418	1
N0.HOG0006017	6	5	40	3	11	65	0.0923076923076923	0.0769230769230769	0.615384615384615	0.0461538461538462	0.169230769230769	3
N0.HOG0006018	15	6	37	8	6	72	0.208333333333333	0.0833333333333333	0.513888888888889	0.111111111111111	0.0833333333333333	3
N0.HOG0006019	35	1	13	10	2	61	0.573770491803279	0.0163934426229508	0.213114754098361	0.163934426229508	0.0327868852459016	2
N0.HOG0006022	15	2	21	9	2	49	0.306122448979592	0.0408163265306122	0.428571428571429	0.183673469387755	0.0408163265306122	1
N0.HOG0006026	2	4	43	5	6	60	0.0333333333333333	0.0666666666666667	0.716666666666667	0.0833333333333333	0.1	3
N0.HOG0006027	29	6	16	8	4	63	0.46031746031746	0.0952380952380952	0.253968253968254	0.126984126984127	0.0634920634920635	1
N0.HOG0006036	8	2	34	6	2	52	0.153846153846154	0.0384615384615385	0.653846153846154	0.115384615384615	0.0384615384615385	3
N0.HOG0006037	38	6	4	8	1	57	0.666666666666667	0.105263157894737	0.0701754385964912	0.140350877192982	0.0175438596491228	2
N0.HOG0006044	8	4	30	13	3	58	0.137931034482759	0.0689655172413793	0.517241379310345	0.224137931034483	0.0517241379310345	3
N0.HOG0006045	5	8	30	9	2	54	0.0925925925925926	0.148148148148148	0.555555555555556	0.166666666666667	0.037037037037037	3
N0.HOG0006046	37	4	11	11	1	64	0.578125	0.0625	0.171875	0.171875	0.015625	2
N0.HOG0006048	0	4	38	3	7	52	0	0.0769230769230769	0.730769230769231	0.0576923076923077	0.134615384615385	3
N0.HOG0006049	1	1	34	2	7	45	0.0222222222222222	0.0222222222222222	0.755555555555556	0.0444444444444444	0.155555555555556	3
N0.HOG0006050	36	11	26	25	3	101	0.356435643564356	0.108910891089109	0.257425742574257	0.247524752475248	0.0297029702970297	1
N0.HOG0006051	3	0	37	6	4	50	0.06	0	0.74	0.12	0.08	3
N0.HOG0006053	29	1	14	16	2	62	0.467741935483871	0.0161290322580645	0.225806451612903	0.258064516129032	0.032258064516129	1
N0.HOG0006055	6	6	39	7	5	63	0.0952380952380952	0.0952380952380952	0.619047619047619	0.111111111111111	0.0793650793650794	3
N0.HOG0006057	32	2	19	8	1	62	0.516129032258065	0.032258064516129	0.306451612903226	0.129032258064516	0.0161290322580645	1
N0.HOG0006058	0	3	37	3	7	50	0	0.06	0.74	0.06	0.14	3
N0.HOG0006066	20	0	12	17	2	51	0.392156862745098	0	0.235294117647059	0.333333333333333	0.0392156862745098	1
N0.HOG0006067	6	5	38	6	4	59	0.101694915254237	0.0847457627118644	0.644067796610169	0.101694915254237	0.0677966101694915	3
N0.HOG0006069	10	3	38	10	5	66	0.151515151515152	0.0454545454545455	0.575757575757576	0.151515151515152	0.0757575757575758	3
N0.HOG0006073	1	1	33	7	17	59	0.0169491525423729	0.0169491525423729	0.559322033898305	0.11864406779661	0.288135593220339	3
N0.HOG0006074	24	5	28	26	3	86	0.27906976744186	0.0581395348837209	0.325581395348837	0.302325581395349	0.0348837209302326	1
N0.HOG0006077	21	4	36	22	3	86	0.244186046511628	0.0465116279069767	0.418604651162791	0.255813953488372	0.0348837209302326	1
N0.HOG0006078	36	1	16	13	1	67	0.537313432835821	0.0149253731343284	0.238805970149254	0.194029850746269	0.0149253731343284	2
N0.HOG0006079	9	2	29	4	3	47	0.191489361702128	0.0425531914893617	0.617021276595745	0.0851063829787234	0.0638297872340425	3
N0.HOG0006080	33	2	34	14	5	88	0.375	0.0227272727272727	0.386363636363636	0.159090909090909	0.0568181818181818	1
N0.HOG0006081	6	4	39	8	2	59	0.101694915254237	0.0677966101694915	0.661016949152542	0.135593220338983	0.0338983050847458	3
N0.HOG0006082	6	2	35	12	4	59	0.101694915254237	0.0338983050847458	0.593220338983051	0.203389830508475	0.0677966101694915	1
N0.HOG0006083	32	8	32	23	4	99	0.323232323232323	0.0808080808080808	0.323232323232323	0.232323232323232	0.0404040404040404	1
N0.HOG0006086	32	0	6	4	2	44	0.727272727272727	0	0.136363636363636	0.0909090909090909	0.0454545454545455	2
N0.HOG0006089	0	3	32	7	2	44	0	0.0681818181818182	0.727272727272727	0.159090909090909	0.0454545454545455	3
N0.HOG0006090	13	8	37	12	5	75	0.173333333333333	0.106666666666667	0.493333333333333	0.16	0.0666666666666667	1
N0.HOG0006091	5	5	36	7	4	57	0.087719298245614	0.087719298245614	0.631578947368421	0.12280701754386	0.0701754385964912	3
N0.HOG0006092	2	4	38	2	3	49	0.0408163265306122	0.0816326530612245	0.775510204081633	0.0408163265306122	0.0612244897959184	3
N0.HOG0006093	31	3	10	10	3	57	0.543859649122807	0.0526315789473684	0.175438596491228	0.175438596491228	0.0526315789473684	2
N0.HOG0006094	34	4	15	18	0	71	0.47887323943662	0.0563380281690141	0.211267605633803	0.253521126760563	0	1
N0.HOG0006095	2	8	35	10	3	58	0.0344827586206897	0.137931034482759	0.603448275862069	0.172413793103448	0.0517241379310345	3
N0.HOG0006096	2	1	39	4	3	49	0.0408163265306122	0.0204081632653061	0.795918367346939	0.0816326530612245	0.0612244897959184	3
N0.HOG0006097	1	3	38	4	4	50	0.02	0.06	0.76	0.08	0.08	3
N0.HOG0006098	5	4	35	2	7	53	0.0943396226415094	0.0754716981132075	0.660377358490566	0.0377358490566038	0.132075471698113	3
N0.HOG0006099	2	4	40	5	10	61	0.0327868852459016	0.0655737704918033	0.655737704918033	0.0819672131147541	0.163934426229508	3
N0.HOG0006100	4	7	36	17	3	67	0.0597014925373134	0.104477611940299	0.537313432835821	0.253731343283582	0.0447761194029851	1
N0.HOG0006102	3	3	38	5	5	54	0.0555555555555556	0.0555555555555556	0.703703703703704	0.0925925925925926	0.0925925925925926	3
N0.HOG0006103	1	1	40	1	4	47	0.0212765957446809	0.0212765957446809	0.851063829787234	0.0212765957446809	0.0851063829787234	3
N0.HOG0006104	12	5	40	20	4	81	0.148148148148148	0.0617283950617284	0.493827160493827	0.246913580246914	0.0493827160493827	1
N0.HOG0006105	38	2	9	7	3	59	0.644067796610169	0.0338983050847458	0.152542372881356	0.11864406779661	0.0508474576271186	2
N0.HOG0006108	34	2	7	6	1	50	0.68	0.04	0.14	0.12	0.02	2
N0.HOG0006109	7	11	34	30	3	85	0.0823529411764706	0.129411764705882	0.4	0.352941176470588	0.0352941176470588	1
N0.HOG0006110	0	2	36	2	2	42	0	0.0476190476190476	0.857142857142857	0.0476190476190476	0.0476190476190476	3
N0.HOG0006111	4	5	38	5	10	62	0.0645161290322581	0.0806451612903226	0.612903225806452	0.0806451612903226	0.161290322580645	3
N0.HOG0006113	1	2	41	3	4	51	0.0196078431372549	0.0392156862745098	0.803921568627451	0.0588235294117647	0.0784313725490196	3
N0.HOG0006115	24	2	14	13	0	53	0.452830188679245	0.0377358490566038	0.264150943396226	0.245283018867925	0	1
N0.HOG0006120	23	0	15	12	2	52	0.442307692307692	0	0.288461538461538	0.230769230769231	0.0384615384615385	1
N0.HOG0006123	40	8	17	11	3	79	0.506329113924051	0.10126582278481	0.215189873417722	0.139240506329114	0.0379746835443038	1
N0.HOG0006124	16	3	26	16	0	61	0.262295081967213	0.0491803278688525	0.426229508196721	0.262295081967213	0	1
N0.HOG0006125	9	8	31	10	3	61	0.147540983606557	0.131147540983607	0.508196721311475	0.163934426229508	0.0491803278688525	3
N0.HOG0006126	6	10	40	9	10	75	0.08	0.133333333333333	0.533333333333333	0.12	0.133333333333333	3
N0.HOG0006127	1	12	35	11	6	65	0.0153846153846154	0.184615384615385	0.538461538461538	0.169230769230769	0.0923076923076923	3
N0.HOG0006132	3	7	30	3	1	44	0.0681818181818182	0.159090909090909	0.681818181818182	0.0681818181818182	0.0227272727272727	3
N0.HOG0006133	5	4	31	3	1	44	0.113636363636364	0.0909090909090909	0.704545454545455	0.0681818181818182	0.0227272727272727	3
N0.HOG0006138	13	1	18	19	3	54	0.240740740740741	0.0185185185185185	0.333333333333333	0.351851851851852	0.0555555555555556	1
N0.HOG0006140	10	1	18	31	0	60	0.166666666666667	0.0166666666666667	0.3	0.516666666666667	0	1
N0.HOG0006144	29	1	9	18	2	59	0.491525423728814	0.0169491525423729	0.152542372881356	0.305084745762712	0.0338983050847458	1
N0.HOG0006145	16	1	31	21	4	73	0.219178082191781	0.0136986301369863	0.424657534246575	0.287671232876712	0.0547945205479452	1
N0.HOG0006146	33	4	8	11	3	59	0.559322033898305	0.0677966101694915	0.135593220338983	0.186440677966102	0.0508474576271186	2
N0.HOG0006147	18	1	30	12	2	63	0.285714285714286	0.0158730158730159	0.476190476190476	0.19047619047619	0.0317460317460317	1
N0.HOG0006148	5	13	36	11	6	71	0.0704225352112676	0.183098591549296	0.507042253521127	0.154929577464789	0.0845070422535211	3
N0.HOG0006149	13	7	27	11	2	60	0.216666666666667	0.116666666666667	0.45	0.183333333333333	0.0333333333333333	1
N0.HOG0006151	1	5	35	5	6	52	0.0192307692307692	0.0961538461538462	0.673076923076923	0.0961538461538462	0.115384615384615	3
N0.HOG0006153	0	3	42	2	3	50	0	0.06	0.84	0.04	0.06	3
N0.HOG0006156	18	2	38	22	8	88	0.204545454545455	0.0227272727272727	0.431818181818182	0.25	0.0909090909090909	1
N0.HOG0006158	26	2	19	11	2	60	0.433333333333333	0.0333333333333333	0.316666666666667	0.183333333333333	0.0333333333333333	1
N0.HOG0006159	7	4	42	8	12	73	0.0958904109589041	0.0547945205479452	0.575342465753425	0.10958904109589	0.164383561643836	3
N0.HOG0006160	30	3	12	12	3	60	0.5	0.05	0.2	0.2	0.05	2
N0.HOG0006161	23	0	11	13	1	48	0.479166666666667	0	0.229166666666667	0.270833333333333	0.0208333333333333	1
N0.HOG0006162	27	2	15	11	1	56	0.482142857142857	0.0357142857142857	0.267857142857143	0.196428571428571	0.0178571428571429	1
N0.HOG0006163	3	4	33	15	2	57	0.0526315789473684	0.0701754385964912	0.578947368421053	0.263157894736842	0.0350877192982456	1
N0.HOG0006164	5	4	30	15	1	55	0.0909090909090909	0.0727272727272727	0.545454545454545	0.272727272727273	0.0181818181818182	1
N0.HOG0006165	2	2	41	3	2	50	0.04	0.04	0.82	0.06	0.04	3
N0.HOG0006166	0	4	38	4	4	50	0	0.08	0.76	0.08	0.08	3
N0.HOG0006167	37	3	26	10	2	78	0.474358974358974	0.0384615384615385	0.333333333333333	0.128205128205128	0.0256410256410256	1
N0.HOG0006168	39	3	7	10	4	63	0.619047619047619	0.0476190476190476	0.111111111111111	0.158730158730159	0.0634920634920635	2
N0.HOG0006170	1	2	41	3	3	50	0.02	0.04	0.82	0.06	0.06	3
N0.HOG0006172	16	7	25	26	4	78	0.205128205128205	0.0897435897435897	0.320512820512821	0.333333333333333	0.0512820512820513	1
N0.HOG0006173	5	2	35	7	3	52	0.0961538461538462	0.0384615384615385	0.673076923076923	0.134615384615385	0.0576923076923077	3
N0.HOG0006174	3	3	36	14	5	61	0.0491803278688525	0.0491803278688525	0.590163934426229	0.229508196721311	0.0819672131147541	1
N0.HOG0006176	12	2	33	22	4	73	0.164383561643836	0.0273972602739726	0.452054794520548	0.301369863013699	0.0547945205479452	1
N0.HOG0006177	11	1	11	24	0	47	0.234042553191489	0.0212765957446809	0.234042553191489	0.51063829787234	0	1
N0.HOG0006187	32	0	5	11	3	51	0.627450980392157	0	0.0980392156862745	0.215686274509804	0.0588235294117647	1
N0.HOG0006191	35	2	16	11	4	68	0.514705882352941	0.0294117647058824	0.235294117647059	0.161764705882353	0.0588235294117647	1
N0.HOG0006204	10	0	37	31	5	83	0.120481927710843	0	0.44578313253012	0.373493975903614	0.0602409638554217	1
N0.HOG0006205	10	0	16	27	2	55	0.181818181818182	0	0.290909090909091	0.490909090909091	0.0363636363636364	1
N0.HOG0006206	5	5	17	33	2	62	0.0806451612903226	0.0806451612903226	0.274193548387097	0.532258064516129	0.032258064516129	1
N0.HOG0006207	29	2	5	11	2	49	0.591836734693878	0.0408163265306122	0.102040816326531	0.224489795918367	0.0408163265306122	2
N0.HOG0006208	14	2	4	21	0	41	0.341463414634146	0.0487804878048781	0.0975609756097561	0.51219512195122	0	1
N0.HOG0006210	14	1	19	20	4	58	0.241379310344828	0.0172413793103448	0.327586206896552	0.344827586206897	0.0689655172413793	1
N0.HOG0006213	19	1	9	15	2	46	0.41304347826087	0.0217391304347826	0.195652173913043	0.326086956521739	0.0434782608695652	1
N0.HOG0006214	14	5	28	24	5	76	0.184210526315789	0.0657894736842105	0.368421052631579	0.315789473684211	0.0657894736842105	1
N0.HOG0006215	31	1	9	22	1	64	0.484375	0.015625	0.140625	0.34375	0.015625	1
N0.HOG0006216	17	1	11	22	3	54	0.314814814814815	0.0185185185185185	0.203703703703704	0.407407407407407	0.0555555555555556	1
N0.HOG0006220	8	10	39	6	6	69	0.115942028985507	0.144927536231884	0.565217391304348	0.0869565217391304	0.0869565217391304	3
N0.HOG0006221	9	4	42	12	4	71	0.126760563380282	0.0563380281690141	0.591549295774648	0.169014084507042	0.0563380281690141	3
N0.HOG0006226	2	6	34	3	5	50	0.04	0.12	0.68	0.06	0.1	3
N0.HOG0006230	4	9	41	17	1	72	0.0555555555555556	0.125	0.569444444444444	0.236111111111111	0.0138888888888889	3
N0.HOG0006231	12	3	38	10	7	70	0.171428571428571	0.0428571428571429	0.542857142857143	0.142857142857143	0.1	3
N0.HOG0006232	22	1	21	15	4	63	0.349206349206349	0.0158730158730159	0.333333333333333	0.238095238095238	0.0634920634920635	1
N0.HOG0006233	32	0	17	12	1	62	0.516129032258065	0	0.274193548387097	0.193548387096774	0.0161290322580645	1
N0.HOG0006235	9	4	32	2	2	49	0.183673469387755	0.0816326530612245	0.653061224489796	0.0408163265306122	0.0408163265306122	3
N0.HOG0006237	13	0	13	19	1	46	0.282608695652174	0	0.282608695652174	0.41304347826087	0.0217391304347826	1
N0.HOG0006239	34	1	7	7	3	52	0.653846153846154	0.0192307692307692	0.134615384615385	0.134615384615385	0.0576923076923077	2
N0.HOG0006240	33	4	4	8	2	51	0.647058823529412	0.0784313725490196	0.0784313725490196	0.156862745098039	0.0392156862745098	2
N0.HOG0006242	17	1	11	18	2	49	0.346938775510204	0.0204081632653061	0.224489795918367	0.36734693877551	0.0408163265306122	1
N0.HOG0006243	7	2	18	16	2	45	0.155555555555556	0.0444444444444444	0.4	0.355555555555556	0.0444444444444444	1
N0.HOG0006244	19	0	26	12	2	59	0.322033898305085	0	0.440677966101695	0.203389830508475	0.0338983050847458	1
N0.HOG0006245	17	11	34	16	3	81	0.209876543209877	0.135802469135802	0.419753086419753	0.197530864197531	0.037037037037037	1
N0.HOG0006246	5	0	36	6	5	52	0.0961538461538462	0	0.692307692307692	0.115384615384615	0.0961538461538462	3
N0.HOG0006247	9	3	38	10	2	62	0.145161290322581	0.0483870967741935	0.612903225806452	0.161290322580645	0.032258064516129	3
N0.HOG0006248	4	12	31	4	0	51	0.0784313725490196	0.235294117647059	0.607843137254902	0.0784313725490196	0	3
N0.HOG0006249	21	2	26	5	4	58	0.362068965517241	0.0344827586206897	0.448275862068966	0.0862068965517241	0.0689655172413793	1
N0.HOG0006250	1	0	37	4	5	47	0.0212765957446809	0	0.787234042553192	0.0851063829787234	0.106382978723404	3
N0.HOG0006251	3	5	38	9	7	62	0.0483870967741935	0.0806451612903226	0.612903225806452	0.145161290322581	0.112903225806452	3
N0.HOG0006256	27	2	5	20	1	55	0.490909090909091	0.0363636363636364	0.0909090909090909	0.363636363636364	0.0181818181818182	1
N0.HOG0006258	23	2	27	16	3	71	0.323943661971831	0.028169014084507	0.380281690140845	0.225352112676056	0.0422535211267606	1
N0.HOG0006259	34	1	7	3	1	46	0.739130434782609	0.0217391304347826	0.152173913043478	0.0652173913043478	0.0217391304347826	2
N0.HOG0006261	8	3	33	8	1	53	0.150943396226415	0.0566037735849057	0.622641509433962	0.150943396226415	0.0188679245283019	3
N0.HOG0006262	5	4	40	5	4	58	0.0862068965517241	0.0689655172413793	0.689655172413793	0.0862068965517241	0.0689655172413793	3
N0.HOG0006263	21	0	23	23	5	72	0.291666666666667	0	0.319444444444444	0.319444444444444	0.0694444444444444	1
N0.HOG0006266	1	5	33	4	2	45	0.0222222222222222	0.111111111111111	0.733333333333333	0.0888888888888889	0.0444444444444444	3
N0.HOG0006267	4	4	40	16	6	70	0.0571428571428571	0.0571428571428571	0.571428571428571	0.228571428571429	0.0857142857142857	1
N0.HOG0006268	6	9	41	22	5	83	0.072289156626506	0.108433734939759	0.493975903614458	0.265060240963855	0.0602409638554217	1
