Species,Duplication,Classification,Number,PhyloOrder
Cclementina,dispersed,gbM-gbM,230,14
Cclementina,proximal,gbM-gbM,64,14
Cclementina,tandem,gbM-gbM,123,14
Cclementina,transposed,gbM-gbM,166,14
Cclementina,wgd,gbM-gbM,457,14
Cclementina,dispersed,gbM-teM,29,14
Cclementina,proximal,gbM-teM,18,14
Cclementina,tandem,gbM-teM,9,14
Cclementina,transposed,gbM-teM,28,14
Cclementina,wgd,gbM-teM,7,14
Cclementina,dispersed,gbM-Unclassified,95,14
Cclementina,proximal,gbM-Unclassified,36,14
Cclementina,tandem,gbM-Unclassified,51,14
Cclementina,transposed,gbM-Unclassified,80,14
Cclementina,wgd,gbM-Unclassified,137,14
Cclementina,dispersed,gbM-unM,157,14
Cclementina,proximal,gbM-unM,92,14
Cclementina,tandem,gbM-unM,152,14
Cclementina,transposed,gbM-unM,158,14
Cclementina,wgd,gbM-unM,152,14
Cclementina,dispersed,teM-teM,188,14
Cclementina,proximal,teM-teM,53,14
Cclementina,tandem,teM-teM,54,14
Cclementina,transposed,teM-teM,59,14
Cclementina,wgd,teM-teM,4,14
Cclementina,dispersed,teM-Unclassified,32,14
Cclementina,proximal,teM-Unclassified,23,14
Cclementina,tandem,teM-Unclassified,22,14
Cclementina,transposed,teM-Unclassified,27,14
Cclementina,wgd,teM-Unclassified,7,14
Cclementina,dispersed,Unclassified-Unclassified,44,14
Cclementina,proximal,Unclassified-Unclassified,44,14
Cclementina,tandem,Unclassified-Unclassified,19,14
Cclementina,transposed,Unclassified-Unclassified,33,14
Cclementina,wgd,Unclassified-Unclassified,78,14
Cclementina,dispersed,unM-teM,97,14
Cclementina,proximal,unM-teM,93,14
Cclementina,tandem,unM-teM,158,14
Cclementina,transposed,unM-teM,65,14
Cclementina,wgd,unM-teM,24,14
Cclementina,dispersed,unM-Unclassified,118,14
Cclementina,proximal,unM-Unclassified,120,14
Cclementina,tandem,unM-Unclassified,172,14
Cclementina,transposed,unM-Unclassified,95,14
Cclementina,wgd,unM-Unclassified,134,14
Cclementina,dispersed,unM-unM,438,14
Cclementina,proximal,unM-unM,488,14
Cclementina,tandem,unM-unM,1193,14
Cclementina,transposed,unM-unM,413,14
Cclementina,wgd,unM-unM,716,14
