Eucgr.A00241	OG0000000
Eucgr.A01070	OG0000000
Eucgr.A01071	OG0000000
Eucgr.B01696	OG0000000
Eucgr.B01697	OG0000000
Eucgr.C01780	OG0000000
Eucgr.C01781	OG0000000
Eucgr.C01782	OG0000000
Eucgr.C01783	OG0000000
Eucgr.C02180	OG0000000
Eucgr.C02777	OG0000000
Eucgr.D00965	OG0000000
Eucgr.D00967	OG0000000
Eucgr.E02768	OG0000000
Eucgr.E03969	OG0000000
Eucgr.E03976	OG0000000
Eucgr.E03989	OG0000000
Eucgr.E04352	OG0000000
Eucgr.F02949	OG0000000
Eucgr.F02950	OG0000000
Eucgr.H02653	OG0000000
Eucgr.H02654	OG0000000
Eucgr.H02694	OG0000000
Eucgr.H02696	OG0000000
Eucgr.H02701	OG0000000
Eucgr.H02702	OG0000000
Eucgr.H02705	OG0000000
Eucgr.H02715	OG0000000
Eucgr.H02731	OG0000000
Eucgr.H02734	OG0000000
Eucgr.H02735	OG0000000
Eucgr.H02744	OG0000000
Eucgr.H02747	OG0000000
Eucgr.H02812	OG0000000
Eucgr.H02923	OG0000000
Eucgr.H02929	OG0000000
Eucgr.H02931	OG0000000
Eucgr.H02932	OG0000000
Eucgr.H02934	OG0000000
Eucgr.H02935	OG0000000
Eucgr.H02936	OG0000000
Eucgr.H02939	OG0000000
Eucgr.H02993	OG0000000
Eucgr.I00001	OG0000000
Eucgr.I00066	OG0000000
Eucgr.I00068	OG0000000
Eucgr.I00070	OG0000000
Eucgr.I00116	OG0000000
Eucgr.I00146	OG0000000
Eucgr.I00151	OG0000000
Eucgr.I00152	OG0000000
Eucgr.I00156	OG0000000
Eucgr.I00158	OG0000000
Eucgr.I00160	OG0000000
Eucgr.I00162	OG0000000
Eucgr.I00164	OG0000000
Eucgr.J00307	OG0000000
Eucgr.K00668	OG0000000
Eucgr.K01324	OG0000000
Eucgr.L03159	OG0000000
Eucgr.A00200	OG0000001
Eucgr.A00996	OG0000001
Eucgr.A01122	OG0000001
Eucgr.A01766	OG0000001
Eucgr.A01767	OG0000001
Eucgr.A01772	OG0000001
Eucgr.A02110	OG0000001
Eucgr.A02796	OG0000001
Eucgr.B00023	OG0000001
Eucgr.B00229	OG0000001
Eucgr.B00373	OG0000001
Eucgr.B00865	OG0000001
Eucgr.B00866	OG0000001
Eucgr.B01827	OG0000001
Eucgr.B01869	OG0000001
Eucgr.B01964	OG0000001
Eucgr.B02144	OG0000001
Eucgr.B02197	OG0000001
Eucgr.B02896	OG0000001
Eucgr.B03324	OG0000001
Eucgr.B03606	OG0000001
Eucgr.B03684	OG0000001
Eucgr.C00721	OG0000001
Eucgr.C00722	OG0000001
Eucgr.C00723	OG0000001
Eucgr.C00724	OG0000001
Eucgr.C00725	OG0000001
Eucgr.C00826	OG0000001
Eucgr.C01374	OG0000001
Eucgr.C02096	OG0000001
Eucgr.C03151	OG0000001
Eucgr.C03152	OG0000001
Eucgr.C03153	OG0000001
Eucgr.C03554	OG0000001
Eucgr.C03555	OG0000001
Eucgr.D00037	OG0000001
Eucgr.D00751	OG0000001
Eucgr.D01701	OG0000001
Eucgr.D01819	OG0000001
Eucgr.D02099	OG0000001
Eucgr.D02390	OG0000001
Eucgr.E00261	OG0000001
Eucgr.E00407	OG0000001
Eucgr.E01031	OG0000001
Eucgr.E03689	OG0000001
Eucgr.E03819	OG0000001
Eucgr.E04323	OG0000001
Eucgr.F00325	OG0000001
Eucgr.F01069	OG0000001
Eucgr.F02583	OG0000001
Eucgr.F03143	OG0000001
Eucgr.F03175	OG0000001
Eucgr.F03176	OG0000001
Eucgr.F04422	OG0000001
Eucgr.F04423	OG0000001
Eucgr.F04449	OG0000001
Eucgr.G01774	OG0000001
Eucgr.G02195	OG0000001
Eucgr.G03385	OG0000001
Eucgr.H00158	OG0000001
Eucgr.H01058	OG0000001
Eucgr.H01337	OG0000001
Eucgr.H03057	OG0000001
Eucgr.I00012	OG0000001
Eucgr.I00442	OG0000001
Eucgr.I01406	OG0000001
Eucgr.I01791	OG0000001
Eucgr.I02017	OG0000001
Eucgr.J01362	OG0000001
Eucgr.J02212	OG0000001
Eucgr.J02816	OG0000001
Eucgr.K00077	OG0000001
Eucgr.K00250	OG0000001
Eucgr.K00251	OG0000001
Eucgr.K00555	OG0000001
Eucgr.K01504	OG0000001
Eucgr.K02806	OG0000001
Eucgr.K02907	OG0000001
Eucgr.K03262	OG0000001
Eucgr.L02185	OG0000001
Eucgr.L02563	OG0000001
Eucgr.B00182	OG0000002
Eucgr.B00184	OG0000002
Eucgr.B00186	OG0000002
Eucgr.B00187	OG0000002
Eucgr.B00190	OG0000002
Eucgr.B00191	OG0000002
Eucgr.B00192	OG0000002
Eucgr.B00195	OG0000002
Eucgr.B00196	OG0000002
Eucgr.B00197	OG0000002
Eucgr.B00198	OG0000002
Eucgr.B00199	OG0000002
Eucgr.B00200	OG0000002
Eucgr.B00201	OG0000002
Eucgr.B00202	OG0000002
Eucgr.B00203	OG0000002
Eucgr.B00204	OG0000002
Eucgr.B00205	OG0000002
Eucgr.B00206	OG0000002
Eucgr.B00207	OG0000002
Eucgr.B00208	OG0000002
Eucgr.B00209	OG0000002
Eucgr.B01014	OG0000002
Eucgr.B01015	OG0000002
Eucgr.B01897	OG0000002
Eucgr.B03246	OG0000002
Eucgr.B03247	OG0000002
Eucgr.B03248	OG0000002
Eucgr.B03249	OG0000002
Eucgr.B03252	OG0000002
Eucgr.B03253	OG0000002
Eucgr.B03254	OG0000002
Eucgr.B03255	OG0000002
Eucgr.B03258	OG0000002
Eucgr.B03261	OG0000002
Eucgr.B03262	OG0000002
Eucgr.B03263	OG0000002
Eucgr.B03265	OG0000002
Eucgr.C01775	OG0000002
Eucgr.C01776	OG0000002
Eucgr.D01067	OG0000002
Eucgr.D01189	OG0000002
Eucgr.D01190	OG0000002
Eucgr.D01192	OG0000002
Eucgr.D01193	OG0000002
Eucgr.D01195	OG0000002
Eucgr.F02064	OG0000002
Eucgr.F02065	OG0000002
Eucgr.F02067	OG0000002
Eucgr.F02072	OG0000002
Eucgr.F02091	OG0000002
Eucgr.H04691	OG0000002
Eucgr.H04877	OG0000002
Eucgr.H04878	OG0000002
Eucgr.H04879	OG0000002
Eucgr.K00784	OG0000002
Eucgr.L00981	OG0000002
Eucgr.L03100	OG0000002
Eucgr.L03101	OG0000002
Eucgr.L03212	OG0000002
Eucgr.L03511	OG0000002
Eucgr.A00810	OG0000003
Eucgr.C03444	OG0000003
Eucgr.C03460	OG0000003
Eucgr.C03467	OG0000003
Eucgr.C03469	OG0000003
Eucgr.E02141	OG0000003
Eucgr.E02247	OG0000003
Eucgr.E02282	OG0000003
Eucgr.E02543	OG0000003
Eucgr.E02649	OG0000003
Eucgr.E03065	OG0000003
Eucgr.E03067	OG0000003
Eucgr.E03068	OG0000003
Eucgr.E03069	OG0000003
Eucgr.E03071	OG0000003
Eucgr.E03074	OG0000003
Eucgr.E03075	OG0000003
Eucgr.E03077	OG0000003
Eucgr.E03080	OG0000003
Eucgr.E03081	OG0000003
Eucgr.E03084	OG0000003
Eucgr.E03085	OG0000003
Eucgr.E03087	OG0000003
Eucgr.E03089	OG0000003
Eucgr.E03091	OG0000003
Eucgr.E03092	OG0000003
Eucgr.E03097	OG0000003
Eucgr.E03098	OG0000003
Eucgr.E03274	OG0000003
Eucgr.E03278	OG0000003
Eucgr.E03280	OG0000003
Eucgr.E03282	OG0000003
Eucgr.E03284	OG0000003
Eucgr.E03285	OG0000003
Eucgr.E03286	OG0000003
Eucgr.E03288	OG0000003
Eucgr.E03289	OG0000003
Eucgr.E03291	OG0000003
Eucgr.E03292	OG0000003
Eucgr.F01254	OG0000003
