Phvul.002G147500	OG0000000
Phvul.003G084100	OG0000000
Phvul.003G095700	OG0000000
Phvul.003G163000	OG0000000
Phvul.006G156800	OG0000000
Phvul.006G157000	OG0000000
Phvul.006G204575	OG0000000
Phvul.006G204650	OG0000000
Phvul.006G204725	OG0000000
Phvul.007G113100	OG0000000
Phvul.007G141400	OG0000000
Phvul.007G235100	OG0000000
Phvul.007G235200	OG0000000
Phvul.007G235400	OG0000000
Phvul.007G235500	OG0000000
Phvul.007G236000	OG0000000
Phvul.007G236100	OG0000000
Phvul.008G026000	OG0000000
Phvul.008G026150	OG0000000
Phvul.008G148100	OG0000000
Phvul.009G054900	OG0000000
Phvul.009G145600	OG0000000
Phvul.011G009500	OG0000000
Phvul.001G071000	OG0000001
Phvul.001G161000	OG0000001
Phvul.001G211700	OG0000001
Phvul.001G219000	OG0000001
Phvul.001G221500	OG0000001
Phvul.002G040900	OG0000001
Phvul.002G056900	OG0000001
Phvul.002G092100	OG0000001
Phvul.002G139500	OG0000001
Phvul.002G159700	OG0000001
Phvul.002G170000	OG0000001
Phvul.002G221000	OG0000001
Phvul.002G279000	OG0000001
Phvul.002G292600	OG0000001
Phvul.003G036400	OG0000001
Phvul.003G046400	OG0000001
Phvul.003G132100	OG0000001
Phvul.003G200100	OG0000001
Phvul.003G203900	OG0000001
Phvul.003G222400	OG0000001
Phvul.003G284000	OG0000001
Phvul.004G024200	OG0000001
Phvul.004G029800	OG0000001
Phvul.004G046000	OG0000001
Phvul.004G116500	OG0000001
Phvul.005G047400	OG0000001
Phvul.005G060000	OG0000001
Phvul.005G109100	OG0000001
Phvul.005G109800	OG0000001
Phvul.005G109900	OG0000001
Phvul.005G157600	OG0000001
Phvul.006G105200	OG0000001
Phvul.006G114800	OG0000001
Phvul.006G192900	OG0000001
Phvul.007G069200	OG0000001
Phvul.007G108500	OG0000001
Phvul.007G192900	OG0000001
Phvul.007G206200	OG0000001
Phvul.007G208400	OG0000001
Phvul.007G215800	OG0000001
Phvul.007G273400	OG0000001
Phvul.008G038000	OG0000001
Phvul.008G205000	OG0000001
Phvul.008G233800	OG0000001
Phvul.009G031200	OG0000001
Phvul.009G119900	OG0000001
Phvul.009G158200	OG0000001
Phvul.009G174900	OG0000001
Phvul.009G183800	OG0000001
Phvul.010G115500	OG0000001
Phvul.010G130500	OG0000001
Phvul.010G130600	OG0000001
Phvul.010G137500	OG0000001
Phvul.011G019200	OG0000001
Phvul.011G034900	OG0000001
Phvul.011G059800	OG0000001
Phvul.011G109500	OG0000001
Phvul.011G109800	OG0000001
Phvul.011G109900	OG0000001
Phvul.011G110500	OG0000001
Phvul.011G212000	OG0000001
Phvul.L009043	OG0000001
