Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Clanatus,unM-unM,unM,unM,0,0,1,0.00087260034904014,0-0
Clanatus,unM-unM,unM,unM,1,0,0,0,1-0
Clanatus,unM-unM,unM,unM,0,1,79,0.068935427574171,0-1
Clanatus,unM-unM,unM,unM,1,1,1066,0.930191972076789,1-1
Clanatus,gbM-unM,gbM,unM,0,0,1,0.00289855072463768,0-0
Clanatus,gbM-unM,gbM,unM,1,0,6,0.0173913043478261,1-0
Clanatus,gbM-unM,gbM,unM,0,1,21,0.0608695652173913,0-1
Clanatus,gbM-unM,gbM,unM,1,1,317,0.918840579710145,1-1
Clanatus,unM-teM,unM,teM,0,0,0,0,0-0
Clanatus,unM-teM,unM,teM,1,0,1,0.0075187969924812,1-0
Clanatus,unM-teM,unM,teM,0,1,10,0.075187969924812,0-1
Clanatus,unM-teM,unM,teM,1,1,122,0.917293233082707,1-1
Clanatus,gbM-gbM,gbM,gbM,0,0,1,0.00222222222222222,0-0
Clanatus,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Clanatus,gbM-gbM,gbM,gbM,0,1,27,0.06,0-1
Clanatus,gbM-gbM,gbM,gbM,1,1,422,0.937777777777778,1-1
Clanatus,gbM-teM,gbM,teM,0,0,0,0,0-0
Clanatus,gbM-teM,gbM,teM,1,0,2,0.0256410256410256,1-0
Clanatus,gbM-teM,gbM,teM,0,1,3,0.0384615384615385,0-1
Clanatus,gbM-teM,gbM,teM,1,1,73,0.935897435897436,1-1
Clanatus,teM-teM,teM,teM,0,0,1,0.00398406374501992,0-0
Clanatus,teM-teM,teM,teM,1,0,0,0,1-0
Clanatus,teM-teM,teM,teM,0,1,16,0.0637450199203187,0-1
Clanatus,teM-teM,teM,teM,1,1,234,0.932270916334661,1-1
