"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Clanatus"
"2","TEs","Genes",-0.544245309358894,0,"Clanatus"
"3","TE.nucleotidess","Genes",-0.595594287178656,0,"Clanatus"
"4","gbM","Genes",0.55370105897852,0,"Clanatus"
"5","TE.like","Genes",NA,NA,"Clanatus"
"6","Unmethylated","Genes",0.767695751393473,0,"Clanatus"
"7","Unclassified","Genes",0.710077247233574,0,"Clanatus"
"8","Genes","TEs",-0.544245309358894,0,"Clanatus"
"9","TEs","TEs",1,NA,"Clanatus"
"10","TE.nucleotidess","TEs",0.931937745232277,0,"Clanatus"
"11","gbM","TEs",-0.373457196254604,0,"Clanatus"
"12","TE.like","TEs",NA,NA,"Clanatus"
"13","Unmethylated","TEs",-0.431003955113526,0,"Clanatus"
"14","Unclassified","TEs",-0.427047274668065,0,"Clanatus"
"15","Genes","TE.nucleotidess",-0.595594287178656,0,"Clanatus"
"16","TEs","TE.nucleotidess",0.931937745232277,0,"Clanatus"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Clanatus"
"18","gbM","TE.nucleotidess",-0.421676096353245,0,"Clanatus"
"19","TE.like","TE.nucleotidess",NA,NA,"Clanatus"
"20","Unmethylated","TE.nucleotidess",-0.47178323217534,0,"Clanatus"
"21","Unclassified","TE.nucleotidess",-0.4680650819278,0,"Clanatus"
"22","Genes","gbM",0.55370105897852,0,"Clanatus"
"23","TEs","gbM",-0.373457196254604,0,"Clanatus"
"24","TE.nucleotidess","gbM",-0.421676096353245,0,"Clanatus"
"25","gbM","gbM",1,NA,"Clanatus"
"26","TE.like","gbM",NA,NA,"Clanatus"
"27","Unmethylated","gbM",0.209674510397408,0,"Clanatus"
"28","Unclassified","gbM",0.260123910768627,0,"Clanatus"
"29","Genes","TE.like",NA,NA,"Clanatus"
"30","TEs","TE.like",NA,NA,"Clanatus"
"31","TE.nucleotidess","TE.like",NA,NA,"Clanatus"
"32","gbM","TE.like",NA,NA,"Clanatus"
"33","TE.like","TE.like",1,NA,"Clanatus"
"34","Unmethylated","TE.like",NA,NA,"Clanatus"
"35","Unclassified","TE.like",NA,NA,"Clanatus"
"36","Genes","Unmethylated",0.767695751393473,0,"Clanatus"
"37","TEs","Unmethylated",-0.431003955113526,0,"Clanatus"
"38","TE.nucleotidess","Unmethylated",-0.47178323217534,0,"Clanatus"
"39","gbM","Unmethylated",0.209674510397408,0,"Clanatus"
"40","TE.like","Unmethylated",NA,NA,"Clanatus"
"41","Unmethylated","Unmethylated",1,NA,"Clanatus"
"42","Unclassified","Unmethylated",0.340256523754122,0,"Clanatus"
"43","Genes","Unclassified",0.710077247233574,0,"Clanatus"
"44","TEs","Unclassified",-0.427047274668065,0,"Clanatus"
"45","TE.nucleotidess","Unclassified",-0.4680650819278,0,"Clanatus"
"46","gbM","Unclassified",0.260123910768627,0,"Clanatus"
"47","TE.like","Unclassified",NA,NA,"Clanatus"
"48","Unmethylated","Unclassified",0.340256523754122,0,"Clanatus"
"49","Unclassified","Unclassified",1,NA,"Clanatus"
