Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Clanatus,gbM,0,gbM-gbM,30,0.0312825860271116
Clanatus,gbM,1,gbM-gbM,929,0.968717413972888
Clanatus,gbM,0,gbM-teM,3,0.036144578313253
Clanatus,teM,0,gbM-teM,2,0.0229885057471264
Clanatus,gbM,1,gbM-teM,80,0.963855421686747
Clanatus,teM,1,gbM-teM,85,0.977011494252874
Clanatus,gbM,0,gbM-unM,21,0.0575342465753425
Clanatus,unM,0,gbM-unM,7,0.0193905817174515
Clanatus,gbM,1,gbM-unM,344,0.942465753424658
Clanatus,unM,1,gbM-unM,354,0.980609418282548
Clanatus,teM,0,teM-teM,14,0.0321100917431193
Clanatus,teM,1,teM-teM,422,0.967889908256881
Clanatus,unM,0,unM-teM,8,0.0592592592592593
Clanatus,teM,0,unM-teM,1,0.00757575757575758
Clanatus,unM,1,unM-teM,127,0.940740740740741
Clanatus,teM,1,unM-teM,131,0.992424242424242
Clanatus,unM,0,unM-unM,80,0.0347222222222222
Clanatus,unM,1,unM-unM,2224,0.965277777777778
