Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Aipaensis,gbM,0,gbM-gbM,37,0.0230817217716781
Aipaensis,gbM,1,gbM-gbM,1566,0.976918278228322
Aipaensis,gbM,0,gbM-teM,4,0.00785854616895874
Aipaensis,teM,0,gbM-teM,2,0.00291120815138282
Aipaensis,gbM,1,gbM-teM,505,0.992141453831041
Aipaensis,teM,1,gbM-teM,685,0.997088791848617
Aipaensis,gbM,0,gbM-unM,24,0.0227488151658768
Aipaensis,unM,0,gbM-unM,27,0.024390243902439
Aipaensis,gbM,1,gbM-unM,1031,0.977251184834123
Aipaensis,unM,1,gbM-unM,1080,0.975609756097561
Aipaensis,teM,0,teM-teM,248,0.0187481100695494
Aipaensis,teM,1,teM-teM,12980,0.981251889930451
Aipaensis,unM,0,unM-teM,21,0.0175879396984925
Aipaensis,teM,0,unM-teM,9,0.00663716814159292
Aipaensis,unM,1,unM-teM,1173,0.982412060301508
Aipaensis,teM,1,unM-teM,1347,0.993362831858407
Aipaensis,unM,0,unM-unM,82,0.0146507057352153
Aipaensis,unM,1,unM-unM,5515,0.985349294264785
