"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Aipaensis"
"2","TEs","Genes",-0.517046080153534,0,"Aipaensis"
"3","TE.nucleotidess","Genes",-0.655219029056467,0,"Aipaensis"
"4","gbM","Genes",0.615886965719189,0,"Aipaensis"
"5","teM","Genes",0.643989230811964,0,"Aipaensis"
"6","unM","Genes",0.764322490374147,0,"Aipaensis"
"7","Unclassified","Genes",0.571420531332361,0,"Aipaensis"
"8","Genes","TEs",-0.517046080153534,0,"Aipaensis"
"9","TEs","TEs",1,NA,"Aipaensis"
"10","TE.nucleotidess","TEs",0.867031201307838,0,"Aipaensis"
"11","gbM","TEs",-0.396715012348103,0,"Aipaensis"
"12","teM","TEs",-0.251028897637412,0,"Aipaensis"
"13","unM","TEs",-0.441795543887808,0,"Aipaensis"
"14","Unclassified","TEs",-0.341037069767402,0,"Aipaensis"
"15","Genes","TE.nucleotidess",-0.655219029056467,0,"Aipaensis"
"16","TEs","TE.nucleotidess",0.867031201307838,0,"Aipaensis"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Aipaensis"
"18","gbM","TE.nucleotidess",-0.493997194381579,0,"Aipaensis"
"19","teM","TE.nucleotidess",-0.33433787982941,0,"Aipaensis"
"20","unM","TE.nucleotidess",-0.550733229795336,0,"Aipaensis"
"21","Unclassified","TE.nucleotidess",-0.419433341028734,0,"Aipaensis"
"22","Genes","gbM",0.615886965719189,0,"Aipaensis"
"23","TEs","gbM",-0.396715012348103,0,"Aipaensis"
"24","TE.nucleotidess","gbM",-0.493997194381579,0,"Aipaensis"
"25","gbM","gbM",1,NA,"Aipaensis"
"26","teM","gbM",0.119018750009021,0,"Aipaensis"
"27","unM","gbM",0.402860702942422,0,"Aipaensis"
"28","Unclassified","gbM",0.38623951245496,0,"Aipaensis"
"29","Genes","teM",0.643989230811964,0,"Aipaensis"
"30","TEs","teM",-0.251028897637412,0,"Aipaensis"
"31","TE.nucleotidess","teM",-0.33433787982941,0,"Aipaensis"
"32","gbM","teM",0.119018750009021,0,"Aipaensis"
"33","teM","teM",1,NA,"Aipaensis"
"34","unM","teM",0.176619551204391,0,"Aipaensis"
"35","Unclassified","teM",0.138684119403339,0,"Aipaensis"
"36","Genes","unM",0.764322490374147,0,"Aipaensis"
"37","TEs","unM",-0.441795543887808,0,"Aipaensis"
"38","TE.nucleotidess","unM",-0.550733229795336,0,"Aipaensis"
"39","gbM","unM",0.402860702942422,0,"Aipaensis"
"40","teM","unM",0.176619551204391,0,"Aipaensis"
"41","unM","unM",1,NA,"Aipaensis"
"42","Unclassified","unM",0.398268633842617,0,"Aipaensis"
"43","Genes","Unclassified",0.571420531332361,0,"Aipaensis"
"44","TEs","Unclassified",-0.341037069767402,0,"Aipaensis"
"45","TE.nucleotidess","Unclassified",-0.419433341028734,0,"Aipaensis"
"46","gbM","Unclassified",0.38623951245496,0,"Aipaensis"
"47","teM","Unclassified",0.138684119403339,0,"Aipaensis"
"48","unM","Unclassified",0.398268633842617,0,"Aipaensis"
"49","Unclassified","Unclassified",1,NA,"Aipaensis"
