Thhalv10002580m.g	OG0000000
Thhalv10015820m.g	OG0000000
Thhalv10020779m.g	OG0000000
Thhalv10020831m.g	OG0000000
Thhalv10022274m.g	OG0000000
Thhalv10022356m.g	OG0000000
Thhalv10025373m.g	OG0000000
Thhalv10025396m.g	OG0000000
Thhalv10028334m.g	OG0000000
Thhalv10028697m.g	OG0000000
Thhalv10001498m.g	OG0000001
Thhalv10001820m.g	OG0000001
Thhalv10003461m.g	OG0000001
Thhalv10004450m.g	OG0000001
Thhalv10004518m.g	OG0000001
Thhalv10004620m.g	OG0000001
Thhalv10005428m.g	OG0000001
Thhalv10005502m.g	OG0000001
Thhalv10006080m.g	OG0000001
Thhalv10008000m.g	OG0000001
Thhalv10008436m.g	OG0000001
Thhalv10008456m.g	OG0000001
Thhalv10008531m.g	OG0000001
Thhalv10010657m.g	OG0000001
Thhalv10012163m.g	OG0000001
Thhalv10014028m.g	OG0000001
Thhalv10014050m.g	OG0000001
Thhalv10014101m.g	OG0000001
Thhalv10014125m.g	OG0000001
Thhalv10014388m.g	OG0000001
Thhalv10014715m.g	OG0000001
Thhalv10014754m.g	OG0000001
Thhalv10015560m.g	OG0000001
Thhalv10016567m.g	OG0000001
Thhalv10017136m.g	OG0000001
Thhalv10018933m.g	OG0000001
Thhalv10021042m.g	OG0000001
Thhalv10021048m.g	OG0000001
Thhalv10021052m.g	OG0000001
Thhalv10021926m.g	OG0000001
Thhalv10022057m.g	OG0000001
Thhalv10022066m.g	OG0000001
Thhalv10022110m.g	OG0000001
Thhalv10022405m.g	OG0000001
Thhalv10022799m.g	OG0000001
Thhalv10023601m.g	OG0000001
Thhalv10023948m.g	OG0000001
Thhalv10025350m.g	OG0000001
Thhalv10025886m.g	OG0000001
Thhalv10025926m.g	OG0000001
Thhalv10026022m.g	OG0000001
Thhalv10026921m.g	OG0000001
Thhalv10027463m.g	OG0000001
Thhalv10027571m.g	OG0000001
Thhalv10028340m.g	OG0000001
Thhalv10028778m.g	OG0000001
Thhalv10028861m.g	OG0000001
Thhalv10029512m.g	OG0000001
Thhalv10000569m.g	OG0000002
Thhalv10000721m.g	OG0000002
Thhalv10003650m.g	OG0000002
Thhalv10004036m.g	OG0000002
Thhalv10004058m.g	OG0000002
Thhalv10004062m.g	OG0000002
Thhalv10004064m.g	OG0000002
Thhalv10004067m.g	OG0000002
Thhalv10004070m.g	OG0000002
Thhalv10004071m.g	OG0000002
Thhalv10004073m.g	OG0000002
Thhalv10004078m.g	OG0000002
Thhalv10005389m.g	OG0000002
Thhalv10005583m.g	OG0000002
Thhalv10005677m.g	OG0000002
Thhalv10007422m.g	OG0000002
Thhalv10007425m.g	OG0000002
Thhalv10007429m.g	OG0000002
Thhalv10007439m.g	OG0000002
Thhalv10007465m.g	OG0000002
Thhalv10007466m.g	OG0000002
