Species,Duplication,Classification,Number,PhyloOrder
Fvesca,dispersed,gbM-gbM,291,32
Fvesca,proximal,gbM-gbM,55,32
Fvesca,tandem,gbM-gbM,57,32
Fvesca,transposed,gbM-gbM,150,32
Fvesca,wgd,gbM-gbM,247,32
Fvesca,dispersed,gbM-teM,81,32
Fvesca,proximal,gbM-teM,21,32
Fvesca,tandem,gbM-teM,16,32
Fvesca,transposed,gbM-teM,52,32
Fvesca,wgd,gbM-teM,20,32
Fvesca,dispersed,gbM-Unclassified,156,32
Fvesca,proximal,gbM-Unclassified,39,32
Fvesca,tandem,gbM-Unclassified,21,32
Fvesca,transposed,gbM-Unclassified,64,32
Fvesca,wgd,gbM-Unclassified,94,32
Fvesca,dispersed,gbM-unM,382,32
Fvesca,proximal,gbM-unM,130,32
Fvesca,tandem,gbM-unM,128,32
Fvesca,transposed,gbM-unM,256,32
Fvesca,wgd,gbM-unM,157,32
Fvesca,dispersed,teM-teM,667,32
Fvesca,proximal,teM-teM,66,32
Fvesca,tandem,teM-teM,38,32
Fvesca,transposed,teM-teM,61,32
Fvesca,wgd,teM-teM,2,32
Fvesca,dispersed,teM-Unclassified,68,32
Fvesca,proximal,teM-Unclassified,18,32
Fvesca,tandem,teM-Unclassified,12,32
Fvesca,transposed,teM-Unclassified,26,32
Fvesca,wgd,teM-Unclassified,9,32
Fvesca,dispersed,Unclassified-Unclassified,77,32
Fvesca,proximal,Unclassified-Unclassified,24,32
Fvesca,tandem,Unclassified-Unclassified,21,32
Fvesca,transposed,Unclassified-Unclassified,36,32
Fvesca,wgd,Unclassified-Unclassified,54,32
Fvesca,dispersed,unM-teM,235,32
Fvesca,proximal,unM-teM,95,32
Fvesca,tandem,unM-teM,75,32
Fvesca,transposed,unM-teM,121,32
Fvesca,wgd,unM-teM,31,32
Fvesca,dispersed,unM-Unclassified,188,32
Fvesca,proximal,unM-Unclassified,106,32
Fvesca,tandem,unM-Unclassified,80,32
Fvesca,transposed,unM-Unclassified,133,32
Fvesca,wgd,unM-Unclassified,109,32
Fvesca,dispersed,unM-unM,1005,32
Fvesca,proximal,unM-unM,654,32
Fvesca,tandem,unM-unM,813,32
Fvesca,transposed,unM-unM,570,32
Fvesca,wgd,unM-unM,529,32
