Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Fvesca,gbM,0,gbM-gbM,424,0.297752808988764
Fvesca,gbM,1,gbM-gbM,1000,0.702247191011236
Fvesca,gbM,0,gbM-teM,41,0.269736842105263
Fvesca,teM,0,gbM-teM,7,0.0395480225988701
Fvesca,gbM,1,gbM-teM,111,0.730263157894737
Fvesca,teM,1,gbM-teM,170,0.96045197740113
Fvesca,gbM,0,gbM-unM,240,0.285035629453682
Fvesca,unM,0,gbM-unM,278,0.287487073422958
Fvesca,gbM,1,gbM-unM,602,0.714964370546318
Fvesca,unM,1,gbM-unM,689,0.712512926577042
Fvesca,teM,0,teM-teM,75,0.0604838709677419
Fvesca,teM,1,teM-teM,1165,0.939516129032258
Fvesca,unM,0,unM-teM,96,0.20125786163522
Fvesca,teM,0,unM-teM,53,0.106854838709677
Fvesca,unM,1,unM-teM,381,0.79874213836478
Fvesca,teM,1,unM-teM,443,0.893145161290323
Fvesca,unM,0,unM-unM,1513,0.249711173460967
Fvesca,unM,1,unM-unM,4546,0.750288826539033
