Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Mesculenta,unM-unM,unM,unM,0,0,345,0.047573083287369,0-0
Mesculenta,unM-unM,unM,unM,1,0,0,0,1-0
Mesculenta,unM-unM,unM,unM,0,1,1830,0.25234418091561,0-1
Mesculenta,unM-unM,unM,unM,1,1,5077,0.700082735797022,1-1
Mesculenta,gbM-unM,gbM,unM,0,0,25,0.0248262164846077,0-0
Mesculenta,gbM-unM,gbM,unM,1,0,123,0.12214498510427,1-0
Mesculenta,gbM-unM,gbM,unM,0,1,114,0.113207547169811,0-1
Mesculenta,gbM-unM,gbM,unM,1,1,745,0.739821251241311,1-1
Mesculenta,unM-teM,unM,teM,0,0,2,0.00909090909090909,0-0
Mesculenta,unM-teM,unM,teM,1,0,8,0.0363636363636364,1-0
Mesculenta,unM-teM,unM,teM,0,1,23,0.104545454545455,0-1
Mesculenta,unM-teM,unM,teM,1,1,187,0.85,1-1
Mesculenta,teM-teM,teM,teM,0,0,0,0,0-0
Mesculenta,teM-teM,teM,teM,1,0,0,0,1-0
Mesculenta,teM-teM,teM,teM,0,1,10,0.0531914893617021,0-1
Mesculenta,teM-teM,teM,teM,1,1,178,0.946808510638298,1-1
Mesculenta,gbM-teM,gbM,teM,0,1,2,0.0425531914893617,0-1
Mesculenta,gbM-teM,gbM,teM,1,1,45,0.957446808510638,1-1
Mesculenta,gbM-teM,gbM,teM,0,0,0,0,0-0
Mesculenta,gbM-teM,gbM,teM,1,0,0,0,1-0
Mesculenta,gbM-gbM,gbM,gbM,0,0,20,0.0205549845837616,0-0
Mesculenta,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Mesculenta,gbM-gbM,gbM,gbM,0,1,190,0.195272353545735,0-1
Mesculenta,gbM-gbM,gbM,gbM,1,1,763,0.784172661870504,1-1
