Species,Duplication,Classification,Number,PhyloOrder
Slycopersicum,dispersed,gbM-gbM,586,41
Slycopersicum,proximal,gbM-gbM,110,41
Slycopersicum,tandem,gbM-gbM,336,41
Slycopersicum,transposed,gbM-gbM,539,41
Slycopersicum,wgd,gbM-gbM,992,41
Slycopersicum,dispersed,gbM-teM,265,41
Slycopersicum,proximal,gbM-teM,64,41
Slycopersicum,tandem,gbM-teM,103,41
Slycopersicum,transposed,gbM-teM,186,41
Slycopersicum,wgd,gbM-teM,128,41
Slycopersicum,dispersed,gbM-Unclassified,387,41
Slycopersicum,proximal,gbM-Unclassified,141,41
Slycopersicum,tandem,gbM-Unclassified,281,41
Slycopersicum,transposed,gbM-Unclassified,321,41
Slycopersicum,wgd,gbM-Unclassified,504,41
Slycopersicum,dispersed,gbM-unM,119,41
Slycopersicum,proximal,gbM-unM,47,41
Slycopersicum,tandem,gbM-unM,64,41
Slycopersicum,transposed,gbM-unM,114,41
Slycopersicum,wgd,gbM-unM,121,41
Slycopersicum,dispersed,teM-teM,708,41
Slycopersicum,proximal,teM-teM,358,41
Slycopersicum,tandem,teM-teM,534,41
Slycopersicum,transposed,teM-teM,312,41
Slycopersicum,wgd,teM-teM,118,41
Slycopersicum,dispersed,teM-Unclassified,294,41
Slycopersicum,proximal,teM-Unclassified,93,41
Slycopersicum,tandem,teM-Unclassified,171,41
Slycopersicum,transposed,teM-Unclassified,153,41
Slycopersicum,wgd,teM-Unclassified,129,41
Slycopersicum,dispersed,Unclassified-Unclassified,237,41
Slycopersicum,proximal,Unclassified-Unclassified,139,41
Slycopersicum,tandem,Unclassified-Unclassified,321,41
Slycopersicum,transposed,Unclassified-Unclassified,193,41
Slycopersicum,wgd,Unclassified-Unclassified,356,41
Slycopersicum,dispersed,unM-teM,151,41
Slycopersicum,proximal,unM-teM,26,41
Slycopersicum,tandem,unM-teM,59,41
Slycopersicum,transposed,unM-teM,99,41
Slycopersicum,wgd,unM-teM,93,41
Slycopersicum,dispersed,unM-Unclassified,243,41
Slycopersicum,proximal,unM-Unclassified,100,41
Slycopersicum,tandem,unM-Unclassified,278,41
Slycopersicum,transposed,unM-Unclassified,168,41
Slycopersicum,wgd,unM-Unclassified,398,41
Slycopersicum,dispersed,unM-unM,173,41
Slycopersicum,proximal,unM-unM,76,41
Slycopersicum,tandem,unM-unM,245,41
Slycopersicum,transposed,unM-unM,125,41
Slycopersicum,wgd,unM-unM,309,41
