Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Stuberosum,gbM,0,gbM-gbM,79,0.0166913162898796
Stuberosum,gbM,1,gbM-gbM,4654,0.98330868371012
Stuberosum,gbM,0,gbM-teM,4,0.00696864111498258
Stuberosum,teM,0,gbM-teM,3,0.00516351118760757
Stuberosum,gbM,1,gbM-teM,570,0.993031358885017
Stuberosum,teM,1,gbM-teM,578,0.994836488812392
Stuberosum,gbM,0,gbM-unM,4,0.00535475234270415
Stuberosum,unM,0,gbM-unM,8,0.0108108108108108
Stuberosum,gbM,1,gbM-unM,743,0.994645247657296
Stuberosum,unM,1,gbM-unM,732,0.989189189189189
Stuberosum,teM,0,teM-teM,20,0.00554016620498615
Stuberosum,teM,1,teM-teM,3590,0.994459833795014
Stuberosum,unM,0,unM-teM,6,0.0121951219512195
Stuberosum,teM,0,unM-teM,2,0.00389105058365759
Stuberosum,unM,1,unM-teM,486,0.98780487804878
Stuberosum,teM,1,unM-teM,512,0.996108949416342
Stuberosum,unM,0,unM-unM,28,0.0122753178430513
Stuberosum,unM,1,unM-unM,2253,0.987724682156949
