Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Bvulgaris,gbM,0,gbM-gbM,38,0.12258064516129
Bvulgaris,gbM,1,gbM-gbM,272,0.87741935483871
Bvulgaris,gbM,0,gbM-teM,11,0.132530120481928
Bvulgaris,teM,0,gbM-teM,29,0.223076923076923
Bvulgaris,gbM,1,gbM-teM,72,0.867469879518072
Bvulgaris,teM,1,gbM-teM,101,0.776923076923077
Bvulgaris,gbM,0,gbM-unM,10,0.111111111111111
Bvulgaris,unM,0,gbM-unM,14,0.142857142857143
Bvulgaris,gbM,1,gbM-unM,80,0.888888888888889
Bvulgaris,unM,1,gbM-unM,84,0.857142857142857
Bvulgaris,teM,0,teM-teM,280,0.218408736349454
Bvulgaris,teM,1,teM-teM,1002,0.781591263650546
Bvulgaris,unM,0,unM-teM,46,0.180392156862745
Bvulgaris,teM,0,unM-teM,63,0.233333333333333
Bvulgaris,unM,1,unM-teM,209,0.819607843137255
Bvulgaris,teM,1,unM-teM,207,0.766666666666667
Bvulgaris,unM,0,unM-unM,128,0.152380952380952
Bvulgaris,unM,1,unM-unM,712,0.847619047619048
