Species,Duplication,Classification,Number,PhyloOrder
Bvulgaris,dispersed,gbM-gbM,96,40
Bvulgaris,proximal,gbM-gbM,9,40
Bvulgaris,tandem,gbM-gbM,16,40
Bvulgaris,transposed,gbM-gbM,46,40
Bvulgaris,wgd,gbM-gbM,15,40
Bvulgaris,dispersed,gbM-teM,50,40
Bvulgaris,proximal,gbM-teM,10,40
Bvulgaris,tandem,gbM-teM,12,40
Bvulgaris,transposed,gbM-teM,63,40
Bvulgaris,wgd,gbM-teM,2,40
Bvulgaris,dispersed,gbM-Unclassified,161,40
Bvulgaris,proximal,gbM-Unclassified,18,40
Bvulgaris,tandem,gbM-Unclassified,57,40
Bvulgaris,transposed,gbM-Unclassified,69,40
Bvulgaris,wgd,gbM-Unclassified,26,40
Bvulgaris,dispersed,gbM-unM,55,40
Bvulgaris,proximal,gbM-unM,11,40
Bvulgaris,tandem,gbM-unM,9,40
Bvulgaris,transposed,gbM-unM,27,40
Bvulgaris,wgd,gbM-unM,9,40
Bvulgaris,dispersed,teM-teM,667,40
Bvulgaris,proximal,teM-teM,64,40
Bvulgaris,tandem,teM-teM,95,40
Bvulgaris,transposed,teM-teM,28,40
Bvulgaris,wgd,teM-teM,2,40
Bvulgaris,dispersed,teM-Unclassified,158,40
Bvulgaris,proximal,teM-Unclassified,26,40
Bvulgaris,tandem,teM-Unclassified,69,40
Bvulgaris,transposed,teM-Unclassified,58,40
Bvulgaris,wgd,teM-Unclassified,14,40
Bvulgaris,dispersed,Unclassified-Unclassified,193,40
Bvulgaris,proximal,Unclassified-Unclassified,45,40
Bvulgaris,tandem,Unclassified-Unclassified,106,40
Bvulgaris,transposed,Unclassified-Unclassified,65,40
Bvulgaris,wgd,Unclassified-Unclassified,44,40
Bvulgaris,dispersed,unM-teM,138,40
Bvulgaris,proximal,unM-teM,38,40
Bvulgaris,tandem,unM-teM,67,40
Bvulgaris,transposed,unM-teM,43,40
Bvulgaris,wgd,unM-teM,9,40
Bvulgaris,dispersed,unM-Unclassified,189,40
Bvulgaris,proximal,unM-Unclassified,52,40
Bvulgaris,tandem,unM-Unclassified,136,40
Bvulgaris,transposed,unM-Unclassified,86,40
Bvulgaris,wgd,unM-Unclassified,35,40
Bvulgaris,dispersed,unM-unM,149,40
Bvulgaris,proximal,unM-unM,67,40
Bvulgaris,tandem,unM-unM,173,40
Bvulgaris,transposed,unM-unM,65,40
Bvulgaris,wgd,unM-unM,30,40
