Species,Duplication,Classification,Number,PhyloOrder
Pvulgaris,dispersed,gbM-gbM,41,36
Pvulgaris,proximal,gbM-gbM,6,36
Pvulgaris,tandem,gbM-gbM,14,36
Pvulgaris,transposed,gbM-gbM,24,36
Pvulgaris,wgd,gbM-gbM,83,36
Pvulgaris,dispersed,gbM-teM,12,36
Pvulgaris,proximal,gbM-teM,1,36
Pvulgaris,tandem,gbM-teM,5,36
Pvulgaris,transposed,gbM-teM,8,36
Pvulgaris,wgd,gbM-teM,11,36
Pvulgaris,dispersed,gbM-Unclassified,45,36
Pvulgaris,proximal,gbM-Unclassified,5,36
Pvulgaris,tandem,gbM-Unclassified,7,36
Pvulgaris,transposed,gbM-Unclassified,27,36
Pvulgaris,wgd,gbM-Unclassified,52,36
Pvulgaris,dispersed,gbM-unM,115,36
Pvulgaris,proximal,gbM-unM,15,36
Pvulgaris,tandem,gbM-unM,25,36
Pvulgaris,transposed,gbM-unM,83,36
Pvulgaris,wgd,gbM-unM,178,36
Pvulgaris,dispersed,teM-teM,188,36
Pvulgaris,proximal,teM-teM,123,36
Pvulgaris,tandem,teM-teM,413,36
Pvulgaris,transposed,teM-teM,155,36
Pvulgaris,wgd,teM-teM,19,36
Pvulgaris,dispersed,teM-Unclassified,21,36
Pvulgaris,proximal,teM-Unclassified,7,36
Pvulgaris,tandem,teM-Unclassified,15,36
Pvulgaris,transposed,teM-Unclassified,15,36
Pvulgaris,wgd,teM-Unclassified,10,36
Pvulgaris,dispersed,Unclassified-Unclassified,36,36
Pvulgaris,proximal,Unclassified-Unclassified,2,36
Pvulgaris,tandem,Unclassified-Unclassified,10,36
Pvulgaris,transposed,Unclassified-Unclassified,11,36
Pvulgaris,wgd,Unclassified-Unclassified,71,36
Pvulgaris,dispersed,unM-teM,126,36
Pvulgaris,proximal,unM-teM,80,36
Pvulgaris,tandem,unM-teM,125,36
Pvulgaris,transposed,unM-teM,86,36
Pvulgaris,wgd,unM-teM,93,36
Pvulgaris,dispersed,unM-Unclassified,195,36
Pvulgaris,proximal,unM-Unclassified,37,36
Pvulgaris,tandem,unM-Unclassified,49,36
Pvulgaris,transposed,unM-Unclassified,116,36
Pvulgaris,wgd,unM-Unclassified,326,36
Pvulgaris,dispersed,unM-unM,1124,36
Pvulgaris,proximal,unM-unM,450,36
Pvulgaris,tandem,unM-unM,1444,36
Pvulgaris,transposed,unM-unM,1169,36
Pvulgaris,wgd,unM-unM,3051,36
