"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Bdistachyon"
"2","TEs","Genes",-0.492551428574681,0,"Bdistachyon"
"3","TE.nucleotidess","Genes",-0.763385390650297,0,"Bdistachyon"
"4","gbM","Genes",0.589965141170303,0,"Bdistachyon"
"5","TE.like","Genes",0.263172525211916,0,"Bdistachyon"
"6","Unmethylated","Genes",0.766525985243805,0,"Bdistachyon"
"7","Unclassified","Genes",0.583452959123217,0,"Bdistachyon"
"8","Genes","TEs",-0.492551428574681,0,"Bdistachyon"
"9","TEs","TEs",1,NA,"Bdistachyon"
"10","TE.nucleotidess","TEs",0.574994548379344,0,"Bdistachyon"
"11","gbM","TEs",-0.422684618499485,0,"Bdistachyon"
"12","TE.like","TEs",-0.00284240156772317,0.834162517495681,"Bdistachyon"
"13","Unmethylated","TEs",-0.339642138496876,0,"Bdistachyon"
"14","Unclassified","TEs",-0.309625150334511,0,"Bdistachyon"
"15","Genes","TE.nucleotidess",-0.763385390650297,0,"Bdistachyon"
"16","TEs","TE.nucleotidess",0.574994548379344,0,"Bdistachyon"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Bdistachyon"
"18","gbM","TE.nucleotidess",-0.57820769580393,0,"Bdistachyon"
"19","TE.like","TE.nucleotidess",-0.0844340877561353,4.65325555865093e-10,"Bdistachyon"
"20","Unmethylated","TE.nucleotidess",-0.561599248714641,0,"Bdistachyon"
"21","Unclassified","TE.nucleotidess",-0.471821375030468,0,"Bdistachyon"
"22","Genes","gbM",0.589965141170303,0,"Bdistachyon"
"23","TEs","gbM",-0.422684618499485,0,"Bdistachyon"
"24","TE.nucleotidess","gbM",-0.57820769580393,0,"Bdistachyon"
"25","gbM","gbM",1,NA,"Bdistachyon"
"26","TE.like","gbM",-0.0287070101742111,0.0344353504522994,"Bdistachyon"
"27","Unmethylated","gbM",0.169467327926866,0,"Bdistachyon"
"28","Unclassified","gbM",0.227807135739055,0,"Bdistachyon"
"29","Genes","TE.like",0.263172525211916,0,"Bdistachyon"
"30","TEs","TE.like",-0.00284240156772317,0.834162517495681,"Bdistachyon"
"31","TE.nucleotidess","TE.like",-0.0844340877561353,4.65325555865093e-10,"Bdistachyon"
"32","gbM","TE.like",-0.0287070101742111,0.0344353504522994,"Bdistachyon"
"33","TE.like","TE.like",1,NA,"Bdistachyon"
"34","Unmethylated","TE.like",0.0185842097399436,0.171001206903605,"Bdistachyon"
"35","Unclassified","TE.like",0.00180270537706896,0.894364391120213,"Bdistachyon"
"36","Genes","Unmethylated",0.766525985243805,0,"Bdistachyon"
"37","TEs","Unmethylated",-0.339642138496876,0,"Bdistachyon"
"38","TE.nucleotidess","Unmethylated",-0.561599248714641,0,"Bdistachyon"
"39","gbM","Unmethylated",0.169467327926866,0,"Bdistachyon"
"40","TE.like","Unmethylated",0.0185842097399436,0.171001206903605,"Bdistachyon"
"41","Unmethylated","Unmethylated",1,NA,"Bdistachyon"
"42","Unclassified","Unmethylated",0.26044165834252,0,"Bdistachyon"
"43","Genes","Unclassified",0.583452959123217,0,"Bdistachyon"
"44","TEs","Unclassified",-0.309625150334511,0,"Bdistachyon"
"45","TE.nucleotidess","Unclassified",-0.471821375030468,0,"Bdistachyon"
"46","gbM","Unclassified",0.227807135739055,0,"Bdistachyon"
"47","TE.like","Unclassified",0.00180270537706896,0.894364391120213,"Bdistachyon"
"48","Unmethylated","Unclassified",0.26044165834252,0,"Bdistachyon"
"49","Unclassified","Unclassified",1,NA,"Bdistachyon"
