Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Mtruncatula,gbM,0,gbM-gbM,33,0.00549267643142477
Mtruncatula,gbM,1,gbM-gbM,5975,0.994507323568575
Mtruncatula,gbM,0,gbM-teM,5,0.00633713561470215
Mtruncatula,teM,0,gbM-teM,4,0.00489596083231334
Mtruncatula,gbM,1,gbM-teM,784,0.993662864385298
Mtruncatula,teM,1,gbM-teM,813,0.995104039167687
Mtruncatula,gbM,0,gbM-unM,10,0.00887311446317657
Mtruncatula,unM,0,gbM-unM,5,0.00437445319335083
Mtruncatula,gbM,1,gbM-unM,1117,0.991126885536823
Mtruncatula,unM,1,gbM-unM,1138,0.995625546806649
Mtruncatula,teM,0,teM-teM,12,0.00498753117206983
Mtruncatula,teM,1,teM-teM,2394,0.99501246882793
Mtruncatula,unM,0,unM-teM,11,0.012263099219621
Mtruncatula,teM,0,unM-teM,4,0.0044004400440044
Mtruncatula,unM,1,unM-teM,886,0.987736900780379
Mtruncatula,teM,1,unM-teM,905,0.995599559955996
Mtruncatula,unM,0,unM-unM,43,0.0113098369279327
Mtruncatula,unM,1,unM-unM,3759,0.988690163072067
