"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Osativa"
"2","TEs","Genes",-0.279782724459071,0,"Osativa"
"3","TE.nucleotidess","Genes",-0.679788176423535,0,"Osativa"
"4","gbM","Genes",0.531075770634067,0,"Osativa"
"5","teM","Genes",0.0430795178122947,0.000190788913984941,"Osativa"
"6","unM","Genes",0.734989647773511,0,"Osativa"
"7","Unclassified","Genes",0.499537507777762,0,"Osativa"
"8","Genes","TEs",-0.279782724459071,0,"Osativa"
"9","TEs","TEs",1,NA,"Osativa"
"10","TE.nucleotidess","TEs",0.346462372787412,0,"Osativa"
"11","gbM","TEs",-0.315340032638658,0,"Osativa"
"12","teM","TEs",0.188907737360686,0,"Osativa"
"13","unM","TEs",-0.193893974403342,0,"Osativa"
"14","Unclassified","TEs",-0.218709908835175,0,"Osativa"
"15","Genes","TE.nucleotidess",-0.679788176423535,0,"Osativa"
"16","TEs","TE.nucleotidess",0.346462372787412,0,"Osativa"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Osativa"
"18","gbM","TE.nucleotidess",-0.633272321952617,0,"Osativa"
"19","teM","TE.nucleotidess",0.268801798891176,0,"Osativa"
"20","unM","TE.nucleotidess",-0.519448791658886,0,"Osativa"
"21","Unclassified","TE.nucleotidess",-0.45918164731159,0,"Osativa"
"22","Genes","gbM",0.531075770634067,0,"Osativa"
"23","TEs","gbM",-0.315340032638658,0,"Osativa"
"24","TE.nucleotidess","gbM",-0.633272321952617,0,"Osativa"
"25","gbM","gbM",1,NA,"Osativa"
"26","teM","gbM",-0.296026805260468,0,"Osativa"
"27","unM","gbM",0.226431381547958,0,"Osativa"
"28","Unclassified","gbM",0.260586525722839,0,"Osativa"
"29","Genes","teM",0.0430795178122947,0.000190788913984941,"Osativa"
"30","TEs","teM",0.188907737360686,0,"Osativa"
"31","TE.nucleotidess","teM",0.268801798891176,0,"Osativa"
"32","gbM","teM",-0.296026805260468,0,"Osativa"
"33","teM","teM",1,NA,"Osativa"
"34","unM","teM",-0.268942692582091,0,"Osativa"
"35","Unclassified","teM",-0.226459456551734,0,"Osativa"
"36","Genes","unM",0.734989647773511,0,"Osativa"
"37","TEs","unM",-0.193893974403342,0,"Osativa"
"38","TE.nucleotidess","unM",-0.519448791658886,0,"Osativa"
"39","gbM","unM",0.226431381547958,0,"Osativa"
"40","teM","unM",-0.268942692582091,0,"Osativa"
"41","unM","unM",1,NA,"Osativa"
"42","Unclassified","unM",0.238639476419501,0,"Osativa"
"43","Genes","Unclassified",0.499537507777762,0,"Osativa"
"44","TEs","Unclassified",-0.218709908835175,0,"Osativa"
"45","TE.nucleotidess","Unclassified",-0.45918164731159,0,"Osativa"
"46","gbM","Unclassified",0.260586525722839,0,"Osativa"
"47","teM","Unclassified",-0.226459456551734,0,"Osativa"
"48","unM","Unclassified",0.238639476419501,0,"Osativa"
"49","Unclassified","Unclassified",1,NA,"Osativa"
