"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Boleracea"
"2","TEs","Genes",0.753458243409083,0,"Boleracea"
"3","TE.nucleotidess","Genes",0.680682015685212,0,"Boleracea"
"4","gbM","Genes",0.444921366822932,0,"Boleracea"
"5","teM","Genes",0.720422079629142,0,"Boleracea"
"6","unM","Genes",0.935554116305119,0,"Boleracea"
"7","Unclassified","Genes",0.797714693213498,0,"Boleracea"
"8","Genes","TEs",0.753458243409083,0,"Boleracea"
"9","TEs","TEs",1,NA,"Boleracea"
"10","TE.nucleotidess","TEs",0.967669893438624,0,"Boleracea"
"11","gbM","TEs",0.316116339922991,0,"Boleracea"
"12","teM","TEs",0.776191809790789,0,"Boleracea"
"13","unM","TEs",0.647281639165894,0,"Boleracea"
"14","Unclassified","TEs",0.543578441804379,0,"Boleracea"
"15","Genes","TE.nucleotidess",0.680682015685212,0,"Boleracea"
"16","TEs","TE.nucleotidess",0.967669893438624,0,"Boleracea"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Boleracea"
"18","gbM","TE.nucleotidess",0.279388690109393,0,"Boleracea"
"19","teM","TE.nucleotidess",0.764054668395774,0,"Boleracea"
"20","unM","TE.nucleotidess",0.566327288680058,0,"Boleracea"
"21","Unclassified","TE.nucleotidess",0.474969592623313,0,"Boleracea"
"22","Genes","gbM",0.444921366822932,0,"Boleracea"
"23","TEs","gbM",0.316116339922991,0,"Boleracea"
"24","TE.nucleotidess","gbM",0.279388690109393,0,"Boleracea"
"25","gbM","gbM",1,NA,"Boleracea"
"26","teM","gbM",0.263196060164673,0,"Boleracea"
"27","unM","gbM",0.337602694440257,0,"Boleracea"
"28","Unclassified","gbM",0.391891845506446,0,"Boleracea"
"29","Genes","teM",0.720422079629142,0,"Boleracea"
"30","TEs","teM",0.776191809790789,0,"Boleracea"
"31","TE.nucleotidess","teM",0.764054668395774,0,"Boleracea"
"32","gbM","teM",0.263196060164673,0,"Boleracea"
"33","teM","teM",1,NA,"Boleracea"
"34","unM","teM",0.506112351787244,0,"Boleracea"
"35","Unclassified","teM",0.442198034058573,0,"Boleracea"
"36","Genes","unM",0.935554116305119,0,"Boleracea"
"37","TEs","unM",0.647281639165894,0,"Boleracea"
"38","TE.nucleotidess","unM",0.566327288680058,0,"Boleracea"
"39","gbM","unM",0.337602694440257,0,"Boleracea"
"40","teM","unM",0.506112351787244,0,"Boleracea"
"41","unM","unM",1,NA,"Boleracea"
"42","Unclassified","unM",0.679293179996088,0,"Boleracea"
"43","Genes","Unclassified",0.797714693213498,0,"Boleracea"
"44","TEs","Unclassified",0.543578441804379,0,"Boleracea"
"45","TE.nucleotidess","Unclassified",0.474969592623313,0,"Boleracea"
"46","gbM","Unclassified",0.391891845506446,0,"Boleracea"
"47","teM","Unclassified",0.442198034058573,0,"Boleracea"
"48","unM","Unclassified",0.679293179996088,0,"Boleracea"
"49","Unclassified","Unclassified",1,NA,"Boleracea"
