Species,Duplication,Classification,Number,PhyloOrder
Boleracea,dispersed,gbM-gbM,12,23
Boleracea,proximal,gbM-gbM,7,23
Boleracea,tandem,gbM-gbM,9,23
Boleracea,transposed,gbM-gbM,26,23
Boleracea,wgd,gbM-gbM,70,23
Boleracea,dispersed,gbM-teM,85,23
Boleracea,proximal,gbM-teM,35,23
Boleracea,tandem,gbM-teM,17,23
Boleracea,transposed,gbM-teM,164,23
Boleracea,wgd,gbM-teM,139,23
Boleracea,dispersed,gbM-Unclassified,84,23
Boleracea,proximal,gbM-Unclassified,35,23
Boleracea,tandem,gbM-Unclassified,41,23
Boleracea,transposed,gbM-Unclassified,131,23
Boleracea,wgd,gbM-Unclassified,396,23
Boleracea,dispersed,gbM-unM,74,23
Boleracea,proximal,gbM-unM,35,23
Boleracea,tandem,gbM-unM,33,23
Boleracea,transposed,gbM-unM,168,23
Boleracea,wgd,gbM-unM,400,23
Boleracea,dispersed,teM-teM,1080,23
Boleracea,proximal,teM-teM,244,23
Boleracea,tandem,teM-teM,172,23
Boleracea,transposed,teM-teM,2912,23
Boleracea,wgd,teM-teM,4093,23
Boleracea,dispersed,teM-Unclassified,209,23
Boleracea,proximal,teM-Unclassified,83,23
Boleracea,tandem,teM-Unclassified,63,23
Boleracea,transposed,teM-Unclassified,348,23
Boleracea,wgd,teM-Unclassified,339,23
Boleracea,dispersed,Unclassified-Unclassified,137,23
Boleracea,proximal,Unclassified-Unclassified,57,23
Boleracea,tandem,Unclassified-Unclassified,70,23
Boleracea,transposed,Unclassified-Unclassified,210,23
Boleracea,wgd,Unclassified-Unclassified,1007,23
Boleracea,dispersed,unM-teM,323,23
Boleracea,proximal,unM-teM,180,23
Boleracea,tandem,unM-teM,152,23
Boleracea,transposed,unM-teM,622,23
Boleracea,wgd,unM-teM,727,23
Boleracea,dispersed,unM-Unclassified,485,23
Boleracea,proximal,unM-Unclassified,266,23
Boleracea,tandem,unM-Unclassified,278,23
Boleracea,transposed,unM-Unclassified,999,23
Boleracea,wgd,unM-Unclassified,3194,23
Boleracea,dispersed,unM-unM,890,23
Boleracea,proximal,unM-unM,653,23
Boleracea,tandem,unM-unM,844,23
Boleracea,transposed,unM-unM,2127,23
Boleracea,wgd,unM-unM,7458,23
