Species,Duplication,Classification,Number,PhyloOrder
Cmelo,dispersed,gbM-gbM,246,27
Cmelo,proximal,gbM-gbM,22,27
Cmelo,tandem,gbM-gbM,30,27
Cmelo,transposed,gbM-gbM,116,27
Cmelo,wgd,gbM-gbM,108,27
Cmelo,dispersed,gbM-teM,92,27
Cmelo,proximal,gbM-teM,21,27
Cmelo,tandem,gbM-teM,35,27
Cmelo,transposed,gbM-teM,75,27
Cmelo,wgd,gbM-teM,12,27
Cmelo,dispersed,gbM-Unclassified,173,27
Cmelo,proximal,gbM-Unclassified,18,27
Cmelo,tandem,gbM-Unclassified,35,27
Cmelo,transposed,gbM-Unclassified,87,27
Cmelo,wgd,gbM-Unclassified,73,27
Cmelo,dispersed,gbM-unM,248,27
Cmelo,proximal,gbM-unM,29,27
Cmelo,tandem,gbM-unM,81,27
Cmelo,transposed,gbM-unM,140,27
Cmelo,wgd,gbM-unM,166,27
Cmelo,dispersed,teM-teM,875,27
Cmelo,proximal,teM-teM,127,27
Cmelo,tandem,teM-teM,137,27
Cmelo,transposed,teM-teM,1069,27
Cmelo,wgd,teM-teM,485,27
Cmelo,dispersed,teM-Unclassified,138,27
Cmelo,proximal,teM-Unclassified,31,27
Cmelo,tandem,teM-Unclassified,49,27
Cmelo,transposed,teM-Unclassified,69,27
Cmelo,wgd,teM-Unclassified,37,27
Cmelo,dispersed,Unclassified-Unclassified,85,27
Cmelo,proximal,Unclassified-Unclassified,13,27
Cmelo,tandem,Unclassified-Unclassified,40,27
Cmelo,transposed,Unclassified-Unclassified,38,27
Cmelo,wgd,Unclassified-Unclassified,42,27
Cmelo,dispersed,unM-teM,181,27
Cmelo,proximal,unM-teM,53,27
Cmelo,tandem,unM-teM,79,27
Cmelo,transposed,unM-teM,106,27
Cmelo,wgd,unM-teM,70,27
Cmelo,dispersed,unM-Unclassified,257,27
Cmelo,proximal,unM-Unclassified,53,27
Cmelo,tandem,unM-Unclassified,105,27
Cmelo,transposed,unM-Unclassified,127,27
Cmelo,wgd,unM-Unclassified,177,27
Cmelo,dispersed,unM-unM,581,27
Cmelo,proximal,unM-unM,173,27
Cmelo,tandem,unM-unM,400,27
Cmelo,transposed,unM-unM,413,27
Cmelo,wgd,unM-unM,574,27
