Species,Duplication,Classification,Number,PhyloOrder
Atrichopoda,dispersed,gbM-gbM,115,1
Atrichopoda,proximal,gbM-gbM,31,1
Atrichopoda,tandem,gbM-gbM,50,1
Atrichopoda,transposed,gbM-gbM,0,1
Atrichopoda,wgd,gbM-gbM,1,1
Atrichopoda,dispersed,gbM-teM,82,1
Atrichopoda,proximal,gbM-teM,16,1
Atrichopoda,tandem,gbM-teM,19,1
Atrichopoda,transposed,gbM-teM,2,1
Atrichopoda,wgd,gbM-teM,0,1
Atrichopoda,dispersed,gbM-Unclassified,220,1
Atrichopoda,proximal,gbM-Unclassified,70,1
Atrichopoda,tandem,gbM-Unclassified,77,1
Atrichopoda,transposed,gbM-Unclassified,1,1
Atrichopoda,wgd,gbM-Unclassified,0,1
Atrichopoda,dispersed,gbM-unM,84,1
Atrichopoda,proximal,gbM-unM,45,1
Atrichopoda,tandem,gbM-unM,34,1
Atrichopoda,transposed,gbM-unM,0,1
Atrichopoda,wgd,gbM-unM,0,1
Atrichopoda,dispersed,teM-teM,1474,1
Atrichopoda,proximal,teM-teM,111,1
Atrichopoda,tandem,teM-teM,75,1
Atrichopoda,transposed,teM-teM,0,1
Atrichopoda,wgd,teM-teM,0,1
Atrichopoda,dispersed,teM-Unclassified,319,1
Atrichopoda,proximal,teM-Unclassified,40,1
Atrichopoda,tandem,teM-Unclassified,52,1
Atrichopoda,transposed,teM-Unclassified,0,1
Atrichopoda,wgd,teM-Unclassified,0,1
Atrichopoda,dispersed,Unclassified-Unclassified,265,1
Atrichopoda,proximal,Unclassified-Unclassified,101,1
Atrichopoda,tandem,Unclassified-Unclassified,111,1
Atrichopoda,transposed,Unclassified-Unclassified,0,1
Atrichopoda,wgd,Unclassified-Unclassified,0,1
Atrichopoda,dispersed,unM-teM,123,1
Atrichopoda,proximal,unM-teM,33,1
Atrichopoda,tandem,unM-teM,15,1
Atrichopoda,transposed,unM-teM,0,1
Atrichopoda,wgd,unM-teM,0,1
Atrichopoda,dispersed,unM-Unclassified,289,1
Atrichopoda,proximal,unM-Unclassified,118,1
Atrichopoda,tandem,unM-Unclassified,132,1
Atrichopoda,transposed,unM-Unclassified,0,1
Atrichopoda,wgd,unM-Unclassified,0,1
Atrichopoda,dispersed,unM-unM,186,1
Atrichopoda,proximal,unM-unM,84,1
Atrichopoda,tandem,unM-unM,112,1
Atrichopoda,transposed,unM-unM,0,1
Atrichopoda,wgd,unM-unM,0,1
