Species,Duplication,Classification,Number,PhyloOrder
Tcacao,dispersed,gbM-gbM,110,15
Tcacao,proximal,gbM-gbM,11,15
Tcacao,tandem,gbM-gbM,29,15
Tcacao,transposed,gbM-gbM,87,15
Tcacao,wgd,gbM-gbM,232,15
Tcacao,dispersed,gbM-teM,14,15
Tcacao,proximal,gbM-teM,6,15
Tcacao,tandem,gbM-teM,0,15
Tcacao,transposed,gbM-teM,30,15
Tcacao,wgd,gbM-teM,11,15
Tcacao,dispersed,gbM-Unclassified,56,15
Tcacao,proximal,gbM-Unclassified,16,15
Tcacao,tandem,gbM-Unclassified,22,15
Tcacao,transposed,gbM-Unclassified,38,15
Tcacao,wgd,gbM-Unclassified,108,15
Tcacao,dispersed,gbM-unM,160,15
Tcacao,proximal,gbM-unM,52,15
Tcacao,tandem,gbM-unM,65,15
Tcacao,transposed,gbM-unM,140,15
Tcacao,wgd,gbM-unM,200,15
Tcacao,dispersed,teM-teM,152,15
Tcacao,proximal,teM-teM,21,15
Tcacao,tandem,teM-teM,12,15
Tcacao,transposed,teM-teM,269,15
Tcacao,wgd,teM-teM,68,15
Tcacao,dispersed,teM-Unclassified,81,15
Tcacao,proximal,teM-Unclassified,17,15
Tcacao,tandem,teM-Unclassified,13,15
Tcacao,transposed,teM-Unclassified,130,15
Tcacao,wgd,teM-Unclassified,61,15
Tcacao,dispersed,Unclassified-Unclassified,45,15
Tcacao,proximal,Unclassified-Unclassified,11,15
Tcacao,tandem,Unclassified-Unclassified,16,15
Tcacao,transposed,Unclassified-Unclassified,34,15
Tcacao,wgd,Unclassified-Unclassified,69,15
Tcacao,dispersed,unM-teM,162,15
Tcacao,proximal,unM-teM,50,15
Tcacao,tandem,unM-teM,42,15
Tcacao,transposed,unM-teM,192,15
Tcacao,wgd,unM-teM,41,15
Tcacao,dispersed,unM-Unclassified,151,15
Tcacao,proximal,unM-Unclassified,87,15
Tcacao,tandem,unM-Unclassified,107,15
Tcacao,transposed,unM-Unclassified,97,15
Tcacao,wgd,unM-Unclassified,182,15
Tcacao,dispersed,unM-unM,677,15
Tcacao,proximal,unM-unM,727,15
Tcacao,tandem,unM-unM,1315,15
Tcacao,transposed,unM-unM,660,15
Tcacao,wgd,unM-unM,1275,15
