MD00G1054600	OG0000000
MD00G1070000	OG0000000
MD00G1070100	OG0000000
MD00G1149800	OG0000000
MD01G1168200	OG0000000
MD01G1181800	OG0000000
MD02G1002000	OG0000000
MD02G1261500	OG0000000
MD02G1290400	OG0000000
MD02G1290700	OG0000000
MD02G1290800	OG0000000
MD03G1027200	OG0000000
MD03G1027800	OG0000000
MD03G1027900	OG0000000
MD03G1028000	OG0000000
MD03G1028100	OG0000000
MD03G1028200	OG0000000
MD03G1028300	OG0000000
MD03G1028400	OG0000000
MD03G1104200	OG0000000
MD03G1139900	OG0000000
MD03G1174100	OG0000000
MD03G1192800	OG0000000
MD04G1018800	OG0000000
MD04G1020000	OG0000000
MD04G1020200	OG0000000
MD04G1020500	OG0000000
MD04G1021100	OG0000000
MD04G1162000	OG0000000
MD04G1199200	OG0000000
MD05G1165700	OG0000000
MD05G1183700	OG0000000
MD05G1358500	OG0000000
MD07G1058700	OG0000000
MD07G1058900	OG0000000
MD07G1059200	OG0000000
MD08G1079300	OG0000000
MD08G1079600	OG0000000
MD08G1108400	OG0000000
MD08G1201200	OG0000000
MD09G1091100	OG0000000
MD09G1119500	OG0000000
MD09G1129200	OG0000000
MD09G1130400	OG0000000
MD09G1130700	OG0000000
MD09G1135400	OG0000000
MD09G1138900	OG0000000
MD09G1144400	OG0000000
MD09G1144500	OG0000000
MD09G1191300	OG0000000
MD09G1281000	OG0000000
MD09G1281200	OG0000000
MD10G1162200	OG0000000
MD10G1162400	OG0000000
MD10G1162500	OG0000000
MD10G1162900	OG0000000
MD10G1202200	OG0000000
MD10G1332600	OG0000000
MD11G1031100	OG0000000
MD11G1031700	OG0000000
MD11G1173200	OG0000000
MD11G1202700	OG0000000
MD11G1202800	OG0000000
MD11G1203000	OG0000000
MD12G1050800	OG0000000
MD12G1183200	OG0000000
MD12G1213000	OG0000000
MD13G1129500	OG0000000
MD13G1177900	OG0000000
MD13G1178000	OG0000000
MD13G1178100	OG0000000
MD15G1089700	OG0000000
MD15G1145500	OG0000000
MD15G1153400	OG0000000
MD15G1166800	OG0000000
MD15G1381400	OG0000000
MD16G1129700	OG0000000
MD16G1218300	OG0000000
MD16G1218600	OG0000000
MD17G1023400	OG0000000
MD17G1102900	OG0000000
MD17G1124300	OG0000000
MD17G1131100	OG0000000
MD17G1227400	OG0000000
MD17G1230300	OG0000000
MD17G1251100	OG0000000
MD17G1251200	OG0000000
MD17G1251300	OG0000000
MD17G1251900	OG0000000
MD17G1252000	OG0000000
MD17G1252200	OG0000000
MD17G1252300	OG0000000
MD17G1252700	OG0000000
MD17G1252800	OG0000000
MD17G1253000	OG0000000
MD17G1253700	OG0000000
MD17G1253800	OG0000000
MD17G1254200	OG0000000
MD17G1254600	OG0000000
MD17G1254700	OG0000000
MD17G1255300	OG0000000
MD17G1255800	OG0000000
MD17G1255900	OG0000000
MD17G1256000	OG0000000
MD17G1256100	OG0000000
MD17G1256300	OG0000000
MD17G1263300	OG0000000
MD00G1065700	OG0000001
MD00G1081800	OG0000001
MD00G1092300	OG0000001
MD01G1031700	OG0000001
MD01G1084400	OG0000001
MD01G1200200	OG0000001
MD01G1237300	OG0000001
MD02G1027500	OG0000001
MD02G1087700	OG0000001
MD02G1087900	OG0000001
MD02G1312700	OG0000001
MD03G1176000	OG0000001
MD03G1217300	OG0000001
MD03G1297100	OG0000001
MD04G1060200	OG0000001
MD04G1184900	OG0000001
MD04G1229300	OG0000001
MD05G1120600	OG0000001
MD05G1197600	OG0000001
MD05G1224100	OG0000001
MD05G1239200	OG0000001
MD05G1243900	OG0000001
MD05G1326500	OG0000001
MD05G1327500	OG0000001
MD06G1037300	OG0000001
MD06G1053100	OG0000001
MD06G1089700	OG0000001
MD06G1089800	OG0000001
MD06G1090000	OG0000001
MD06G1167200	OG0000001
MD06G1174200	OG0000001
MD06G1184700	OG0000001
MD06G1196400	OG0000001
MD06G1196500	OG0000001
MD06G1229600	OG0000001
MD06G1229700	OG0000001
MD07G1010500	OG0000001
MD07G1153200	OG0000001
MD07G1268000	OG0000001
MD08G1070700	OG0000001
MD08G1070800	OG0000001
MD08G1070900	OG0000001
MD08G1183100	OG0000001
MD08G1220500	OG0000001
MD09G1042900	OG0000001
MD09G1054000	OG0000001
MD09G1097700	OG0000001
MD09G1098600	OG0000001
MD09G1183800	OG0000001
MD09G1184000	OG0000001
MD09G1191100	OG0000001
MD09G1261200	OG0000001
MD10G1124100	OG0000001
MD10G1184100	OG0000001
MD10G1205400	OG0000001
MD10G1217300	OG0000001
MD10G1225800	OG0000001
MD10G1304600	OG0000001
MD10G1305700	OG0000001
MD11G1006500	OG0000001
MD11G1007500	OG0000001
MD11G1196500	OG0000001
MD11G1316800	OG0000001
MD12G1198600	OG0000001
MD13G1026400	OG0000001
MD13G1092300	OG0000001
MD13G1092400	OG0000001
MD13G1158000	OG0000001
MD13G1213900	OG0000001
MD14G1110800	OG0000001
MD14G1110900	OG0000001
MD14G1172900	OG0000001
MD14G1180700	OG0000001
MD14G1180900	OG0000001
MD14G1190600	OG0000001
MD14G1203200	OG0000001
MD14G1234500	OG0000001
MD14G1234600	OG0000001
MD15G1050300	OG0000001
MD15G1051000	OG0000001
MD15G1051400	OG0000001
MD15G1168900	OG0000001
MD15G1215400	OG0000001
MD15G1215500	OG0000001
MD15G1323500	OG0000001
MD15G1369700	OG0000001
MD15G1411200	OG0000001
MD16G1029400	OG0000001
MD16G1069000	OG0000001
MD16G1093200	OG0000001
MD16G1158800	OG0000001
MD16G1218000	OG0000001
MD16G1271400	OG0000001
