,tau,Feature
AT2G07633,0.933254054547815,AT2G07633
AT2G07689,NA,AT2G07689
AT2G07634,NA,AT2G07634
AT2G07691,NA,AT2G07691
AT2G07636,1,AT2G07636
AT2G07692,1,AT2G07692
AT2G07637,0.993191734203685,AT2G07637
AT2G07695,0.761846294294046,AT2G07695
AT2G07785,1,AT2G07785
AT2G07599,0.893260071700694,AT2G07599
AT2G07696,0.981087142648852,AT2G07696
AT2G07798,0.811734807559863,AT2G07798
AT2G07698,0.650963599504088,AT2G07698
AT2G07667,0.838356635781289,AT2G07667
AT2G07701,NA,AT2G07701
AT2G07702,NA,AT2G07702
AT2G07638,0.637558001627077,AT2G07638
AT2G07705,NA,AT2G07705
AT2G07706,0.867859596572867,AT2G07706
AT2G07707,NA,AT2G07707
AT2G07708,0.987453417540701,AT2G07708
AT2G07641,0.990494497474528,AT2G07641
AT2G07642,0.907000946688441,AT2G07642
AT2G07643,0.920978982500336,AT2G07643
AT2G07644,0.901021859871852,AT2G07644
AT2G07713,0.991931060248577,AT2G07713
AT2G07714,0.904402102655847,AT2G07714
AT2G07646,0.96519175719282,AT2G07646
AT2G07715,0.528289786837194,AT2G07715
AT2G07718,0.918048994860208,AT2G07718
AT2G07648,0.924113788241767,AT2G07648
AT2G07719,NA,AT2G07719
AT2G07721,0.939587891437434,AT2G07721
AT2G07722,NA,AT2G07722
AT2G07652,0.916111790919339,AT2G07652
AT2G07815,0.994966081778331,AT2G07815
AT2G07724,NA,AT2G07724
AT2G07725,0.863098340778504,AT2G07725
AT2G07727,0.696401665082392,AT2G07727
AT2G07728,0.942969593573483,AT2G07728
AT2G07654,NA,AT2G07654
AT2G07820,NA,AT2G07820
AT2G07656,0.910588929033988,AT2G07656
AT2G07732,0.8964939227381,AT2G07732
AT2G07734,1,AT2G07734
AT2G07825,NA,AT2G07825
AT2G07827,0.859222209644832,AT2G07827
AT2G07830,NA,AT2G07830
AT2G07787,0.884593115316817,AT2G07787
AT2G07658,1,AT2G07658
AT2G07659,0.89054127917879,AT2G07659
AT2G07775,0.889711552446431,AT2G07775
AT2G07661,NA,AT2G07661
AT2G07806,0.976698790778819,AT2G07806
AT2G07738,0.956045243362339,AT2G07738
AT2G07795,0.943870635409065,AT2G07795
AT2G07739,0.798690510476034,AT2G07739
AT2G07662,0.798699365267803,AT2G07662
AT2G07665,0.875628881014489,AT2G07665
AT2G07835,0.812638831682571,AT2G07835
AT2G07741,1,AT2G07741
AT2G07680,0.256726913522672,AT2G07680
AT2G07690,0.237799539310456,AT2G07690
AT2G07750,0.876214960608594,AT2G07750
AT2G07760,0.904986174456562,AT2G07760
AT2G07800,0.972503511807374,AT2G07800
AT2G07810,NA,AT2G07810
AT2G07981,0.962449804359006,AT2G07981
AT2G08986,0.987349655040722,AT2G08986
AT2G09388,0.962243614218118,AT2G09388
AT2G09838,0.97562672508718,AT2G09838
AT2G09840,0.920109635085778,AT2G09840
AT2G09970,0.879420671365377,AT2G09970
AT2G09990,0.240165753903143,AT2G09990
AT2G10020,0.985197913662626,AT2G10020
AT2G10025,0.970059167037033,AT2G10025
AT2G10260,0.829373594534791,AT2G10260
AT2G10440,0.768687283591085,AT2G10440
AT2G10450,0.902794062431128,AT2G10450
AT2G10455,0.908168683112541,AT2G10455
AT2G10535,0.898253322042805,AT2G10535
AT2G10545,0.777049099375729,AT2G10545
AT2G10550,0.913392148101977,AT2G10550
AT2G10553,0.830342815833574,AT2G10553
AT2G10556,0.994154544319618,AT2G10556
AT2G10557,NA,AT2G10557
AT2G10560,0.905052819086765,AT2G10560
AT2G10602,0.947794881393085,AT2G10602
AT2G10608,0.887525714838562,AT2G10608
AT2G10615,0.955450820146963,AT2G10615
AT2G10625,0.933123594229717,AT2G10625
AT2G10920,0.893779336725324,AT2G10920
AT2G10930,0.439234098835169,AT2G10930
AT2G10931,0.268565183165555,AT2G10931
AT2G10940,0.344100995729513,AT2G10940
AT2G10950,0.167737523037138,AT2G10950
AT2G10955,NA,AT2G10955
AT2G10965,0.913144849469122,AT2G10965
AT2G10970,0.9066204058024,AT2G10970
AT2G10975,0.863946891949409,AT2G10975
AT2G11000,0.100485692801271,AT2G11000
AT2G11005,0.870103506364052,AT2G11005
AT2G11010,0.886165308001178,AT2G11010
AT2G11015,0.966363355356233,AT2G11015
AT2G11025,0.988840631948633,AT2G11025
AT2G11035,0.176433844012563,AT2G11035
AT2G11045,0.975104694673688,AT2G11045
AT2G11200,0.995958017855885,AT2G11200
AT2G11205,0.908821105246072,AT2G11205
AT2G11215,0.164498796201705,AT2G11215
AT2G11225,0.099936918229842,AT2G11225
AT2G11270,0.665822845770835,AT2G11270
AT2G11271,NA,AT2G11271
AT2G11405,0.958820908136055,AT2G11405
AT2G11462,0.925454291560568,AT2G11462
AT2G11520,0.113574094437874,AT2G11520
AT2G11522,0.898861770105082,AT2G11522
AT2G11570,0.946038774433881,AT2G11570
AT2G11620,0.934992405604908,AT2G11620
AT2G11623,0.985486403748578,AT2G11623
AT2G11626,0.961551227767115,AT2G11626
AT2G11773,0.987014289892883,AT2G11773
AT2G11778,0.9693954058549,AT2G11778
AT2G11810,0.584469879410783,AT2G11810
AT2G11815,0.71779255824824,AT2G11815
AT2G11851,0.878510990202302,AT2G11851
AT2G11890,0.0877566500309967,AT2G11890
AT2G11891,0.47834641233232,AT2G11891
AT2G11910,0.145371154895348,AT2G11910
AT2G12170,0.341380181584897,AT2G12170
AT2G12190,0.481596706200199,AT2G12190
AT2G12200,NA,AT2G12200
AT2G12205,0.9552593397714,AT2G12205
AT2G12280,0.935921922784598,AT2G12280
AT2G12290,0.983888899199141,AT2G12290
AT2G12400,0.266733266389079,AT2G12400
AT2G12405,0.98825993284727,AT2G12405
AT2G12461,0.306602092696118,AT2G12461
AT2G12462,0.302349927763174,AT2G12462
AT2G12465,0.808682689153432,AT2G12465
AT2G12475,0.764958199936892,AT2G12475
AT2G12480,0.525069666192862,AT2G12480
AT2G12550,0.241344633650386,AT2G12550
AT2G12646,0.900751172996301,AT2G12646
AT2G12875,0.909880710118653,AT2G12875
AT2G12880,0.980079094282134,AT2G12880
AT2G12900,0.916948566934699,AT2G12900
AT2G12905,0.978739255507587,AT2G12905
AT2G12935,0.934855550629192,AT2G12935
AT2G12940,0.931012770889677,AT2G12940
AT2G12945,0.958095771527283,AT2G12945
AT2G13100,0.28878095960031,AT2G13100
AT2G13105,0.960917893923485,AT2G13105
AT2G13125,0.935049484227256,AT2G13125
AT2G13126,0.944446511674288,AT2G13126
AT2G13150,0.950262095289004,AT2G13150
AT2G13275,0.79278251101088,AT2G13275
AT2G13290,0.340074997925491,AT2G13290
AT2G13295,0.834532404524665,AT2G13295
AT2G13350,0.804835924550757,AT2G13350
AT2G13360,0.231248402372201,AT2G13360
AT2G13370,0.166511342896151,AT2G13370
AT2G13422,0.43657543070903,AT2G13422
AT2G13430,0.723283204363621,AT2G13430
AT2G13440,0.137251100875384,AT2G13440
AT2G13450,0.88729833129643,AT2G13450
AT2G13463,0.838655881636544,AT2G13463
AT2G13500,0.972630925432092,AT2G13500
AT2G13510,0.969941489152121,AT2G13510
AT2G13540,0.0838545784711993,AT2G13540
AT2G13542,0.966240472260059,AT2G13542
AT2G13547,0.855265144011965,AT2G13547
AT2G13550,0.259255675838431,AT2G13550
AT2G13555,NA,AT2G13555
AT2G13560,0.0650333154965259,AT2G13560
AT2G13570,0.71815030549109,AT2G13570
AT2G13600,0.230700108095609,AT2G13600
AT2G13610,0.270208991598379,AT2G13610
AT2G13620,0.884253885592664,AT2G13620
AT2G13630,0.945154982051765,AT2G13630
AT2G13640,0.854374578000154,AT2G13640
AT2G13650,0.18050778119044,AT2G13650
AT2G13660,0.293544152365695,AT2G13660
AT2G13680,0.680897881230844,AT2G13680
AT2G13690,0.18227151365443,AT2G13690
AT2G13720,0.972757635906671,AT2G13720
AT2G13760,0.920887746524489,AT2G13760
AT2G13770,0.894695525876606,AT2G13770
AT2G13790,0.266978873610835,AT2G13790
AT2G13800,0.244316124047122,AT2G13800
AT2G13810,0.754061699404803,AT2G13810
AT2G13820,0.425802865454523,AT2G13820
AT2G13840,0.275132904668688,AT2G13840
AT2G13845,0.927202335411526,AT2G13845
AT2G13895,0.969025592288893,AT2G13895
AT2G13900,0.912155004043332,AT2G13900
AT2G13905,NA,AT2G13905
AT2G13950,0.984489461198493,AT2G13950
AT2G13960,0.528566033238333,AT2G13960
AT2G13965,0.255016627255253,AT2G13965
AT2G13980,0.967802467639899,AT2G13980
AT2G13985,0.967716738996362,AT2G13985
AT2G14000,0.937942707719776,AT2G14000
AT2G14045,0.12400679645277,AT2G14045
AT2G14050,0.170696378043337,AT2G14050
AT2G14060,0.816546141232245,AT2G14060
AT2G14070,0.683643531571474,AT2G14070
AT2G14080,0.298750773893838,AT2G14080
AT2G14095,0.683819262273886,AT2G14095
AT2G14100,0.87669159712927,AT2G14100
AT2G14110,0.231417671325142,AT2G14110
AT2G14120,0.162411012052013,AT2G14120
AT2G14160,0.834110889184427,AT2G14160
AT2G14170,0.117514458922567,AT2G14170
AT2G14210,0.775213799725122,AT2G14210
AT2G14247,0.653064470745482,AT2G14247
AT2G14255,0.0820102458344491,AT2G14255
AT2G14260,0.209433219595886,AT2G14260
AT2G14265,0.924732942246162,AT2G14265
AT2G14270,0.980706669669411,AT2G14270
AT2G14282,0.926389315524718,AT2G14282
AT2G14285,0.114634223629485,AT2G14285
AT2G14288,0.945213836526273,AT2G14288
AT2G14289,0.994266689432087,AT2G14289
AT2G14290,0.643175500924345,AT2G14290
AT2G14365,0.816675482486393,AT2G14365
AT2G14378,0.852375545807023,AT2G14378
AT2G14390,0.961803902476805,AT2G14390
AT2G14395,0.951074911393966,AT2G14395
AT2G14440,0.910916514488716,AT2G14440
AT2G14460,0.227054207035812,AT2G14460
AT2G14500,0.952414987447474,AT2G14500
AT2G14510,0.90226081535288,AT2G14510
AT2G14520,0.439454471548925,AT2G14520
AT2G14530,0.240612614138062,AT2G14530
AT2G14540,0.875752237785602,AT2G14540
AT2G14560,0.591382684720667,AT2G14560
AT2G14580,0.896980628533103,AT2G14580
AT2G14610,0.819983502154975,AT2G14610
AT2G14620,0.577374964903125,AT2G14620
AT2G14635,0.948407508359343,AT2G14635
AT2G14660,0.258499497062833,AT2G14660
AT2G14670,0.896275352063522,AT2G14670
AT2G14680,0.163835683870093,AT2G14680
AT2G14690,0.760229984798335,AT2G14690
AT2G14692,0.835285926839501,AT2G14692
AT2G14695,0.865672166121324,AT2G14695
AT2G14700,0.73320449555096,AT2G14700
AT2G14710,0.91163846377427,AT2G14710
AT2G14720,0.105692682630111,AT2G14720
AT2G14740,0.151074457806784,AT2G14740
AT2G14750,0.33233921935577,AT2G14750
AT2G14755,0.873172999145998,AT2G14755
AT2G14760,0.913403154187452,AT2G14760
AT2G14765,0.983993102213397,AT2G14765
AT2G14775,0.474132628381466,AT2G14775
AT2G14800,0.524438365788818,AT2G14800
AT2G14810,0.985926810196678,AT2G14810
AT2G14820,0.861597475444979,AT2G14820
AT2G14825,0.299050821443925,AT2G14825
AT2G14830,0.804609483883063,AT2G14830
AT2G14835,0.230839728638761,AT2G14835
AT2G14846,0.924895711500645,AT2G14846
AT2G14850,0.136665628662595,AT2G14850
AT2G14860,0.23022654002632,AT2G14860
AT2G14870,0.974348240684474,AT2G14870
AT2G14880,0.188159866959372,AT2G14880
AT2G14890,0.210233354720233,AT2G14890
AT2G14900,0.4196757972176,AT2G14900
AT2G14910,0.205227524435746,AT2G14910
AT2G14920,0.953459406104933,AT2G14920
AT2G14935,0.930903824497901,AT2G14935
AT2G14945,0.954314884538121,AT2G14945
AT2G14960,0.699956153115443,AT2G14960
AT2G15000,0.280752915561053,AT2G15000
AT2G15010,0.886753381015215,AT2G15010
AT2G15020,0.685734807713968,AT2G15020
AT2G15025,0.970505420225403,AT2G15025
AT2G15029,0.806306276531893,AT2G15029
AT2G15042,0.59637243110674,AT2G15042
AT2G15050,0.390195031858125,AT2G15050
AT2G15080,0.616596170269513,AT2G15080
AT2G15090,0.327366738073924,AT2G15090
AT2G15110,0.865438180026872,AT2G15110
AT2G15130,0.809954702214632,AT2G15130
AT2G15170,0.825500129856213,AT2G15170
AT2G15180,0.889278256724548,AT2G15180
AT2G15185,0.987238503234516,AT2G15185
AT2G15220,0.769352699819599,AT2G15220
AT2G15230,0.182375476989688,AT2G15230
AT2G15240,0.187202938774767,AT2G15240
AT2G15260,0.884936224853528,AT2G15260
AT2G15270,0.178355460582427,AT2G15270
AT2G15280,0.237708900985448,AT2G15280
AT2G15290,0.136067352704219,AT2G15290
AT2G15300,0.251277212356676,AT2G15300
AT2G15310,0.407620158374109,AT2G15310
AT2G15318,0.70591096661539,AT2G15318
AT2G15320,0.19441840606269,AT2G15320
AT2G15325,0.833138518566429,AT2G15325
AT2G15327,0.874337875709472,AT2G15327
AT2G15340,0.803585494975125,AT2G15340
AT2G15345,0.897387165957506,AT2G15345
AT2G15350,0.907305890931506,AT2G15350
AT2G15360,0.972730084592958,AT2G15360
AT2G15370,0.939376182694956,AT2G15370
AT2G15390,0.669067203329761,AT2G15390
AT2G15400,0.436963125659781,AT2G15400
AT2G15420,0.858320391512202,AT2G15420
AT2G15430,0.189928201320187,AT2G15430
AT2G15440,0.266735162087127,AT2G15440
AT2G15450,0.9794534759539,AT2G15450
AT2G15460,0.965529564880786,AT2G15460
AT2G15470,0.956769914250963,AT2G15470
AT2G15480,0.559928011602754,AT2G15480
AT2G15490,0.792487445843503,AT2G15490
AT2G15500,0.915882487146018,AT2G15500
AT2G15530,0.166335179401557,AT2G15530
AT2G15535,0.927399090221751,AT2G15535
AT2G15560,0.210710280657062,AT2G15560
AT2G15570,0.263118514032888,AT2G15570
AT2G15580,0.233494983644118,AT2G15580
AT2G15590,0.794634590821241,AT2G15590
AT2G15610,0.89345313208797,AT2G15610
AT2G15620,0.216995030056409,AT2G15620
AT2G15630,0.34646355254623,AT2G15630
AT2G15640,0.907674658738446,AT2G15640
AT2G15660,0.925439999956622,AT2G15660
AT2G15670,0.918110041534539,AT2G15670
AT2G15680,NA,AT2G15680
AT2G15690,0.163394389269071,AT2G15690
AT2G15695,0.218308784258429,AT2G15695
AT2G15710,0.919922485196342,AT2G15710
AT2G15730,0.325486525091055,AT2G15730
AT2G15740,0.855619903551807,AT2G15740
AT2G15760,0.575000114387587,AT2G15760
AT2G15770,0.929577517523443,AT2G15770
AT2G15780,0.842874787054343,AT2G15780
AT2G15790,0.241861695817216,AT2G15790
AT2G15820,0.162967157188479,AT2G15820
AT2G15830,0.39464496108878,AT2G15830
AT2G15860,0.0824639367859892,AT2G15860
AT2G15880,0.53574224373204,AT2G15880
AT2G15890,0.206579784646065,AT2G15890
AT2G15900,0.138714675383616,AT2G15900
AT2G15910,0.344548426301916,AT2G15910
AT2G15960,0.395184358875695,AT2G15960
AT2G15970,0.263853646155719,AT2G15970
AT2G15980,0.122204319786375,AT2G15980
AT2G16005,0.910123285470065,AT2G16005
AT2G16015,0.938461469492829,AT2G16015
AT2G16016,0.897066888430225,AT2G16016
AT2G16018,0.808121077556556,AT2G16018
AT2G16019,NA,AT2G16019
AT2G16020,NA,AT2G16020
AT2G16030,0.9071561033633,AT2G16030
AT2G16040,0.928013635859664,AT2G16040
AT2G16050,0.443383576334938,AT2G16050
AT2G16060,0.519927896683211,AT2G16060
AT2G16070,0.255313911157504,AT2G16070
AT2G16090,0.0888564833175678,AT2G16090
AT2G16120,0.882652842740191,AT2G16120
AT2G16130,0.895576255799303,AT2G16130
AT2G16190,0.944947692992844,AT2G16190
AT2G16200,0.940407580737517,AT2G16200
AT2G16210,0.740132690205189,AT2G16210
AT2G16220,0.833068243496938,AT2G16220
AT2G16225,0.912132004461426,AT2G16225
AT2G16230,0.867917400774139,AT2G16230
AT2G16250,0.136480045032499,AT2G16250
AT2G16270,0.314235110893229,AT2G16270
AT2G16280,0.159476224483822,AT2G16280
AT2G16290,0.89001370366264,AT2G16290
AT2G16300,0.764397183686927,AT2G16300
AT2G16340,0.860564802941832,AT2G16340
AT2G16365,0.270166265854761,AT2G16365
AT2G16360,0.766083714673912,AT2G16360
AT2G16370,0.17763826583857,AT2G16370
AT2G16380,0.514551692467824,AT2G16380
AT2G16385,0.860526282396415,AT2G16385
AT2G16390,0.182634322656566,AT2G16390
AT2G16400,0.108955142577966,AT2G16400
AT2G16405,0.132300031772237,AT2G16405
AT2G16430,0.179981071104036,AT2G16430
AT2G16440,0.235898593134352,AT2G16440
AT2G16450,0.755995302824282,AT2G16450
AT2G16460,0.134196969924365,AT2G16460
AT2G16485,0.163954211924392,AT2G16485
AT2G16490,0.918481893661533,AT2G16490
AT2G16500,0.267602022059454,AT2G16500
AT2G16505,0.912838299128152,AT2G16505
AT2G16510,0.142027623287372,AT2G16510
AT2G16520,0.925742889047514,AT2G16520
AT2G16530,0.221974142827753,AT2G16530
AT2G16535,0.936260535864638,AT2G16535
AT2G16570,0.442398615865821,AT2G16570
AT2G16580,0.537966239028488,AT2G16580
AT2G16575,0.864490577859584,AT2G16575
AT2G16586,0.791183969462136,AT2G16586
AT2G16592,0.939258207326893,AT2G16592
AT2G16594,0.953133169321945,AT2G16594
AT2G16595,0.389151036340525,AT2G16595
AT2G16600,0.18073611430184,AT2G16600
AT2G16620,0.989227382170241,AT2G16620
AT2G16630,0.348430654006046,AT2G16630
AT2G16640,0.117563995499137,AT2G16640
AT2G16650,0.230844371466568,AT2G16650
AT2G16660,0.341362371064418,AT2G16660
AT2G16676,0.907879300374175,AT2G16676
AT2G16700,0.319610760226089,AT2G16700
AT2G16710,0.231883118073273,AT2G16710
AT2G16720,0.303758315030337,AT2G16720
AT2G16730,0.782941489070176,AT2G16730
AT2G16740,0.393587080190717,AT2G16740
AT2G16750,0.572748511751591,AT2G16750
AT2G16760,0.504201473666407,AT2G16760
AT2G16770,0.333697883854724,AT2G16770
AT2G16780,0.190302496611315,AT2G16780
AT2G16790,0.391654582395108,AT2G16790
AT2G16800,0.204198322636937,AT2G16800
AT2G16810,0.914816254246752,AT2G16810
AT2G16835,0.95893519616627,AT2G16835
AT2G16850,0.413641260657674,AT2G16850
AT2G16860,0.0937152336646208,AT2G16860
AT2G16870,0.294197796163579,AT2G16870
AT2G16880,0.0866344784865995,AT2G16880
AT2G16890,0.401020441813193,AT2G16890
AT2G16900,0.200445809333902,AT2G16900
AT2G16910,0.755461233288486,AT2G16910
AT2G16920,0.236133065904057,AT2G16920
AT2G16930,0.137027822704906,AT2G16930
AT2G16940,0.0537729864548011,AT2G16940
AT2G16950,0.0849976052036984,AT2G16950
AT2G16953,0.956983391194345,AT2G16953
AT2G16960,0.826240337314938,AT2G16960
AT2G16970,0.85258670178019,AT2G16970
AT2G16980,0.699977624268727,AT2G16980
AT2G16990,0.382072871049368,AT2G16990
AT2G17000,0.895125907784101,AT2G17000
AT2G17010,0.762887278886334,AT2G17010
AT2G17020,0.126185351684561,AT2G17020
AT2G17030,0.241978711917719,AT2G17030
AT2G17033,0.133338558563351,AT2G17033
AT2G17036,0.456120127344933,AT2G17036
AT2G17040,0.554731572725004,AT2G17040
AT2G17043,0.940612280904467,AT2G17043
AT2G17050,0.799437648064797,AT2G17050
AT2G17055,0.896048868185724,AT2G17055
AT2G17060,0.760007240284375,AT2G17060
AT2G17070,0.87382130827215,AT2G17070
AT2G17080,0.845210238948135,AT2G17080
AT2G17090,0.892343080493702,AT2G17090
AT2G17110,0.177898350712399,AT2G17110
AT2G17120,0.154028590345585,AT2G17120
AT2G17130,0.156595848102773,AT2G17130
AT2G17140,0.219162533956546,AT2G17140
AT2G17150,0.145755245694274,AT2G17150
AT2G17160,0.974901336462191,AT2G17160
AT2G17170,0.930047667978722,AT2G17170
AT2G17180,0.898731214599165,AT2G17180
AT2G17190,0.180490598679067,AT2G17190
AT2G17200,0.141782162605633,AT2G17200
AT2G17210,0.169402593890978,AT2G17210
AT2G17220,0.222591175053556,AT2G17220
AT2G17230,0.261933043466322,AT2G17230
AT2G17240,0.18195029756292,AT2G17240
AT2G17250,0.210226350588471,AT2G17250
AT2G17260,0.262498528586902,AT2G17260
AT2G17265,0.142564003241283,AT2G17265
AT2G17270,0.139769429353673,AT2G17270
AT2G17280,0.263334414440195,AT2G17280
AT2G17290,0.281175816722158,AT2G17290
AT2G17300,0.328528231975406,AT2G17300
AT2G17305,0.866034247347906,AT2G17305
AT2G17310,0.835518374472223,AT2G17310
AT2G17320,0.127945758706483,AT2G17320
AT2G17340,0.16640868783366,AT2G17340
AT2G17350,0.168384417169522,AT2G17350
AT2G17360,0.164346313114983,AT2G17360
AT2G17370,0.401529611477962,AT2G17370
AT2G17380,0.192392071436916,AT2G17380
AT2G17390,0.15686994510036,AT2G17390
AT2G17410,0.0780360989669523,AT2G17410
AT2G17420,0.181750347555367,AT2G17420
AT2G17430,0.477204748278867,AT2G17430
AT2G17440,0.328221879799398,AT2G17440
AT2G17442,0.26234468174914,AT2G17442
AT2G17450,0.22478622136061,AT2G17450
AT2G17470,0.62899990507455,AT2G17470
AT2G17480,0.195494862271973,AT2G17480
AT2G17500,0.507534103116161,AT2G17500
AT2G17510,0.105455937990269,AT2G17510
AT2G17520,0.192312580140229,AT2G17520
AT2G17525,0.136263640390472,AT2G17525
AT2G17530,0.361440769000796,AT2G17530
AT2G17540,0.136401269761015,AT2G17540
AT2G17550,0.279334295678804,AT2G17550
AT2G17560,0.17873307853789,AT2G17560
AT2G17570,0.270202035191408,AT2G17570
AT2G17580,0.147981757518634,AT2G17580
AT2G17590,0.907304044083835,AT2G17590
AT2G17600,0.923902412464125,AT2G17600
AT2G17620,0.437104131524764,AT2G17620
AT2G17630,0.284187637253799,AT2G17630
AT2G17640,0.213796977559977,AT2G17640
AT2G17650,0.245208671671138,AT2G17650
AT2G17660,0.600592376634741,AT2G17660
AT2G17670,0.182395033006028,AT2G17670
AT2G17680,0.900459160450159,AT2G17680
AT2G17690,0.594304717979888,AT2G17690
AT2G17695,0.219892116961496,AT2G17695
AT2G17700,0.128446840112843,AT2G17700
AT2G17705,0.24535969039068,AT2G17705
AT2G17710,0.399790827088414,AT2G17710
AT2G17720,0.234499685266781,AT2G17720
AT2G17723,0.855686801896608,AT2G17723
AT2G17730,0.394195724729451,AT2G17730
AT2G17740,0.812543432844163,AT2G17740
AT2G17750,0.859891022778575,AT2G17750
AT2G17760,0.24386765814508,AT2G17760
AT2G17770,0.657147397087785,AT2G17770
AT2G17780,0.298386821624231,AT2G17780
AT2G17785,0.918765536039212,AT2G17785
AT2G17787,0.32605736629145,AT2G17787
AT2G17790,0.0865580098083637,AT2G17790
AT2G17800,0.288071656033551,AT2G17800
AT2G17820,0.201869065729736,AT2G17820
AT2G17830,0.436357622801859,AT2G17830
AT2G17840,0.310775812976148,AT2G17840
AT2G17845,0.909245821066019,AT2G17845
AT2G17850,0.879369206831782,AT2G17850
AT2G17860,0.813130758822289,AT2G17860
AT2G17870,0.146107410421727,AT2G17870
AT2G17880,0.464500468968908,AT2G17880
AT2G17890,0.77894749502984,AT2G17890
AT2G17900,0.338613549129989,AT2G17900
AT2G17905,0.949954617813563,AT2G17905
AT2G17920,0.901632231082255,AT2G17920
AT2G17930,0.0886890029631727,AT2G17930
AT2G17940,0.745573742376849,AT2G17940
AT2G17950,0.845670821146984,AT2G17950
AT2G17960,0.944255372314114,AT2G17960
AT2G17970,0.106814848985963,AT2G17970
AT2G17972,0.225694180463878,AT2G17972
AT2G17975,0.196176501441894,AT2G17975
AT2G17980,0.119075309864224,AT2G17980
AT2G17990,0.279945620726416,AT2G17990
AT2G18000,0.377879680005649,AT2G18000
AT2G18010,0.766119000705121,AT2G18010
AT2G18020,0.153966793903825,AT2G18020
AT2G18025,0.897299574953892,AT2G18025
AT2G18030,0.140164568644108,AT2G18030
AT2G18040,0.129360954916582,AT2G18040
AT2G18050,0.47122934738127,AT2G18050
AT2G18060,0.41913221832169,AT2G18060
AT2G18070,0.935993470506102,AT2G18070
AT2G18080,0.915098235846622,AT2G18080
AT2G18090,0.180377335780419,AT2G18090
AT2G18100,0.486697460810442,AT2G18100
AT2G18110,0.130558409087965,AT2G18110
AT2G18120,0.601903307975129,AT2G18120
AT2G18130,0.930853334874516,AT2G18130
AT2G18140,0.908436283108344,AT2G18140
AT2G18150,0.815954014155281,AT2G18150
AT2G18160,0.168905096030676,AT2G18160
AT2G18170,0.225173551570903,AT2G18170
AT2G18180,0.706561636617672,AT2G18180
AT2G18190,0.834904919810901,AT2G18190
AT2G18193,0.471160929649991,AT2G18193
AT2G18196,0.391118202832883,AT2G18196
