"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Athaliana"
"2","TEs","Genes",-0.704568120353821,0,"Athaliana"
"3","TE.nucleotidess","Genes",-0.736173054274237,0,"Athaliana"
"4","gbM","Genes",0.449293438442093,0,"Athaliana"
"5","teM","Genes",-0.0972823832676037,1.93852315177878e-06,"Athaliana"
"6","unM","Genes",0.87709332608301,0,"Athaliana"
"7","Unclassified","Genes",0.637613250671394,0,"Athaliana"
"8","Genes","TEs",-0.704568120353821,0,"Athaliana"
"9","TEs","TEs",1,NA,"Athaliana"
"10","TE.nucleotidess","TEs",0.909947343721413,0,"Athaliana"
"11","gbM","TEs",-0.367949089533006,0,"Athaliana"
"12","teM","TEs",0.358765146791105,0,"Athaliana"
"13","unM","TEs",-0.68837135708921,0,"Athaliana"
"14","Unclassified","TEs",-0.493961367814658,0,"Athaliana"
"15","Genes","TE.nucleotidess",-0.736173054274237,0,"Athaliana"
"16","TEs","TE.nucleotidess",0.909947343721413,0,"Athaliana"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Athaliana"
"18","gbM","TE.nucleotidess",-0.394621695174729,0,"Athaliana"
"19","teM","TE.nucleotidess",0.255248397034371,0,"Athaliana"
"20","unM","TE.nucleotidess",-0.683355319922825,0,"Athaliana"
"21","Unclassified","TE.nucleotidess",-0.49809440149636,0,"Athaliana"
"22","Genes","gbM",0.449293438442093,0,"Athaliana"
"23","TEs","gbM",-0.367949089533006,0,"Athaliana"
"24","TE.nucleotidess","gbM",-0.394621695174729,0,"Athaliana"
"25","gbM","gbM",1,NA,"Athaliana"
"26","teM","gbM",-0.119092122498846,5.41917866136998e-09,"Athaliana"
"27","unM","gbM",0.204203210532589,0,"Athaliana"
"28","Unclassified","gbM",0.276235738592112,0,"Athaliana"
"29","Genes","teM",-0.0972823832676037,1.93852315177878e-06,"Athaliana"
"30","TEs","teM",0.358765146791105,0,"Athaliana"
"31","TE.nucleotidess","teM",0.255248397034371,0,"Athaliana"
"32","gbM","teM",-0.119092122498846,5.41917866136998e-09,"Athaliana"
"33","teM","teM",1,NA,"Athaliana"
"34","unM","teM",-0.291898461698986,0,"Athaliana"
"35","Unclassified","teM",-0.161948536771534,1.77635683940025e-15,"Athaliana"
"36","Genes","unM",0.87709332608301,0,"Athaliana"
"37","TEs","unM",-0.68837135708921,0,"Athaliana"
"38","TE.nucleotidess","unM",-0.683355319922825,0,"Athaliana"
"39","gbM","unM",0.204203210532589,0,"Athaliana"
"40","teM","unM",-0.291898461698986,0,"Athaliana"
"41","unM","unM",1,NA,"Athaliana"
"42","Unclassified","unM",0.393009252300902,0,"Athaliana"
"43","Genes","Unclassified",0.637613250671394,0,"Athaliana"
"44","TEs","Unclassified",-0.493961367814658,0,"Athaliana"
"45","TE.nucleotidess","Unclassified",-0.49809440149636,0,"Athaliana"
"46","gbM","Unclassified",0.276235738592112,0,"Athaliana"
"47","teM","Unclassified",-0.161948536771534,1.77635683940025e-15,"Athaliana"
"48","unM","Unclassified",0.393009252300902,0,"Athaliana"
"49","Unclassified","Unclassified",1,NA,"Athaliana"
